District,Year,Taluka,Rural/Urban,Boys,Girls,Total
Chandrapur,2021,Jivati,Urban,0,0,0
Chandrapur,2021,Jivati,Total,305,281,586
Dhule,2011,Shirpur,Rural,3475,2798,6273
Dhule,2011,Shirpur,Urban,1812,1512,3324
Dhule,2011,Shirpur,Total,5287,4310,9597
Dhule,2011,Shindkheda,Rural,1407,1090,2497
Dhule,2011,Shindkheda,Urban,1715,1355,3070
Dhule,2011,Shindkheda,Total,3122,2445,5567
Dhule,2011,Sakri,Rural,2994,2600,5594
Dhule,2011,Sakri,Urban,0,0,0
Dhule,2011,Sakri,Total,2994,2600,5594
Dhule,2011,Dhule,Rural,2138,1653,3791
Dhule,2011,Dhule,Urban,8899,6989,15888
Dhule,2011,Dhule,Total,11037,8642,19679
Dhule,2012,Shirpur,Rural,3475,2798,6273
Dhule,2012,Shirpur,Urban,1812,1512,3324
Dhule,2012,Shirpur,Total,5287,4310,9597
Dhule,2012,Shindkheda,Rural,1407,1090,2497
Dhule,2012,Shindkheda,Urban,1715,1355,3070
Dhule,2012,Shindkheda,Total,3122,2445,5567
Dhule,2012,Sakri,Rural,2994,2600,5594
Dhule,2012,Sakri,Urban,0,0,0
Dhule,2012,Sakri,Total,2994,2600,5594
Dhule,2012,Dhule,Rural,2138,1653,3791
Dhule,2012,Dhule,Urban,8899,6989,15888
Dhule,2012,Dhule,Total,11037,8642,19679
Dhule,2013,Shirpur,Rural,2898,2592,5490
Dhule,2013,Shirpur,Urban,1763,1586,3349
Dhule,2013,Shirpur,Total,4661,4178,8339
Dhule,2013,Shindkheda,Rural,1048,892,1940
Dhule,2013,Shindkheda,Urban,2418,2098,4516
Dhule,2013,Shindkheda,Total,3466,2990,6456
Dhule,2013,Sakri,Rural,5920,5311,11231
Dhule,2013,Sakri,Urban,0,0,0
Dhule,2013,Sakri,Total,5920,5311,11231
Dhule,2013,Dhule,Rural,2079,1949,4028
Dhule,2013,Dhule,Urban,4158,4014,8172
Dhule,2013,Dhule,Total,6237,5963,12200
Dhule,2014,Shirpur,Rural,2727,2434,5161
Dhule,2014,Shirpur,Urban,1763,1586,3349
Dhule,2014,Shirpur,Total,4490,4020,8510
Dhule,2014,Shindkheda,Rural,1048,892,1940
Dhule,2014,Shindkheda,Urban,2418,2098,4516
Dhule,2014,Shindkheda,Total,3466,2990,6456
Dhule,2014,Sakri,Rural,5739,5165,10904
Dhule,2014,Sakri,Urban,0,0,0
Dhule,2014,Sakri,Total,5739,5165,10904
Dhule,2014,Dhule,Rural,2089,1949,4038
Dhule,2014,Dhule,Urban,4158,4014,8172
Dhule,2014,Dhule,Total,6247,5963,12210
Dhule,2015,Shirpur,Rural,3118,2682,5800
Dhule,2015,Shirpur,Urban,1735,1597,3332
Dhule,2015,Shirpur,Total,4853,4279,9132
Dhule,2015,Shindkheda,Rural,1023,870,1893
Dhule,2015,Shindkheda,Urban,2591,2245,4836
Dhule,2015,Shindkheda,Total,3614,3115,6729
Dhule,2015,Sakri,Rural,3823,3383,7206
Dhule,2015,Sakri,Urban,1073,921,1994
Dhule,2015,Sakri,Total,4896,4304,9200
Dhule,2015,Dhule,Rural,1779,1615,3394
Dhule,2015,Dhule,Urban,3954,3858,7812
Dhule,2015,Dhule,Total,5733,5473,11206
Dhule,2016,Shirpur,Rural,2562,2225,4787
Dhule,2016,Shirpur,Urban,1866,1678,3544
Dhule,2016,Shirpur,Total,4428,3903,8331
Dhule,2016,Shindkheda,Rural,985,810,1795
Dhule,2016,Shindkheda,Urban,2593,2249,4842
Dhule,2016,Shindkheda,Total,3578,3059,6637
Dhule,2016,Sakri,Rural,3020,2592,5612
Dhule,2016,Sakri,Urban,0,0,0
Dhule,2016,Sakri,Total,3020,2592,5612
Dhule,2016,Dhule,Rural,1983,1833,3816
Dhule,2016,Dhule,Urban,8872,7845,16717
Dhule,2016,Dhule,Total,10855,9678,20533
Dhule,2017,Shirpur,Rural,2854,2606,5460
Dhule,2017,Shirpur,Urban,325,300,625
Dhule,2017,Shirpur,Total,3179,2906,6085
Dhule,2017,Shindkheda,Rural,1108,1121,2229
Dhule,2017,Shindkheda,Urban,44,72,116
Dhule,2017,Shindkheda,Total,1152,1193,2345
Dhule,2017,Sakri,Rural,3192,3012,6204
Dhule,2017,Sakri,Urban,0,0,0
Dhule,2017,Sakri,Total,3192,3012,6204
Dhule,2017,Dhule,Rural,2324,2185,4509
Dhule,2017,Dhule,Urban,10470,10410,20880
Dhule,2017,Dhule,Total,12794,12595,25389
Dhule,2018,Shirpur,Rural,2800,2489,5289
Dhule,2018,Shirpur,Urban,340,305,645
Dhule,2018,Shirpur,Total,3140,2794,5934
Dhule,2018,Shindkheda,Rural,1094,1028,2122
Dhule,2018,Shindkheda,Urban,118,122,240
Dhule,2018,Shindkheda,Total,1212,1150,2362
Dhule,2018,Sakri,Rural,2354,2291,4645
Dhule,2018,Sakri,Urban,445,423,868
Dhule,2018,Sakri,Total,2799,2714,5513
Dhule,2018,Dhule,Rural,1547,1356,2903
Dhule,2018,Dhule,Urban,9686,8973,18659
Dhule,2018,Dhule,Total,11233,10329,21562
Dhule,2019,Shirpur,Rural,1754,1568,3322
Dhule,2019,Shirpur,Urban,323,301,624
Dhule,2019,Shirpur,Total,2077,1869,3946
Dhule,2019,Shindkheda,Rural,483,491,974
Dhule,2019,Shindkheda,Urban,125,106,231
Dhule,2019,Shindkheda,Total,608,597,1205
Dhule,2019,Sakri,Rural,1593,1597,3190
Dhule,2019,Sakri,Urban,349,302,651
Dhule,2019,Sakri,Total,1942,1899,3841
Dhule,2019,Dhule,Rural,1054,1000,2054
Dhule,2019,Dhule,Urban,8835,8128,16963
Dhule,2019,Dhule,Total,9889,9128,19017
Dhule,2020,Shirpur,Rural,2879,2632,5511
Dhule,2020,Shirpur,Urban,134,94,228
Dhule,2020,Shirpur,Total,3013,2726,5739
Dhule,2020,Shindkheda,Rural,860,773,1633
Dhule,2020,Shindkheda,Urban,128,101,229
Dhule,2020,Shindkheda,Total,988,874,1862
Dhule,2020,Sakri,Rural,2280,2107,4387
Dhule,2020,Sakri,Urban,444,438,882
Dhule,2020,Sakri,Total,2724,2545,5269
Dhule,2020,Dhule,Rural,1519,1457,2976
Dhule,2020,Dhule,Urban,7084,6640,13724
Dhule,2020,Dhule,Total,8603,8097,16700
Dhule,2021,Shirpur,Rural,2952,2684,5636
Dhule,2021,Shirpur,Urban,282,239,521
Dhule,2021,Shirpur,Total,3234,2923,6157
Dhule,2021,Shindkheda,Rural,783,627,1410
Dhule,2021,Shindkheda,Urban,133,103,236
Dhule,2021,Shindkheda,Total,916,730,1646
Dhule,2021,Sakri,Rural,2486,2390,4876
Dhule,2021,Sakri,Urban,498,444,942
Dhule,2021,Sakri,Total,2984,2834,5818
Dhule,2021,Dhule,Rural,1723,1464,3187
Dhule,2021,Dhule,Urban,5967,5614,11584
Dhule,2021,Dhule,Total,7690,7078,14771
Gadchiroli,2012,Desaiganj,Rural,351,362,713
Gadchiroli,2012,Desaiganj,Urban,347,288,635
Gadchiroli,2012,Desaiganj,Total,698,650,1348
Gadchiroli,2012,Aarmori,Rural,676,647,1323
Gadchiroli,2012,Aarmori,Urban,0,0,0
Gadchiroli,2012,Aarmori,Total,676,647,1323
Gadchiroli,2012,Kurkheda,Rural,743,673,1416
Gadchiroli,2012,Kurkheda,Urban,0,0,0
Gadchiroli,2012,Kurkheda,Total,743,673,1416
Gadchiroli,2012,Korachi,Rural,586,461,1047
Gadchiroli,2012,Korachi,Urban,0,0,0
Gadchiroli,2012,Korachi,Total,586,461,1047
Gadchiroli,2012,Dhanora,Rural,838,627,1465
Gadchiroli,2012,Dhanora,Urban,0,0,0
Gadchiroli,2012,Dhanora,Total,838,627,1465
Gadchiroli,2012,Gadchiroli,Rural,555,462,1017
Gadchiroli,2012,Gadchiroli,Urban,2729,2390,5119
Gadchiroli,2012,Gadchiroli,Total,3284,2852,6136
Gadchiroli,2012,Chomoshi,Rural,1544,1330,2874
Gadchiroli,2012,Chomoshi,Urban,0,0,0
Gadchiroli,2012,Chomoshi,Total,1544,1330,2874
Gadchiroli,2012,Mulchera,Rural,424,346,770
Gadchiroli,2012,Mulchera,Urban,0,0,0
Gadchiroli,2012,Mulchera,Total,424,346,770
Gadchiroli,2012,Etapalli,Rural,776,528,1304
Gadchiroli,2012,Etapalli,Urban,0,0,0
Gadchiroli,2012,Etapalli,Total,776,528,1304
Gadchiroli,2012,Bhamragad,Rural,120,138,258
Gadchiroli,2012,Bhamragad,Urban,0,0,0
Gadchiroli,2012,Bhamragad,Total,120,138,258
Gadchiroli,2012,Aheri,Rural,1133,848,1981
Gadchiroli,2012,Aheri,Urban,0,0,0
Gadchiroli,2012,Aheri,Total,1133,848,1981
Gadchiroli,2012,Sironcha,Rural,621,469,1090
Gadchiroli,2012,Sironcha,Urban,0,0,0
Gadchiroli,2012,Sironcha,Total,621,469,1090
Gadchiroli,2013,Desaiganj,Rural,324,288,612
Gadchiroli,2013,Desaiganj,Urban,293,241,534
Gadchiroli,2013,Desaiganj,Total,617,529,1146
Gadchiroli,2013,Aarmori,Rural,588,525,1113
Gadchiroli,2013,Aarmori,Urban,0,0,0
Gadchiroli,2013,Aarmori,Total,588,525,1113
Gadchiroli,2013,Kurkheda,Rural,647,630,1277
Gadchiroli,2013,Kurkheda,Urban,0,0,0
Gadchiroli,2013,Kurkheda,Total,647,630,1277
Gadchiroli,2013,Korachi,Rural,454,431,885
Gadchiroli,2013,Korachi,Urban,0,0,0
Gadchiroli,2013,Korachi,Total,454,431,885
Gadchiroli,2013,Dhanora,Rural,736,559,1295
Gadchiroli,2013,Dhanora,Urban,0,0,0
Gadchiroli,2013,Dhanora,Total,736,559,1295
Gadchiroli,2013,Gadchiroli,Rural,495,449,944
Gadchiroli,2013,Gadchiroli,Urban,2566,2324,4890
Gadchiroli,2013,Gadchiroli,Total,3061,2773,5834
Gadchiroli,2013,Chomoshi,Rural,1532,1241,2773
Gadchiroli,2013,Chomoshi,Urban,0,0,0
Gadchiroli,2013,Chomoshi,Total,1532,1241,2773
Gadchiroli,2013,Mulchera,Rural,438,367,805
Gadchiroli,2013,Mulchera,Urban,0,0,0
Gadchiroli,2013,Mulchera,Total,438,367,805
Gadchiroli,2013,Etapalli,Rural,631,488,1119
Gadchiroli,2013,Etapalli,Urban,0,0,0
Gadchiroli,2013,Etapalli,Total,631,488,1119
Gadchiroli,2013,Bhamragad,Rural,197,122,319
Gadchiroli,2013,Bhamragad,Urban,0,0,0
Gadchiroli,2013,Bhamragad,Total,197,122,319
Gadchiroli,2013,Aheri,Rural,1084,890,1974
Gadchiroli,2013,Aheri,Urban,0,0,0
Gadchiroli,2013,Aheri,Total,1084,890,1974
Gadchiroli,2013,Sironcha,Rural,623,448,1071
Gadchiroli,2013,Sironcha,Urban,0,0,0
Gadchiroli,2013,Sironcha,Total,623,448,1071
Gadchiroli,2014,Desaiganj,Rural,326,304,630
Gadchiroli,2014,Desaiganj,Urban,305,262,567
Gadchiroli,2014,Desaiganj,Total,631,566,1197
Gadchiroli,2014,Aarmori,Rural,617,560,1177
Gadchiroli,2014,Aarmori,Urban,0,0,0
Gadchiroli,2014,Aarmori,Total,617,560,1177
Gadchiroli,2014,Kurkheda,Rural,620,625,1245
Gadchiroli,2014,Kurkheda,Urban,0,0,0
Gadchiroli,2014,Kurkheda,Total,620,625,1245
Gadchiroli,2014,Korachi,Rural,391,358,749
Gadchiroli,2014,Korachi,Urban,0,0,0
Gadchiroli,2014,Korachi,Total,391,358,749
Gadchiroli,2014,Dhanora,Rural,503,497,1000
Gadchiroli,2014,Dhanora,Urban,0,0,0
Gadchiroli,2014,Dhanora,Total,503,497,1000
Gadchiroli,2014,Gadchiroli,Rural,463,440,903
Gadchiroli,2014,Gadchiroli,Urban,2623,2478,5101
Gadchiroli,2014,Gadchiroli,Total,3086,2918,6004
Gadchiroli,2014,Chomoshi,Rural,1069,957,2026
Gadchiroli,2014,Chomoshi,Urban,0,0,0
Gadchiroli,2014,Chomoshi,Total,1069,957,2026
Gadchiroli,2014,Mulchera,Rural,383,385,768
Gadchiroli,2014,Mulchera,Urban,0,0,0
Gadchiroli,2014,Mulchera,Total,383,385,768
Gadchiroli,2014,Etapalli,Rural,607,472,1079
Gadchiroli,2014,Etapalli,Urban,0,0,0
Gadchiroli,2014,Etapalli,Total,607,472,1079
Gadchiroli,2014,Bhamragad,Rural,244,252,496
Gadchiroli,2014,Bhamragad,Urban,0,0,0
Gadchiroli,2014,Bhamragad,Total,244,252,496
Gadchiroli,2014,Aheri,Rural,1091,973,2064
Gadchiroli,2014,Aheri,Urban,0,0,0
Gadchiroli,2014,Aheri,Total,1091,973,2064
Gadchiroli,2014,Sironcha,Rural,549,447,996
Gadchiroli,2014,Sironcha,Urban,0,0,0
Gadchiroli,2014,Sironcha,Total,549,447,996
Gadchiroli,2015,Desaiganj,Rural,319,284,603
Gadchiroli,2015,Desaiganj,Urban,211,177,388
Gadchiroli,2015,Desaiganj,Total,530,461,991
Gadchiroli,2015,Aarmori,Rural,637,540,1177
Gadchiroli,2015,Aarmori,Urban,0,0,0
Gadchiroli,2015,Aarmori,Total,637,540,1177
Gadchiroli,2015,Kurkheda,Rural,600,520,1120
Gadchiroli,2015,Kurkheda,Urban,0,0,0
Gadchiroli,2015,Kurkheda,Total,600,520,1120
Gadchiroli,2015,Korachi,Rural,338,309,647
Gadchiroli,2015,Korachi,Urban,0,0,0
Gadchiroli,2015,Korachi,Total,338,309,647
Gadchiroli,2015,Dhanora,Rural,628,593,1221
Gadchiroli,2015,Dhanora,Urban,0,0,0
Gadchiroli,2015,Dhanora,Total,628,593,1221
Gadchiroli,2015,Gadchiroli,Rural,399,392,791
Gadchiroli,2015,Gadchiroli,Urban,2623,2474,5097
Gadchiroli,2015,Gadchiroli,Total,3022,2866,5888
Gadchiroli,2015,Chomoshi,Rural,1067,1070,2137
Gadchiroli,2015,Chomoshi,Urban,0,0,0
Gadchiroli,2015,Chomoshi,Total,1067,1070,2137
Gadchiroli,2015,Mulchera,Rural,369,327,696
Gadchiroli,2015,Mulchera,Urban,0,0,0
Gadchiroli,2015,Mulchera,Total,369,327,696
Gadchiroli,2015,Etapalli,Rural,620,637,1257
Gadchiroli,2015,Etapalli,Urban,0,0,0
Gadchiroli,2015,Etapalli,Total,620,637,1257
Gadchiroli,2015,Bhamragad,Rural,311,322,633
Gadchiroli,2015,Bhamragad,Urban,0,0,0
Gadchiroli,2015,Bhamragad,Total,311,322,633
Gadchiroli,2015,Aheri,Rural,974,968,1942
Gadchiroli,2015,Aheri,Urban,0,,
Gadchiroli,2015,Aheri,Total,974,968,1942
Gadchiroli,2015,Sironcha,Rural,416,409,825
Gadchiroli,2015,Sironcha,Urban,0,0,0
Gadchiroli,2015,Sironcha,Total,416,409,825
Gadchiroli,2016,Desaiganj,Rural,273,289,562
Gadchiroli,2016,Desaiganj,Urban,113,104,217
Gadchiroli,2016,Desaiganj,Total,386,393,779
Gadchiroli,2016,Aarmori,Rural,503,522,1025
Gadchiroli,2016,Aarmori,Urban,0,0,0
Gadchiroli,2016,Aarmori,Total,503,522,1025
Gadchiroli,2016,Kurkheda,Rural,524,517,1041
Gadchiroli,2016,Kurkheda,Urban,0,0,0
Gadchiroli,2016,Kurkheda,Total,524,517,1041
Gadchiroli,2016,Korachi,Rural,333,313,646
Gadchiroli,2016,Korachi,Urban,0,0,0
Gadchiroli,2016,Korachi,Total,333,313,646
Gadchiroli,2016,Dhanora,Rural,643,516,1159
Gadchiroli,2016,Dhanora,Urban,0,0,0
Gadchiroli,2016,Dhanora,Total,643,516,1159
Gadchiroli,2016,Gadchiroli,Rural,327,324,651
Gadchiroli,2016,Gadchiroli,Urban,2671,2397,5068
Gadchiroli,2016,Gadchiroli,Total,2998,2721,5719
Gadchiroli,2016,Chomoshi,Rural,835,819,1654
Gadchiroli,2016,Chomoshi,Urban,0,0,0
Gadchiroli,2016,Chomoshi,Total,835,819,1654
Gadchiroli,2016,Mulchera,Rural,288,321,609
Gadchiroli,2016,Mulchera,Urban,0,0,0
Gadchiroli,2016,Mulchera,Total,288,321,609
Gadchiroli,2016,Etapalli,Rural,633,571,1204
Gadchiroli,2016,Etapalli,Urban,0,0,0
Gadchiroli,2016,Etapalli,Total,633,571,1204
Gadchiroli,2016,Bhamragad,Rural,309,276,585
Gadchiroli,2016,Bhamragad,Urban,0,0,0
Gadchiroli,2016,Bhamragad,Total,309,276,585
Gadchiroli,2016,Aheri,Rural,759,723,1482
Gadchiroli,2016,Aheri,Urban,0,0,0
Gadchiroli,2016,Aheri,Total,759,723,1482
Gadchiroli,2016,Sironcha,Rural,347,327,674
Gadchiroli,2016,Sironcha,Urban,0,0,0
Gadchiroli,2016,Sironcha,Total,347,327,674
Gadchiroli,2017,Desaiganj,Rural,218,209,427
Gadchiroli,2017,Desaiganj,Urban,75,83,158
Gadchiroli,2017,Desaiganj,Total,293,292,585
Gadchiroli,2017,Aarmori,Rural,513,514,1027
Gadchiroli,2017,Aarmori,Urban,0,,0
Gadchiroli,2017,Aarmori,Total,513,514,1027
Gadchiroli,2017,Kurkheda,Rural,666,579,1245
Gadchiroli,2017,Kurkheda,Urban,0,0,0
Gadchiroli,2017,Kurkheda,Total,666,579,1245
Gadchiroli,2017,Korachi,Rural,332,294,626
Gadchiroli,2017,Korachi,Urban,0,0,0
Gadchiroli,2017,Korachi,Total,332,294,626
Gadchiroli,2017,Dhanora,Rural,650,650,1300
Gadchiroli,2017,Dhanora,Urban,0,0,0
Gadchiroli,2017,Dhanora,Total,650,650,1300
Gadchiroli,2017,Gadchiroli,Rural,293,295,588
Gadchiroli,2017,Gadchiroli,Urban,3108,2799,5907
Gadchiroli,2017,Gadchiroli,Total,3401,3094,6495
Gadchiroli,2017,Chomoshi,Rural,789,840,1629
Gadchiroli,2017,Chomoshi,Urban,0,0,0
Gadchiroli,2017,Chomoshi,Total,789,840,1629
Gadchiroli,2017,Mulchera,Rural,279,280,559
Gadchiroli,2017,Mulchera,Urban,0,0,0
Gadchiroli,2017,Mulchera,Total,279,280,559
Gadchiroli,2017,Etapalli,Rural,798,694,1492
Gadchiroli,2017,Etapalli,Urban,0,0,0
Gadchiroli,2017,Etapalli,Total,798,694,1492
Gadchiroli,2017,Bhamragad,Rural,231,219,450
Gadchiroli,2017,Bhamragad,Urban,0,0,0
Gadchiroli,2017,Bhamragad,Total,231,219,450
Gadchiroli,2017,Aheri,Rural,858,805,1663
Gadchiroli,2017,Aheri,Urban,0,0,0
Gadchiroli,2017,Aheri,Total,858,805,1663
Gadchiroli,2017,Sironcha,Rural,345,320,665
Gadchiroli,2017,Sironcha,Urban,0,0,0
Gadchiroli,2017,Sironcha,Total,345,320,665
Gadchiroli,2018,Desaiganj,Rural,182,165,347
Gadchiroli,2018,Desaiganj,Urban,69,69,138
Gadchiroli,2018,Desaiganj,Total,251,234,485
Gadchiroli,2018,Aarmori,Rural,560,547,1107
Gadchiroli,2018,Aarmori,Urban,0,0,0
Gadchiroli,2018,Aarmori,Total,560,547,1107
Gadchiroli,2018,Kurkheda,Rural,547,550,1097
Gadchiroli,2018,Kurkheda,Urban,0,0,0
Gadchiroli,2018,Kurkheda,Total,547,550,1097
Gadchiroli,2018,Korachi,Rural,324,310,634
Gadchiroli,2018,Korachi,Urban,0,0,0
Gadchiroli,2018,Korachi,Total,324,310,634
Gadchiroli,2018,Dhanora,Rural,656,522,1178
Gadchiroli,2018,Dhanora,Urban,0,0,0
Gadchiroli,2018,Dhanora,Total,656,522,1178
Gadchiroli,2018,Gadchiroli,Rural,198,212,410
Gadchiroli,2018,Gadchiroli,Urban,3037,2761,5798
Gadchiroli,2018,Gadchiroli,Total,3235,2973,6208
Gadchiroli,2018,Chomoshi,Rural,697,655,1352
Gadchiroli,2018,Chomoshi,Urban,0,0,0
Gadchiroli,2018,Chomoshi,Total,697,655,1352
Gadchiroli,2018,Mulchera,Rural,280,269,549
Gadchiroli,2018,Mulchera,Urban,0,0,0
Gadchiroli,2018,Mulchera,Total,280,269,549
Gadchiroli,2018,Etapalli,Rural,643,645,1288
Gadchiroli,2018,Etapalli,Urban,0,0,0
Gadchiroli,2018,Etapalli,Total,643,645,1288
Gadchiroli,2018,Bhamragad,Rural,216,193,409
Gadchiroli,2018,Bhamragad,Urban,0,0,0
Gadchiroli,2018,Bhamragad,Total,216,193,409
Gadchiroli,2018,Aheri,Rural,997,892,1889
Gadchiroli,2018,Aheri,Urban,0,0,0
Gadchiroli,2018,Aheri,Total,997,892,1889
Gadchiroli,2018,Sironcha,Rural,330,276,606
Gadchiroli,2018,Sironcha,Urban,0,0,0
Gadchiroli,2018,Sironcha,Total,330,276,606
Gadchiroli,2019,Desaiganj,Rural,184,133,317
Gadchiroli,2019,Desaiganj,Urban,53,59,112
Gadchiroli,2019,Desaiganj,Total,237,192,429
Gadchiroli,2019,Aarmori,Rural,518,468,986
Gadchiroli,2019,Aarmori,Urban,0,0,0
Gadchiroli,2019,Aarmori,Total,518,468,986
Gadchiroli,2019,Kurkheda,Rural,495,495,990
Gadchiroli,2019,Kurkheda,Urban,0,0,0
Gadchiroli,2019,Kurkheda,Total,495,495,990
Gadchiroli,2019,Korachi,Rural,280,267,547
Gadchiroli,2019,Korachi,Urban,0,0,0
Gadchiroli,2019,Korachi,Total,280,267,547
Gadchiroli,2019,Dhanora,Rural,593,455,1048
Gadchiroli,2019,Dhanora,Urban,0,0,0
Gadchiroli,2019,Dhanora,Total,593,455,1048
Gadchiroli,2019,Gadchiroli,Rural,138,138,276
Gadchiroli,2019,Gadchiroli,Urban,3223,3053,6276
Gadchiroli,2019,Gadchiroli,Total,3361,3191,6552
Gadchiroli,2019,Chomoshi,Rural,605,620,1225
Gadchiroli,2019,Chomoshi,Urban,0,0,0
Gadchiroli,2019,Chomoshi,Total,605,620,1225
Gadchiroli,2019,Mulchera,Rural,211,207,418
Gadchiroli,2019,Mulchera,Urban,0,0,0
Gadchiroli,2019,Mulchera,Total,211,207,418
Gadchiroli,2019,Etapalli,Rural,591,563,1154
Gadchiroli,2019,Etapalli,Urban,0,0,0
Gadchiroli,2019,Etapalli,Total,591,563,1154
Gadchiroli,2019,Bhamragad,Rural,184,176,360
Gadchiroli,2019,Bhamragad,Urban,0,0,0
Gadchiroli,2019,Bhamragad,Total,184,176,360
Gadchiroli,2019,Aheri,Rural,1039,1004,2043
Gadchiroli,2019,Aheri,Urban,0,0,0
Gadchiroli,2019,Aheri,Total,1039,1004,2043
Gadchiroli,2019,Sironcha,Rural,268,272,540
Gadchiroli,2019,Sironcha,Urban,0,0,0
Gadchiroli,2019,Sironcha,Total,268,272,540
Gadchiroli,2020,Desaiganj,Rural,221,191,412
Gadchiroli,2020,Desaiganj,Urban,32,37,69
Gadchiroli,2020,Desaiganj,Total,253,228,481
Gadchiroli,2020,Aarmori,Rural,536,430,966
Gadchiroli,2020,Aarmori,Urban,0,0,0
Gadchiroli,2020,Aarmori,Total,536,430,966
Gadchiroli,2020,Kurkheda,Rural,456,466,922
Gadchiroli,2020,Kurkheda,Urban,0,,0
Gadchiroli,2020,Kurkheda,Total,456,466,922
Gadchiroli,2020,Korachi,Rural,280,259,539
Gadchiroli,2020,Korachi,Urban,0,0,0
Gadchiroli,2020,Korachi,Total,280,259,539
Gadchiroli,2020,Dhanora,Rural,572,547,1119
Gadchiroli,2020,Dhanora,Urban,0,0,0
Gadchiroli,2020,Dhanora,Total,572,547,1119
Gadchiroli,2020,Gadchiroli,Rural,148,156,304
Gadchiroli,2020,Gadchiroli,Urban,3206,2999,6205
Gadchiroli,2020,Gadchiroli,Total,3354,3155,6509
Gadchiroli,2020,Chomoshi,Rural,625,601,1226
Gadchiroli,2020,Chomoshi,Urban,0,0,0
Gadchiroli,2020,Chomoshi,Total,625,601,1226
Gadchiroli,2020,Mulchera,Rural,239,240,479
Gadchiroli,2020,Mulchera,Urban,0,0,0
Gadchiroli,2020,Mulchera,Total,239,240,479
Gadchiroli,2020,Etapalli,Rural,700,646,1346
Gadchiroli,2020,Etapalli,Urban,0,0,0
Gadchiroli,2020,Etapalli,Total,700,646,1346
Gadchiroli,2020,Bhamragad,Rural,166,145,311
Gadchiroli,2020,Bhamragad,Urban,0,0,0
Gadchiroli,2020,Bhamragad,Total,166,145,311
Gadchiroli,2020,Aheri,Rural,1243,1106,2349
Gadchiroli,2020,Aheri,Urban,0,0,0
Gadchiroli,2020,Aheri,Total,1243,1106,2349
Gadchiroli,2020,Sironcha,Rural,281,287,568
Gadchiroli,2020,Sironcha,Urban,0,0,0
Gadchiroli,2020,Sironcha,Total,281,287,568
Gadchiroli,2021,Desaiganj,Rural,169,159,328
Gadchiroli,2021,Desaiganj,Urban,49,33,82
Gadchiroli,2021,Desaiganj,Total,218,192,410
Gadchiroli,2021,Aarmori,Rural,581,604,1185
Gadchiroli,2021,Aarmori,Urban,0,0,0
Gadchiroli,2021,Aarmori,Total,581,604,1185
Gadchiroli,2021,Kurkheda,Rural,547,538,1085
Gadchiroli,2021,Kurkheda,Urban,0,0,0
Gadchiroli,2021,Kurkheda,Total,547,538,1085
Gadchiroli,2021,Korachi,Rural,350,315,665
Gadchiroli,2021,Korachi,Urban,0,0,0
Gadchiroli,2021,Korachi,Total,350,315,665
Gadchiroli,2021,Dhanora,Rural,534,583,1117
Gadchiroli,2021,Dhanora,Urban,0,0,0
Gadchiroli,2021,Dhanora,Total,534,583,1117
Gadchiroli,2021,Gadchiroli,Rural,125,127,252
Gadchiroli,2021,Gadchiroli,Urban,3945,3693,7638
Gadchiroli,2021,Gadchiroli,Total,4070,3820,7890
Gadchiroli,2021,Chomoshi,Rural,619,715,1334
Gadchiroli,2021,Chomoshi,Urban,0,0,0
Gadchiroli,2021,Chomoshi,Total,619,715,1334
Gadchiroli,2021,Mulchera,Rural,221,233,454
Gadchiroli,2021,Mulchera,Urban,0,0,0
Gadchiroli,2021,Mulchera,Total,221,233,454
Gadchiroli,2021,Etapalli,Rural,658,622,1280
Gadchiroli,2021,Etapalli,Urban,0,0,0
Gadchiroli,2021,Etapalli,Total,658,622,1280
Gadchiroli,2021,Bhamragad,Rural,256,224,480
Gadchiroli,2021,Bhamragad,Urban,0,0,0
Gadchiroli,2021,Bhamragad,Total,256,224,480
Gadchiroli,2021,Aheri,Rural,1270,1193,2463
Gadchiroli,2021,Aheri,Urban,0,0,0
Gadchiroli,2021,Aheri,Total,1270,1193,2463
Gadchiroli,2021,Sironcha,Rural,316,296,612
Gadchiroli,2021,Sironcha,Urban,0,0,0
Gadchiroli,2021,Sironcha,Total,316,296,612
Gondia,2012,Tiroda,Rural,931,824,1755
Gondia,2012,Tiroda,Urban,295,329,624
Gondia,2012,Tiroda,Total,1226,1153,2379
Gondia,2012,Goregaon,Rural,470,439,909
Gondia,2012,Goregaon,Urban,0,0,0
Gondia,2012,Goregaon,Total,470,439,909
Gondia,2012,Gondia,Rural,1507,1396,2903
Gondia,2012,Gondia,Urban,6834,6211,13045
Gondia,2012,Gondia,Total,8341,7607,15948
Gondia,2012,Aamgaon,Rural,797,692,1489
Gondia,2012,Aamgaon,Urban,0,0,0
Gondia,2012,Aamgaon,Total,797,692,1489
Gondia,2012,Salekasa,Rural,488,427,915
Gondia,2012,Salekasa,Urban,0,0,0
Gondia,2012,Salekasa,Total,488,427,915
Gondia,2012,Sadak Arjuni,Rural,815,672,1487
Gondia,2012,Sadak Arjuni,Urban,0,0,0
Gondia,2012,Sadak Arjuni,Total,815,672,1487
Gondia,2012,Arjuni Morgaon,Rural,1027,956,1983
Gondia,2012,Arjuni Morgaon,Urban,0,0,0
Gondia,2012,Arjuni Morgaon,Total,1027,956,1983
Gondia,2012,Devari,Rural,1076,991,2067
