District,Year,Taluka,Rural/Urban,Approved Anganwadis,Working Anganwadis,Anganwadi Workers,Self-Owned Buildings,Rental Buildings,Without Regular Building,Anganwadis with Toilets
Ahilyanagar,2013,Sangamner,Rural,480,480,480,393,25,62,426
Ahilyanagar,2013,Sangamner,Urban,5,5,5,0,4,1,5
Ahilyanagar,2013,Shevgaon,Total,275,275,274,179,22,74,308
Ahilyanagar,2013,Shevgaon,Rural,275,275,274,179,22,74,308
Ahilyanagar,2013,Shevgaon,Urban,0,0,0,0,0,0,0
Ahilyanagar,2013,Srigonda,Total,374,374,372,276,33,65,361
Ahilyanagar,2013,Srigonda,Rural,371,371,369,275,31,65,358
Ahilyanagar,2013,Srigonda,Urban,3,3,3,1,2,0,3
Ahilyanagar,2013,Srirampur,Total,266,266,265,208,20,38,282
Ahilyanagar,2013,Srirampur,Rural,236,236,235,187,13,36,252
Ahilyanagar,2013,Srirampur,Urban,30,30,30,21,7,2,30
Ahilyanagar,2014,Akole,Total,499,490,490,487,2,12,447
Ahilyanagar,2014,Akole,Rural,499,490,490,487,2,12,447
Ahilyanagar,2014,Akole,Urban,0,0,0,0,0,0,0
Ahilyanagar,2014,Jamkhed,Total,227,227,221,140,32,42,97
Ahilyanagar,2014,Jamkhed,Rural,227,227,221,140,32,42,97
Ahilyanagar,2014,Jamkhed,Urban,0,0,0,0,0,0,0
Ahilyanagar,2014,Karjat,Total,315,315,309,198,16,78,192
Ahilyanagar,2014,Karjat,Rural,315,315,309,198,16,78,192
Ahilyanagar,2014,Karjat,Urban,0,0,0,0,0,0,0
Ahilyanagar,2014,Kopargaon,Total,255,255,254,200,34,16,206
Ahilyanagar,2014,Kopargaon,Rural,220,220,219,195,5,16,172
Ahilyanagar,2014,Kopargaon,Urban,35,35,35,5,29,0,34
Ahilyanagar,2014,Nagar,Total,724,724,724,423,228,61,427
Ahilyanagar,2014,Nagar,Rural,541,541,541,423,58,53,353
Ahilyanagar,2014,Nagar,Urban,183,183,183,0,170,8,74
Ahilyanagar,2014,Nevasa,Total,386,386,384,337,17,32,271
Ahilyanagar,2014,Nevasa,Rural,386,386,384,337,17,32,271
Ahilyanagar,2014,Nevasa,Urban,0,0,0,0,0,0,0
Ahilyanagar,2014,Parner,Total,362,362,358,315,9,47,273
Ahilyanagar,2014,Parner,Rural,362,362,358,315,9,47,273
Ahilyanagar,2014,Parner,Urban,0,0,0,0,0,0,0
Ahilyanagar,2014,Pathardi,Total,269,269,266,215,3,32,149
Ahilyanagar,2014,Pathardi,Rural,266,266,263,215,1,31,149
Ahilyanagar,2014,Pathardi,Urban,3,3,3,0,2,1,0
Ahilyanagar,2014,Rahata,Total,302,302,300,235,5,10,238
Ahilyanagar,2014,Rahata,Rural,299,299,297,235,2,10,235
Ahilyanagar,2014,Rahata,Urban,3,3,3,0,3,0,3
Ahilyanagar,2014,Rahuri,Total,327,327,325,249,9,57,248
Ahilyanagar,2014,Rahuri,Rural,324,324,322,248,9,57,247
Ahilyanagar,2014,Rahuri,Urban,3,3,3,1,0,0,1
Ahilyanagar,2014,Sangamner,Total,485,485,484,393,29,56,395
Ahilyanagar,2014,Sangamner,Rural,480,480,479,393,25,56,392
Ahilyanagar,2014,Sangamner,Urban,5,5,5,0,4,0,3
Ahilyanagar,2014,Shevgaon,Total,275,275,273,179,22,58,185
Ahilyanagar,2014,Shevgaon,Rural,275,275,273,179,22,58,185
Ahilyanagar,2014,Shevgaon,Urban,0,0,0,0,0,0,0
Ahilyanagar,2014,Srigonda,Total,374,374,374,275,27,68,232
Ahilyanagar,2014,Srigonda,Rural,371,371,371,275,25,67,232
Ahilyanagar,2014,Srigonda,Urban,3,3,3,0,2,1,0
Ahilyanagar,2014,Srirampur,Total,266,266,262,196,33,39,224
Ahilyanagar,2014,Srirampur,Rural,236,236,232,187,13,29,224
Ahilyanagar,2014,Srirampur,Urban,30,30,30,9,20,10,0
Ahilyanagar,2015,Akole,Total,499,499,494,433,13,53,507
Ahilyanagar,2015,Akole,Rural,499,499,494,433,13,53,507
Ahilyanagar,2015,Akole,Urban,0,0,0,0,0,0,0
Ahilyanagar,2015,Jamkhed,Total,227,227,215,150,23,54,97
Ahilyanagar,2015,Jamkhed,Rural,227,227,215,150,23,54,97
Ahilyanagar,2015,Jamkhed,Urban,0,0,0,0,0,0,0
Ahilyanagar,2015,Karjat,Total,315,315,309,239,9,67,192
Ahilyanagar,2015,Karjat,Rural,315,315,309,239,9,67,192
Ahilyanagar,2015,Karjat,Urban,0,0,0,0,0,0,0
Ahilyanagar,2015,Kopargaon,Total,255,255,331,197,41,17,172
Ahilyanagar,2015,Kopargaon,Rural,220,220,296,192,12,16,172
Ahilyanagar,2015,Kopargaon,Urban,35,35,35,5,29,1,0
Ahilyanagar,2015,Nagar,Total,724,724,722,380,221,123,483
Ahilyanagar,2015,Nagar,Rural,541,541,539,380,50,111,404
Ahilyanagar,2015,Nagar,Urban,183,183,183,0,171,12,79
Ahilyanagar,2015,Nevasa,Total,386,386,386,272,41,73,271
Ahilyanagar,2015,Nevasa,Rural,386,386,386,272,41,73,271
Ahilyanagar,2015,Nevasa,Urban,0,0,0,0,0,0,0
Ahilyanagar,2015,Parner,Total,362,362,357,254,19,89,246
Ahilyanagar,2015,Parner,Rural,362,362,357,254,19,89,246
Ahilyanagar,2015,Parner,Urban,0,0,0,0,0,0,0
Ahilyanagar,2015,Pathardi,Total,266,266,262,211,1,54,150
Ahilyanagar,2015,Pathardi,Rural,266,266,262,211,1,54,150
Ahilyanagar,2015,Pathardi,Urban,0,0,0,0,0,0,0
Ahilyanagar,2015,Rahata,Total,302,302,223,239,30,33,251
Ahilyanagar,2015,Rahata,Rural,299,299,220,239,27,33,251
Ahilyanagar,2015,Rahata,Urban,3,3,3,0,3,0,0
Ahilyanagar,2015,Rahuri,Total,327,327,323,273,15,39,220
Ahilyanagar,2015,Rahuri,Rural,324,324,320,272,15,37,218
Ahilyanagar,2015,Rahuri,Urban,3,3,3,1,0,2,2
Ahilyanagar,2015,Sangamner,Total,485,485,481,369,39,77,413
Ahilyanagar,2015,Sangamner,Rural,480,480,476,369,35,76,413
Ahilyanagar,2015,Sangamner,Urban,5,5,5,0,4,1,0
Ahilyanagar,2015,Shevgaon,Total,275,275,264,192,27,56,206
Ahilyanagar,2015,Shevgaon,Rural,275,275,264,192,27,56,206
Ahilyanagar,2015,Shevgaon,Urban,0,0,0,0,0,0,0
Ahilyanagar,2015,Srigonda,Total,374,374,370,270,22,82,263
Ahilyanagar,2015,Srigonda,Rural,371,371,367,270,20,81,263
Ahilyanagar,2015,Srigonda,Urban,3,3,3,0,2,1,0
Ahilyanagar,2015,Srirampur,Total,269,269,267,184,43,42,224
Ahilyanagar,2015,Srirampur,Rural,236,236,234,184,20,32,224
Ahilyanagar,2015,Srirampur,Urban,33,33,33,0,23,10,0
Ahilyanagar,2016,Akole,Total,499,499,496,469,9,21,399
Ahilyanagar,2016,Akole,Rural,499,499,496,469,9,21,399
Ahilyanagar,2016,Akole,Urban,0,0,0,0,0,0,0
Ahilyanagar,2016,Jamkhed,Total,227,227,214,150,20,57,150
Ahilyanagar,2016,Jamkhed,Rural,227,227,214,150,20,57,150
Ahilyanagar,2016,Jamkhed,Urban,0,0,0,0,0,0,0
Ahilyanagar,2016,Karjat,Total,315,315,315,220,12,83,204
Ahilyanagar,2016,Karjat,Rural,315,315,315,220,12,83,204
Ahilyanagar,2016,Karjat,Urban,0,0,0,0,0,0,0
Ahilyanagar,2016,Kopargaon,Total,255,255,331,197,33,25,193
Ahilyanagar,2016,Kopargaon,Rural,220,220,296,192,4,24,159
Ahilyanagar,2016,Kopargaon,Urban,35,35,35,5,29,1,34
Ahilyanagar,2016,Nagar,Total,724,724,724,405,122,197,529
Ahilyanagar,2016,Nagar,Rural,541,541,541,403,49,89,347
Ahilyanagar,2016,Nagar,Urban,183,183,183,2,73,108,182
Ahilyanagar,2016,Nevasa,Total,386,386,385,274,34,78,251
Ahilyanagar,2016,Nevasa,Rural,386,386,385,274,34,78,251
Ahilyanagar,2016,Nevasa,Urban,0,0,0,0,0,0,0
Ahilyanagar,2016,Parner,Total,362,362,358,289,14,59,263
Ahilyanagar,2016,Parner,Rural,362,362,358,289,14,59,263
Ahilyanagar,2016,Parner,Urban,0,0,0,0,0,0,0
Ahilyanagar,2016,Pathardi,Total,269,269,267,221,1,47,170
Ahilyanagar,2016,Pathardi,Rural,266,266,264,219,1,46,167
Ahilyanagar,2016,Pathardi,Urban,3,3,3,2,0,1,3
Ahilyanagar,2016,Rahata,Total,302,302,222,242,23,37,241
Ahilyanagar,2016,Rahata,Rural,299,299,219,242,20,37,241
Ahilyanagar,2016,Rahata,Urban,3,3,3,0,3,0,0
Ahilyanagar,2016,Rahuri,Total,327,327,327,261,8,58,269
Ahilyanagar,2016,Rahuri,Rural,324,324,324,259,8,57,266
Ahilyanagar,2016,Rahuri,Urban,3,3,3,2,0,1,3
Ahilyanagar,2016,Sangamner,Total,485,485,484,385,38,62,403
Ahilyanagar,2016,Sangamner,Rural,480,480,479,385,34,61,399
Ahilyanagar,2016,Sangamner,Urban,5,5,5,0,4,1,4
Ahilyanagar,2016,Shevgaon,Total,275,275,275,174,22,79,184
Ahilyanagar,2016,Shevgaon,Rural,275,275,275,174,22,79,184
Ahilyanagar,2016,Shevgaon,Urban,0,0,0,0,0,0,0
Ahilyanagar,2016,Srigonda,Total,374,374,373,271,29,74,242
Ahilyanagar,2016,Srigonda,Rural,371,371,370,271,28,72,239
Ahilyanagar,2016,Srigonda,Urban,3,3,3,0,1,2,3
Ahilyanagar,2016,Srirampur,Total,270,270,269,204,39,27,194
Ahilyanagar,2016,Srirampur,Rural,236,236,235,195,14,27,160
Ahilyanagar,2016,Srirampur,Urban,34,34,34,9,25,0,34
Ahilyanagar,2017,Akole,Total,499,499,496,469,9,21,399
Ahilyanagar,2017,Akole,Rural,499,499,496,469,9,21,399
Ahilyanagar,2017,Akole,Urban,0,0,0,0,0,0,0
Ahilyanagar,2017,Jamkhed,Total,227,227,214,150,20,57,150
Ahilyanagar,2017,Jamkhed,Rural,227,227,214,150,20,57,150
Ahilyanagar,2017,Jamkhed,Urban,0,0,0,0,0,0,0
Ahilyanagar,2017,Karjat,Total,315,315,315,220,12,83,204
Ahilyanagar,2017,Karjat,Rural,315,315,315,220,12,83,204
Ahilyanagar,2017,Karjat,Urban,0,0,0,0,0,0,0
Ahilyanagar,2017,Kopargaon,Total,255,255,331,197,33,25,193
Ahilyanagar,2017,Kopargaon,Rural,220,220,296,192,4,24,159
Ahilyanagar,2017,Kopargaon,Urban,35,35,35,5,29,1,34
Ahilyanagar,2017,Nagar,Total,724,724,724,405,122,197,529
Ahilyanagar,2017,Nagar,Rural,541,541,541,403,49,89,347
Ahilyanagar,2017,Nagar,Urban,183,183,183,2,73,108,182
Ahilyanagar,2017,Nevasa,Total,386,386,385,274,34,78,251
Ahilyanagar,2017,Nevasa,Rural,386,386,385,274,34,78,251
Ahilyanagar,2017,Nevasa,Urban,0,0,0,0,0,0,0
Ahilyanagar,2017,Parner,Total,362,362,358,289,14,59,263
Ahilyanagar,2017,Parner,Rural,362,362,358,289,14,59,263
Ahilyanagar,2017,Parner,Urban,0,0,0,0,0,0,0
Ahilyanagar,2017,Pathardi,Total,269,269,267,221,1,47,170
Ahilyanagar,2017,Pathardi,Rural,266,266,264,219,1,46,167
Ahilyanagar,2017,Pathardi,Urban,3,3,3,2,0,1,3
Ahilyanagar,2017,Rahata,Total,302,302,222,242,23,37,241
Ahilyanagar,2017,Rahata,Rural,299,299,219,242,20,37,241
Ahilyanagar,2017,Rahata,Urban,3,3,3,0,3,0,0
Ahilyanagar,2017,Rahuri,Total,327,327,327,261,8,58,269
Ahilyanagar,2017,Rahuri,Rural,324,324,324,259,8,57,266
Ahilyanagar,2017,Rahuri,Urban,3,3,3,2,0,1,3
Ahilyanagar,2017,Sangamner,Total,485,485,484,385,38,62,403
Ahilyanagar,2017,Sangamner,Rural,480,480,479,385,34,61,399
Ahilyanagar,2017,Sangamner,Urban,5,5,5,0,4,1,4
Ahilyanagar,2017,Shevgaon,Total,275,275,275,174,22,79,184
Ahilyanagar,2017,Shevgaon,Rural,275,275,275,174,22,79,184
Ahilyanagar,2017,Shevgaon,Urban,0,0,0,0,0,0,0
Ahilyanagar,2017,Srigonda,Total,374,374,373,271,29,74,242
Ahilyanagar,2017,Srigonda,Rural,371,371,370,271,28,72,239
Ahilyanagar,2017,Srigonda,Urban,3,3,3,0,1,2,3
Ahilyanagar,2017,Srirampur,Total,270,270,269,204,39,27,194
Ahilyanagar,2017,Srirampur,Rural,236,236,235,195,14,27,160
Ahilyanagar,2017,Srirampur,Urban,34,34,34,9,25,0,34
Ahilyanagar,2018,Akole,Total,499,499,476,450,8,41,477
Ahilyanagar,2018,Akole,Rural,499,499,476,450,8,41,477
Ahilyanagar,2018,Akole,Urban,0,0,0,0,0,0,0
Ahilyanagar,2018,Jamkhed,Total,227,227,221,131,41,55,162
Ahilyanagar,2018,Jamkhed,Rural,227,227,221,131,41,55,162
Ahilyanagar,2018,Jamkhed,Urban,0,0,0,0,0,0,0
Ahilyanagar,2018,Karjat,Total,315,315,302,223,10,82,206
Ahilyanagar,2018,Karjat,Rural,315,315,302,223,10,82,206
Ahilyanagar,2018,Karjat,Urban,0,0,0,0,0,0,0
Ahilyanagar,2018,Kopargaon,Total,255,255,252,196,29,30,211
Ahilyanagar,2018,Kopargaon,Rural,220,220,218,191,1,28,178
Ahilyanagar,2018,Kopargaon,Urban,35,35,34,5,28,2,33
Ahilyanagar,2018,Nagar,Total,724,724,710,389,208,127,414
Ahilyanagar,2018,Nagar,Rural,541,541,536,385,40,116,386
Ahilyanagar,2018,Nagar,Urban,183,183,174,4,168,11,28
Ahilyanagar,2018,Nevasa,Total,386,386,383,275,37,74,252
Ahilyanagar,2018,Nevasa,Rural,386,386,383,275,37,74,252
Ahilyanagar,2018,Nevasa,Urban,0,0,0,0,0,0,0
Ahilyanagar,2018,Parner,Total,362,362,351,283,21,58,279
Ahilyanagar,2018,Parner,Rural,362,362,351,283,21,58,279
Ahilyanagar,2018,Parner,Urban,0,0,0,0,0,0,0
Ahilyanagar,2018,Pathardi,Total,269,269,268,209,0,60,185
Ahilyanagar,2018,Pathardi,Rural,266,266,265,207,0,59,183
Ahilyanagar,2018,Pathardi,Urban,3,3,3,2,0,1,2
Ahilyanagar,2018,Rahata,Total,302,302,299,241,25,36,264
Ahilyanagar,2018,Rahata,Rural,299,299,296,241,22,36,262
Ahilyanagar,2018,Rahata,Urban,3,3,3,0,3,0,2
Ahilyanagar,2018,Rahuri,Total,327,327,322,265,15,47,271
Ahilyanagar,2018,Rahuri,Rural,324,324,319,264,15,45,269
Ahilyanagar,2018,Rahuri,Urban,3,3,3,1,0,2,2
Ahilyanagar,2018,Sangamner,Total,485,485,469,382,35,68,414
Ahilyanagar,2018,Sangamner,Rural,480,480,464,382,31,67,411
Ahilyanagar,2018,Sangamner,Urban,5,5,5,0,4,1,3
Ahilyanagar,2018,Shevgaon,Total,275,275,265,169,28,78,193
Ahilyanagar,2018,Shevgaon,Rural,275,275,265,169,28,78,193
Ahilyanagar,2018,Shevgaon,Urban,0,0,0,0,0,0,0
Ahilyanagar,2018,Srigonda,Total,374,374,372,274,17,83,265
Ahilyanagar,2018,Srigonda,Rural,371,371,369,273,16,82,263
Ahilyanagar,2018,Srigonda,Urban,3,3,3,1,1,1,2
Ahilyanagar,2018,Srirampur,Total,270,270,265,193,21,56,196
Ahilyanagar,2018,Srirampur,Rural,236,236,233,183,6,47,183
Ahilyanagar,2018,Srirampur,Urban,34,34,32,10,15,9,13
Ahilyanagar,2019,Akole,Total,499,499,462,468,8,23,430
Ahilyanagar,2019,Akole,Rural,499,499,462,468,8,23,430
Ahilyanagar,2019,Akole,Urban,0,0,0,0,0,0,0
Ahilyanagar,2019,Jamkhed,Total,227,227,218,138,41,48,140
Ahilyanagar,2019,Jamkhed,Rural,227,227,218,138,41,48,140
Ahilyanagar,2019,Jamkhed,Urban,0,0,0,0,0,0,0
Ahilyanagar,2019,Karjat,Total,315,315,293,232,10,73,254
Ahilyanagar,2019,Karjat,Rural,315,315,293,232,10,73,254
Ahilyanagar,2019,Karjat,Urban,0,0,0,0,0,0,0
Ahilyanagar,2019,Kopargaon,Total,255,255,251,203,29,23,201
Ahilyanagar,2019,Kopargaon,Rural,220,220,217,198,1,21,168
Ahilyanagar,2019,Kopargaon,Urban,35,35,34,5,28,2,33
Ahilyanagar,2019,Nagar,Total,724,724,708,395,209,120,528
Ahilyanagar,2019,Nagar,Rural,541,541,534,391,40,110,500
Ahilyanagar,2019,Nagar,Urban,183,183,174,4,169,10,28
Ahilyanagar,2019,Nevasa,Total,386,386,381,280,37,69,251
Ahilyanagar,2019,Nevasa,Rural,386,386,381,280,37,69,251
Ahilyanagar,2019,Nevasa,Urban,0,0,0,0,0,0,0
Ahilyanagar,2019,Parner,Total,362,362,352,291,21,50,298
Ahilyanagar,2019,Parner,Rural,362,362,352,291,21,50,298
Ahilyanagar,2019,Parner,Urban,0,0,0,0,0,0,0
Ahilyanagar,2019,Pathardi,Total,269,269,268,217,1,51,178
Ahilyanagar,2019,Pathardi,Rural,266,266,265,215,0,51,176
Ahilyanagar,2019,Pathardi,Urban,3,3,3,2,1,0,2
Ahilyanagar,2019,Rahata,Total,302,302,197,257,25,20,320
Ahilyanagar,2019,Rahata,Rural,299,299,194,257,22,20,318
Ahilyanagar,2019,Rahata,Urban,3,3,3,0,3,0,2
Ahilyanagar,2019,Rahuri,Total,327,327,324,240,15,72,265
Ahilyanagar,2019,Rahuri,Rural,324,324,321,239,15,70,263
Ahilyanagar,2019,Rahuri,Urban,3,3,3,1,0,2,2
Ahilyanagar,2019,Sangamner,Total,485,485,462,402,35,48,401
Ahilyanagar,2019,Sangamner,Rural,480,480,457,402,31,47,398
Ahilyanagar,2019,Sangamner,Urban,5,5,5,0,4,1,3
Ahilyanagar,2019,Shevgaon,Total,275,275,252,184,28,63,190
Ahilyanagar,2019,Shevgaon,Rural,275,275,252,184,28,63,190
Ahilyanagar,2019,Shevgaon,Urban,0,0,0,0,0,0,0
Ahilyanagar,2019,Srigonda,Total,374,374,369,292,17,65,278
Ahilyanagar,2019,Srigonda,Rural,371,371,366,291,16,64,276
Ahilyanagar,2019,Srigonda,Urban,3,3,3,1,1,1,2
Ahilyanagar,2019,Srirampur,Total,270,270,256,195,21,54,162
Ahilyanagar,2019,Srirampur,Rural,236,236,226,186,6,44,149
Ahilyanagar,2019,Srirampur,Urban,34,34,30,9,15,10,13
Ahilyanagar,2020,Akole,Total,499,499,472,460,10,29,400
Ahilyanagar,2020,Akole,Rural,499,499,472,460,10,29,400
Ahilyanagar,2020,Akole,Urban,0,0,0,0,0,0,0
Ahilyanagar,2020,Jamkhed,Total,227,227,211,146,37,44,126
Ahilyanagar,2020,Jamkhed,Rural,227,227,211,146,37,44,126
Ahilyanagar,2020,Jamkhed,Urban,0,0,0,0,0,0,0
Ahilyanagar,2020,Karjat,Total,315,315,303,234,19,62,254
Ahilyanagar,2020,Karjat,Rural,315,315,303,234,19,62,254
Ahilyanagar,2020,Karjat,Urban,0,0,0,0,0,0,0
Ahilyanagar,2020,Kopargaon,Total,255,255,252,208,30,17,199
Ahilyanagar,2020,Kopargaon,Rural,220,220,219,203,2,15,168
Ahilyanagar,2020,Kopargaon,Urban,35,35,33,5,28,2,31
Ahilyanagar,2020,Nagar,Total,724,724,707,408,222,94,631
Ahilyanagar,2020,Nagar,Rural,541,541,526,403,48,90,500
Ahilyanagar,2020,Nagar,Urban,183,183,181,5,174,4,131
Ahilyanagar,2020,Nevasa,Total,386,386,376,277,41,68,279
Ahilyanagar,2020,Nevasa,Rural,386,386,376,277,41,68,279
Ahilyanagar,2020,Nevasa,Urban,0,0,0,0,0,0,0
Ahilyanagar,2020,Parner,Total,362,362,356,287,17,58,273
Ahilyanagar,2020,Parner,Rural,362,362,356,287,17,58,273
Ahilyanagar,2020,Parner,Urban,0,0,0,0,0,0,0
Ahilyanagar,2020,Pathardi,Total,269,269,267,210,1,58,273
Ahilyanagar,2020,Pathardi,Rural,266,266,264,208,0,58,271
Ahilyanagar,2020,Pathardi,Urban,3,3,3,2,1,0,2
Ahilyanagar,2020,Rahata,Total,302,302,302,259,19,24,192
Ahilyanagar,2020,Rahata,Rural,299,299,299,259,16,24,190
Ahilyanagar,2020,Rahata,Urban,3,3,3,0,3,0,2
Ahilyanagar,2020,Rahuri,Total,328,328,313,271,11,46,261
Ahilyanagar,2020,Rahuri,Rural,324,324,310,270,11,43,259
Ahilyanagar,2020,Rahuri,Urban,4,4,3,1,0,3,2
Ahilyanagar,2020,Sangamner,Total,485,485,474,406,27,52,396
Ahilyanagar,2020,Sangamner,Rural,480,480,469,406,23,51,393
Ahilyanagar,2020,Sangamner,Urban,5,5,5,0,4,1,3
Ahilyanagar,2020,Shevgaon,Total,275,275,251,187,39,49,186
Ahilyanagar,2020,Shevgaon,Rural,275,275,251,187,39,49,186
Ahilyanagar,2020,Shevgaon,Urban,0,0,0,0,0,0,0
Ahilyanagar,2020,Srigonda,Total,374,374,370,297,19,58,249
Ahilyanagar,2020,Srigonda,Rural,371,371,367,296,18,57,247
Ahilyanagar,2020,Srigonda,Urban,3,3,3,1,1,1,2
Ahilyanagar,2020,Srirampur,Total,271,271,259,194,24,53,220
Ahilyanagar,2020,Srirampur,Rural,236,236,224,184,9,43,210
Ahilyanagar,2020,Srirampur,Urban,35,35,35,10,15,10,10
Ahilyanagar,2021,Akole,Total,602,602,579,467,54,81,444
Ahilyanagar,2021,Akole,Rural,602,602,579,467,54,81,444
Ahilyanagar,2021,Akole,Urban,0,0,0,0,0,0,0
Ahilyanagar,2021,Jamkhed,Total,277,277,266,142,68,67,116
Ahilyanagar,2021,Jamkhed,Rural,277,277,266,142,68,67,116
Ahilyanagar,2021,Jamkhed,Urban,0,0,0,0,0,0,0
Ahilyanagar,2021,Karjat,Total,385,385,360,248,42,95,266
Ahilyanagar,2021,Karjat,Rural,385,385,360,248,42,95,266
Ahilyanagar,2021,Karjat,Urban,0,0,0,0,0,0,0
Ahilyanagar,2021,Kopargaon,Total,309,309,282,216,29,64,165
Ahilyanagar,2021,Kopargaon,Rural,274,274,248,211,1,62,134
Ahilyanagar,2021,Kopargaon,Urban,35,35,34,5,28,2,31
Ahilyanagar,2021,Nagar,Total,841,841,821,434,252,155,565
Ahilyanagar,2021,Nagar,Rural,658,658,640,429,77,152,387
Ahilyanagar,2021,Nagar,Urban,183,183,181,5,175,3,178
Ahilyanagar,2021,Nevasa,Total,444,444,467,278,47,119,301
Ahilyanagar,2021,Nevasa,Rural,444,444,467,278,47,119,301
Ahilyanagar,2021,Nevasa,Urban,0,0,0,0,0,0,0
Ahilyanagar,2021,Parner,Total,415,415,409,304,37,74,297
Ahilyanagar,2021,Parner,Rural,415,415,409,304,37,74,297
Ahilyanagar,2021,Parner,Urban,0,0,0,0,0,0,0
Ahilyanagar,2021,Pathardi,Total,295,295,292,217,0,78,193
Ahilyanagar,2021,Pathardi,Rural,292,292,289,215,0,77,190
Ahilyanagar,2021,Pathardi,Urban,3,3,3,2,0,1,3
Ahilyanagar,2021,Rahata,Total,321,321,319,263,31,27,320
Ahilyanagar,2021,Rahata,Rural,318,318,316,263,28,27,318
Ahilyanagar,2021,Rahata,Urban,3,3,3,0,3,0,2
Ahilyanagar,2021,Rahuri,Total,374,374,353,287,17,70,287
Ahilyanagar,2021,Rahuri,Rural,370,370,349,286,17,67,285
Ahilyanagar,2021,Rahuri,Urban,4,4,4,1,0,3,2
Ahilyanagar,2021,Sangamner,Total,573,573,567,454,46,73,462
Ahilyanagar,2021,Sangamner,Rural,568,568,562,454,42,72,457
Ahilyanagar,2021,Sangamner,Urban,5,5,5,0,4,1,5
Ahilyanagar,2021,Shevgaon,Total,332,332,308,186,45,101,159
Ahilyanagar,2021,Shevgaon,Rural,332,332,308,186,45,101,159
Ahilyanagar,2021,Shevgaon,Urban,0,0,0,0,0,0,0
Ahilyanagar,2021,Srigonda,Total,428,428,413,297,43,88,261
Ahilyanagar,2021,Srigonda,Rural,425,425,410,296,42,87,258
Ahilyanagar,2021,Srigonda,Urban,3,3,3,1,1,1,3
Ahilyanagar,2021,Srirampur,Total,309,309,302,198,37,74,201
Ahilyanagar,2021,Srirampur,Rural,274,274,267,189,22,63,188
Ahilyanagar,2021,Srirampur,Urban,35,35,35,9,15,11,13
Akola,2019,Akola,Total,487,487,460,272,174,41,273
Akola,2019,Akola,Rural,308,308,297,272,0,36,99
Akola,2019,Akola,Urban,179,179,163,0,174,5,174
Akola,2019,Akot,Total,242,242,217,196,21,25,96
Akola,2019,Akot,Rural,221,221,196,196,0,25,75
Akola,2019,Akot,Urban,21,21,21,0,21,0,21
Akola,2019,Balapur,Total,177,177,165,154,5,18,81
Akola,2019,Balapur,Rural,172,172,160,154,0,18,76
Akola,2019,Balapur,Urban,5,5,5,0,5,0,5
Akola,2019,Barshitakali,Total,183,183,173,160,0,23,154
Akola,2019,Barshitakali,Rural,183,183,173,160,0,23,154
Akola,2019,Barshitakali,Urban,0,0,0,0,0,0,0
Akola,2019,Murtijapur,Total,206,206,192,182,16,8,128
Akola,2019,Murtijapur,Rural,190,190,176,182,0,8,112
Akola,2019,Murtijapur,Urban,16,16,16,0,16,0,16
Akola,2019,Patur,Total,143,143,127,137,3,3,84
Akola,2019,Patur,Rural,140,140,124,137,0,3,81
Akola,2019,Patur,Urban,3,3,3,0,3,0,3
Akola,2019,Telhara,Total,179,179,165,155,3,21,59
Akola,2019,Telhara,Rural,176,176,162,155,0,21,56
Akola,2019,Telhara,Urban,3,3,3,0,3,0,3
Akola,2020,Akola,Total,487,487,462,272,174,41,273
Akola,2020,Akola,Rural,308,308,297,272,0,36,99
Akola,2020,Akola,Urban,179,179,165,0,174,5,174
Akola,2020,Akot,Total,242,242,216,196,21,25,96
Akola,2020,Akot,Rural,221,221,195,196,0,25,75
Akola,2020,Akot,Urban,21,21,21,0,21,0,21
Akola,2020,Balapur,Total,177,177,165,154,5,18,81
Akola,2020,Balapur,Rural,172,172,160,154,0,18,76
Akola,2020,Balapur,Urban,5,5,5,0,5,0,5
Akola,2020,Barshitakali,Total,183,183,173,160,0,23,154
Akola,2020,Barshitakali,Rural,183,183,173,160,0,23,154
Akola,2020,Barshitakali,Urban,0,0,0,0,0,0,0
Akola,2020,Murtijapur,Total,206,206,193,182,16,8,128
Akola,2020,Murtijapur,Rural,190,190,177,182,0,8,112
Akola,2020,Murtijapur,Urban,16,16,16,0,16,0,16
Akola,2020,Patur,Total,143,143,128,137,3,3,84
Akola,2020,Patur,Rural,140,140,125,137,0,3,81
Akola,2020,Patur,Urban,3,3,3,0,3,0,3
Akola,2020,Telhara,Total,179,179,168,155,3,21,59
Akola,2020,Telhara,Rural,176,176,165,155,0,21,56
Akola,2020,Telhara,Urban,3,3,3,0,3,0,3
Akola,2021,Akola,Total,492,492,468,266,176,50,280
Akola,2021,Akola,Rural,313,313,297,266,0,47,101
Akola,2021,Akola,Urban,179,179,171,0,176,3,179
Akola,2021,Akot,Total,242,242,221,204,21,17,96
Akola,2021,Akot,Rural,221,221,200,204,0,17,75
Akola,2021,Akot,Urban,21,21,21,0,21,0,21
Akola,2021,Balapur,Total,179,179,170,154,5,20,26
Akola,2021,Balapur,Rural,174,174,165,154,0,20,21
Akola,2021,Balapur,Urban,5,5,5,0,5,0,5
Akola,2021,Barshitakali,Total,186,186,172,161,0,25,128
Akola,2021,Barshitakali,Rural,186,186,172,161,0,25,128
Akola,2021,Barshitakali,Urban,0,0,0,0,0,0,0
