District,Year,Taluka,Rural/Urban,Family Welfare Centers,Fertile Couples,Male Sterilization Numbers,Female Sterilization Numbers,IUDs Inserted,Other Family Planning Methods Used
Beed,2016,Wadwani,Total,3,15086,0,537,372,0
Beed,2016,Beed,Rural,8,50829,4,1066,1630,0
Beed,2016,Beed,Urban,1,39363,4,3119,4073,0
Beed,2016,Beed,Total,9,90192,8,4185,5703,0
Beed,2016,Cage,Rural,6,39994,2,686,1125,0
Beed,2016,Cage,Urban,1,0,0,2220,1883,0
Beed,2016,Cage,Total,7,39994,2,2906,3008,0
Beed,2016,Dharur,Rural,2,18493,0,438,464,0
Beed,2016,Dharur,Urban,1,4272,0,150,0,0
Beed,2016,Dharur,Total,3,22765,0,588,464,0
Beed,2016,Parli,Rural,5,28962,6,440,623,0
Beed,2016,Parli,Urban,1,20400,1,365,0,0
Beed,2016,Parli,Total,6,49362,7,805,623,0
Beed,2016,Ambajogai,Rural,5,31671,6,803,1122,0
Beed,2016,Ambajogai,Urban,2,0,25,1829,117,0
Beed,2016,Ambajogai,Total,7,31671,31,2632,1239,0
Beed,2017,Ashti,Rural,5,3171,0,639,1042,0
Beed,2017,Ashti,Urban,1,0,0,66,91,0
Beed,2017,Ashti,Total,6,3171,0,705,1133,0
Beed,2017,Patoda,Rural,4,4713,0,413,836,0
Beed,2017,Patoda,Urban,1,0,0,53,155,0
Beed,2017,Patoda,Total,5,4713,0,466,991,0
Beed,2017,Shirur Kasar,Rural,2,4011,0,81,699,0
Beed,2017,Shirur Kasar,Urban,1,0,0,0,72,0
Beed,2017,Shirur Kasar,Total,3,4011,0,81,771,0
Beed,2017,Gevrai,Rural,6,5877,1,813,1478,0
Beed,2017,Gevrai,Urban,1,940,1,248,738,0
Beed,2017,Gevrai,Total,7,6817,2,1061,2216,0
Beed,2017,Majalgaon,Rural,5,4005,0,346,1009,0
Beed,2017,Majalgaon,Urban,2,1184,1,444,634,0
Beed,2017,Majalgaon,Total,7,5189,1,790,1643,0
Beed,2017,Wadwani,Rural,2,2000,0,171,249,0
Beed,2017,Wadwani,Urban,1,0,0,93,58,0
Beed,2017,Wadwani,Total,3,2000,0,264,307,0
Beed,2017,Beed,Rural,8,11725,5,421,1295,0
Beed,2017,Beed,Urban,5,5987,4,2649,4389,0
Beed,2017,Beed,Total,13,17712,9,3070,5684,0
Beed,2017,Cage,Rural,6,3139,2,406,865,0
Beed,2017,Cage,Urban,2,534,0,875,301,0
Beed,2017,Cage,Total,8,3673,2,1281,1166,0
Beed,2017,Dharur,Rural,2,1872,0,247,473,0
Beed,2017,Dharur,Urban,1,443,0,23,42,0
Beed,2017,Dharur,Total,3,2315,0,270,515,0
Beed,2017,Parli,Rural,5,3142,0,217,878,0
Beed,2017,Parli,Urban,2,4948,1,351,677,0
Beed,2017,Parli,Total,7,8090,1,568,1555,0
Beed,2017,Ambajogai,Rural,6,5640,3,771,1136,0
Beed,2017,Ambajogai,Urban,3,2916,3,1519,147,0
Beed,2017,Ambajogai,Total,9,8556,6,2290,1283,0
Beed,2018,Ashti,Rural,6,0,0,1111,1159,64067
Beed,2018,Ashti,Urban,1,0,0,201,113,75
Beed,2018,Ashti,Total,7,0,0,1312,1272,64142
Beed,2018,Patoda,Rural,5,3686,0,507,713,68087
Beed,2018,Patoda,Urban,1,4,0,190,39,1826
Beed,2018,Patoda,Total,6,3690,0,697,752,69913
Beed,2018,Shirur Kasar,Rural,3,8460,1,404,350,29191
Beed,2018,Shirur Kasar,Urban,1,0,1,164,66,0
Beed,2018,Shirur Kasar,Total,4,8460,2,568,416,29191
Beed,2018,Gevrai,Rural,6,29188,0,817,1483,38251
Beed,2018,Gevrai,Urban,2,1532,0,466,469,12222
Beed,2018,Gevrai,Total,8,30720,0,1283,1952,50473
Beed,2018,Majalgaon,Rural,6,12860,4,627,1027,78125
Beed,2018,Majalgaon,Urban,3,4072,0,1178,279,839
Beed,2018,Majalgaon,Total,9,16932,4,1805,1306,78964
Beed,2018,Wadwani,Rural,3,3361,0,517,198,8824
Beed,2018,Wadwani,Urban,1,0,0,154,47,2565
Beed,2018,Wadwani,Total,4,3361,0,671,245,11389
Beed,2018,Beed,Rural,10,27594,0,1269,1385,54541
Beed,2018,Beed,Urban,4,4782,0,4311,3407,15766
Beed,2018,Beed,Total,14,32376,0,5580,4792,70307
Beed,2018,Cage,Rural,7,15940,0,479,719,66789
Beed,2018,Cage,Urban,3,1463,0,1810,374,8453
Beed,2018,Cage,Total,10,17403,0,2289,1093,75242
Beed,2018,Dharur,Rural,2,5975,0,379,466,9404
Beed,2018,Dharur,Urban,2,981,0,242,72,22380
Beed,2018,Dharur,Total,4,6956,0,621,538,31784
Beed,2018,Parli,Rural,5,7362,0,431,541,35126
Beed,2018,Parli,Urban,3,1803,0,1098,255,7185
Beed,2018,Parli,Total,8,9165,0,1529,796,42311
Beed,2018,Ambajogai,Rural,7,16377,27,1175,1049,71985
Beed,2018,Ambajogai,Urban,4,1779,0,2859,98,842
Beed,2018,Ambajogai,Total,11,18156,27,4034,1147,72827
Beed,2019,Ashti,Rural,4,53277,0,592,463,45015
Beed,2019,Ashti,Urban,2,0,0,184,161,8723
Beed,2019,Ashti,Total,6,53277,0,776,624,53738
Beed,2019,Patoda,Rural,4,19707,0,346,433,44219
Beed,2019,Patoda,Urban,2,0,0,168,24,1867
Beed,2019,Patoda,Total,6,19707,0,514,457,46086
Beed,2019,Shirur Kasar,Rural,1,20662,0,208,227,17979
Beed,2019,Shirur Kasar,Urban,2,0,0,158,48,44
Beed,2019,Shirur Kasar,Total,3,20662,0,366,275,18023
Beed,2019,Gevrai,Rural,6,53277,1,744,1418,33334
Beed,2019,Gevrai,Urban,2,10960,0,430,671,1539
Beed,2019,Gevrai,Total,8,64237,1,1174,2089,34873
Beed,2019,Majalgaon,Rural,5,32463,4,672,972,66118
Beed,2019,Majalgaon,Urban,4,8226,0,310,251,756
Beed,2019,Majalgaon,Total,9,40689,4,982,1223,66874
Beed,2019,Wadwani,Rural,2,10344,0,342,64,1333
Beed,2019,Wadwani,Urban,2,0,0,164,34,612
Beed,2019,Wadwani,Total,4,10344,0,506,98,1945
Beed,2019,Beed,Rural,8,31067,0,989,1133,28962
Beed,2019,Beed,Urban,5,32791,2,3704,3943,14486
Beed,2019,Beed,Total,13,63858,2,4693,5076,43448
Beed,2019,Cage,Rural,6,34644,4,437,823,49990
Beed,2019,Cage,Urban,4,4137,0,1474,431,7221
Beed,2019,Cage,Total,10,38781,4,1911,1254,57211
Beed,2019,Dharur,Rural,2,19443,0,291,468,10326
Beed,2019,Dharur,Urban,2,7572,0,268,159,15246
Beed,2019,Dharur,Total,4,27015,0,559,627,25572
Beed,2019,Parli,Rural,5,29315,0,480,462,13601
Beed,2019,Parli,Urban,3,19960,2,1420,430,3168
Beed,2019,Parli,Total,8,49275,2,1900,892,16769
Beed,2019,Ambajogai,Rural,6,23510,27,955,1106,32074
Beed,2019,Ambajogai,Urban,5,15240,0,4314,422,1612
Beed,2019,Ambajogai,Total,11,38750,27,5269,1528,33686
Beed,2020,Ashti,Rural,4,53591,0,71,151,20855
Beed,2020,Ashti,Urban,2,2829,0,48,284,7504
Beed,2020,Ashti,Total,6,56420,0,119,435,28359
Beed,2020,Patoda,Rural,4,23686,0,133,462,34054
Beed,2020,Patoda,Urban,2,265,0,124,46,1658
Beed,2020,Patoda,Total,6,23951,0,257,508,35712
Beed,2020,Shirur Kasar,Rural,1,27241,0,44,379,8395
Beed,2020,Shirur Kasar,Urban,2,1184,0,132,7,11
Beed,2020,Shirur Kasar,Total,3,28425,0,176,386,8406
Beed,2020,Gevrai,Rural,6,63479,0,636,1233,30954
Beed,2020,Gevrai,Urban,2,9825,0,60,644,1824
Beed,2020,Gevrai,Total,8,73304,0,696,1877,32778
Beed,2020,Majalgaon,Rural,5,43147,0,324,1086,68970
Beed,2020,Majalgaon,Urban,4,9905,0,280,546,1053
Beed,2020,Majalgaon,Total,9,53052,0,604,1632,70023
Beed,2020,Wadwani,Rural,2,19144,0,280,57,995
Beed,2020,Wadwani,Urban,2,490,0,22,13,360
Beed,2020,Wadwani,Total,4,19634,0,302,70,1355
Beed,2020,Beed,Rural,8,76169,1,661,819,35834
Beed,2020,Beed,Urban,5,40992,0,1578,2280,32216
Beed,2020,Beed,Total,13,117161,1,2239,3099,68050
Beed,2020,Cage,Rural,6,38224,0,155,504,51113
Beed,2020,Cage,Urban,4,6890,1,988,383,18133
Beed,2020,Cage,Total,10,45114,1,1143,887,69246
Beed,2020,Dharur,Rural,2,24101,0,375,393,12135
Beed,2020,Dharur,Urban,2,5348,0,88,131,29810
Beed,2020,Dharur,Total,4,29449,0,463,524,41945
Beed,2020,Parli,Rural,5,50887,0,600,503,31908
Beed,2020,Parli,Urban,3,17868,0,318,41,10758
Beed,2020,Parli,Total,8,68755,0,918,544,42666
Beed,2020,Ambajogai,Rural,6,64721,9,837,1079,60665
Beed,2020,Ambajogai,Urban,5,13753,0,3182,168,4354
Beed,2020,Ambajogai,Total,11,78474,9,4019,1247,65019
Beed,2021,Ashti,Rural,4,41019,0,428,286,31584
Beed,2021,Ashti,Urban,2,2295,0,92,140,2194
Beed,2021,Ashti,Total,6,43314,0,520,426,33778
Beed,2021,Patoda,Rural,4,18937,0,176,555,16904
Beed,2021,Patoda,Urban,2,1105,0,174,109,1220
Beed,2021,Patoda,Total,6,20042,0,350,664,18124
Beed,2021,Shirur Kasar,Rural,1,21603,0,127,299,14036
Beed,2021,Shirur Kasar,Urban,2,1125,0,340,47,967
Beed,2021,Shirur Kasar,Total,3,22728,0,467,346,15003
Beed,2021,Gevrai,Rural,6,47278,1,609,1333,31516
Beed,2021,Gevrai,Urban,2,7106,0,232,707,1956
Beed,2021,Gevrai,Total,8,54384,1,841,2040,33472
Beed,2021,Majalgaon,Rural,5,32645,0,290,893,31245
Beed,2021,Majalgaon,Urban,4,9440,0,650,236,1804
Beed,2021,Majalgaon,Total,9,42085,0,940,1129,33049
Beed,2021,Wadwani,Rural,2,15883,0,331,60,488
Beed,2021,Wadwani,Urban,2,151,0,44,8,142
Beed,2021,Wadwani,Total,4,16034,0,375,68,630
Beed,2021,Beed,Rural,8,41708,1,730,966,39702
Beed,2021,Beed,Urban,5,38847,1,2451,4339,32205
Beed,2021,Beed,Total,13,80555,2,3181,5305,71907
Beed,2021,Cage,Rural,6,34042,0,137,638,33203
Beed,2021,Cage,Urban,4,5534,0,974,682,3237
Beed,2021,Cage,Total,10,39576,0,1111,1320,36440
Beed,2021,Dharur,Rural,2,20987,0,104,424,12925
Beed,2021,Dharur,Urban,2,6560,0,154,117,3181
Beed,2021,Dharur,Total,4,27547,0,258,541,16106
Beed,2021,Parli,Rural,5,28557,0,186,398,26662
Beed,2021,Parli,Urban,3,19524,0,958,322,6505
Beed,2021,Parli,Total,8,48081,0,1144,720,33167
Beed,2021,Ambajogai,Rural,6,31203,4,988,1119,28269
Beed,2021,Ambajogai,Urban,5,13912,0,2545,191,2343
Beed,2021,Ambajogai,Total,11,45115,4,3533,1310,30612
Bhandara,2012,Tumsar,Rural,5,30965,152,681,579,954
Bhandara,2012,Tumsar,Urban,,,,,,
Bhandara,2012,Tumsar,Total,6,38355,256,978,634,1821
Bhandara,2012,Mohadi,Rural,6,25392,122,821,391,1020
Bhandara,2012,Mohadi,Urban,,,,,,
Bhandara,2012,Mohadi,Total,6,25392,122,821,391,1020
Bhandara,2012,Bhandara,Rural,3,31409,211,519,503,964
Bhandara,2012,Bhandara,Urban,,,,,,
Bhandara,2012,Bhandara,Total,4,58816,261,980,601,1485
Bhandara,2012,Sakoli,Rural,6,24038,214,454,320,828
Bhandara,2012,Sakoli,Urban,,,,,,
Bhandara,2012,Sakoli,Total,6,24038,214,454,320,828
Bhandara,2012,Lakhani,Rural,5,21867,154,266,324,713
Bhandara,2012,Lakhani,Urban,,,,,,
Bhandara,2012,Lakhani,Total,5,21867,154,266,324,713
Bhandara,2012,Pavani,Rural,4,23107,132,495,393,878
Bhandara,2012,Pavani,Urban,,,,,,
Bhandara,2012,Pavani,Total,5,27314,157,589,405,949
Bhandara,2012,Lakhandur,Rural,4,21862,164,438,325,741
Bhandara,2012,Lakhandur,Urban,,,,,,
Bhandara,2012,Lakhandur,Total,4,21862,164,438,325,741
Bhandara,2013,Tumsar,Rural,5,30902,122,578,382,879
Bhandara,2013,Tumsar,Urban,,,,,,
Bhandara,2013,Tumsar,Total,6,38346,148,904,382,879
Bhandara,2013,Mohadi,Rural,6,24997,147,692,379,796
Bhandara,2013,Mohadi,Urban,,,,,,
Bhandara,2013,Mohadi,Total,6,24997,147,692,379,796
Bhandara,2013,Bhandara,Rural,3,31218,259,623,328,831
Bhandara,2013,Bhandara,Urban,,,,,,
Bhandara,2013,Bhandara,Total,4,47679,298,1326,328,831
Bhandara,2013,Sakoli,Rural,6,24089,210,519,501,732
Bhandara,2013,Sakoli,Urban,,,,,,
Bhandara,2013,Sakoli,Total,6,25501,228,610,501,732
Bhandara,2013,Lakhani,Rural,5,22059,138,262,259,659
Bhandara,2013,Lakhani,Urban,,,,,,
Bhandara,2013,Lakhani,Total,5,22059,138,262,259,659
Bhandara,2013,Pavani,Rural,4,23073,154,406,358,636
Bhandara,2013,Pavani,Urban,,,,,,
Bhandara,2013,Pavani,Total,5,27283,180,594,358,636
Bhandara,2013,Lakhandur,Rural,4,21709,108,584,340,513
Bhandara,2013,Lakhandur,Urban,,,,,,
Bhandara,2013,Lakhandur,Total,4,22626,146,741,340,513
Bhandara,2014,Tumsar,Rural,5,30548,125,647,353,322
Bhandara,2014,Tumsar,Urban,,,,,,
Bhandara,2014,Tumsar,Total,6,37992,162,950,353,322
Bhandara,2014,Mohadi,Rural,5,26036,119,482,315,497
Bhandara,2014,Mohadi,Urban,,,,,,
Bhandara,2014,Mohadi,Total,5,26036,119,482,315,497
Bhandara,2014,Bhandara,Rural,4,27080,228,552,361,401
Bhandara,2014,Bhandara,Urban,,,,,,
Bhandara,2014,Bhandara,Total,5,43541,307,1450,361,401
Bhandara,2014,Sakoli,Rural,6,24029,252,477,438,633
Bhandara,2014,Sakoli,Urban,,,,,,
Bhandara,2014,Sakoli,Total,6,24029,252,477,438,633
Bhandara,2014,Lakhani,Rural,5,21478,145,278,246,474
Bhandara,2014,Lakhani,Urban,,,,,,
Bhandara,2014,Lakhani,Total,5,21478,145,278,246,474
Bhandara,2014,Pavani,Rural,4,22729,90,374,344,376
Bhandara,2014,Pavani,Urban,,,,,,
Bhandara,2014,Pavani,Total,5,26939,124,591,344,376
Bhandara,2014,Lakhandur,Rural,4,21356,188,429,338,716
Bhandara,2014,Lakhandur,Urban,,,,,,
Bhandara,2014,Lakhandur,Total,4,21356,188,429,338,716
Bhandara,2015,Tumsar,Rural,6,30825,2950,18006,504,1343
Bhandara,2015,Tumsar,Urban,,,,,,
Bhandara,2015,Tumsar,Total,8,38410,3023,18595,504,1343
Bhandara,2015,Mohadi,Rural,6,25671,2950,15022,328,1172
Bhandara,2015,Mohadi,Urban,,,,,,
Bhandara,2015,Mohadi,Total,6,25671,2969,15145,328,1172
Bhandara,2015,Bhandara,Rural,5,31251,3643,18775,484,1412
Bhandara,2015,Bhandara,Urban,,,,,,
Bhandara,2015,Bhandara,Total,6,48111,3673,19788,484,1412
Bhandara,2015,Sakoli,Rural,6,24144,3588,13173,441,1023
Bhandara,2015,Sakoli,Urban,,,,,,
Bhandara,2015,Sakoli,Total,6,24144,3604,13279,441,1023
Bhandara,2015,Lakhani,Rural,7,21206,3470,11323,291,1007
Bhandara,2015,Lakhani,Urban,,,,,,
Bhandara,2015,Lakhani,Total,7,21206,3470,11323,291,1007
Bhandara,2015,Pavani,Rural,5,22897,2857,13805,338,1485
Bhandara,2015,Pavani,Urban,,,,,,
Bhandara,2015,Pavani,Total,7,26145,2894,14008,338,1485
Bhandara,2015,Lakhandur,Rural,5,21720,3888,11136,497,1282
Bhandara,2015,Lakhandur,Urban,,,,,,
Bhandara,2015,Lakhandur,Total,5,21720,3937,11309,497,1282
Bhandara,2016,Tumsar,Rural,6,30487,106,609,428,470
Bhandara,2016,Tumsar,Urban,,,,,,
Bhandara,2016,Tumsar,Total,8,38072,166,1162,428,470
Bhandara,2016,Mohadi,Rural,6,24612,140,548,227,644
Bhandara,2016,Mohadi,Urban,,,,,,
Bhandara,2016,Mohadi,Total,6,25671,155,650,227,644
Bhandara,2016,Bhandara,Rural,5,32897,131,380,270,671
Bhandara,2016,Bhandara,Urban,,,,,,
Bhandara,2016,Bhandara,Total,6,49757,168,1289,270,671
Bhandara,2016,Sakoli,Rural,6,24642,223,515,667,853
Bhandara,2016,Sakoli,Urban,,,,,,
Bhandara,2016,Sakoli,Total,7,27890,241,592,667,853
Bhandara,2016,Lakhani,Rural,6,21213,119,219,254,535
Bhandara,2016,Lakhani,Urban,,,,,,
Bhandara,2016,Lakhani,Total,8,24461,124,219,254,535
Bhandara,2016,Pavani,Rural,4,16882,108,357,169,451
Bhandara,2016,Pavani,Urban,,,,,,
Bhandara,2016,Pavani,Total,6,20082,140,526,169,451
Bhandara,2016,Lakhandur,Rural,6,21571,189,364,417,818
Bhandara,2016,Lakhandur,Urban,,,,,,
Bhandara,2016,Lakhandur,Total,6,24819,234,586,417,818
Bhandara,2017,Tumsar,Rural,5,30278,172,395,0,621
Bhandara,2017,Tumsar,Urban,,,,,,
Bhandara,2017,Tumsar,Total,7,37863,181,713,0,1318
Bhandara,2017,Mohadi,Rural,5,24612,106,457,0,531
Bhandara,2017,Mohadi,Urban,,,,,,
Bhandara,2017,Mohadi,Total,6,25671,113,566,0,592
Bhandara,2017,Bhandara,Rural,5,32897,202,423,0,809
Bhandara,2017,Bhandara,Urban,,,,,,
Bhandara,2017,Bhandara,Total,6,49757,247,1637,0,1463
Bhandara,2017,Sakoli,Rural,6,24642,189,364,0,965
Bhandara,2017,Sakoli,Urban,,,,,,
Bhandara,2017,Sakoli,Total,7,27890,213,523,0,1580
Bhandara,2017,Lakhani,Rural,5,21213,137,196,0,807
Bhandara,2017,Lakhani,Urban,,,,,,
Bhandara,2017,Lakhani,Total,7,24461,137,196,0,807
Bhandara,2017,Pavani,Rural,4,16882,98,346,0,747
Bhandara,2017,Pavani,Urban,,,,,,
Bhandara,2017,Pavani,Total,6,20082,110,519,0,1421
Bhandara,2017,Lakhandur,Rural,4,21571,171,180,0,581
Bhandara,2017,Lakhandur,Urban,,,,,,
Bhandara,2017,Lakhandur,Total,5,24819,183,359,0,690
Bhandara,2018,Tumsar,Rural,5,30234,3052,17705,0,2247
Bhandara,2018,Tumsar,Urban,2,7585,60,553,0,569
Bhandara,2018,Tumsar,Total,7,37819,3112,18258,0,2816
Bhandara,2018,Mohadi,Rural,5,26030,2511,15381,0,1785
Bhandara,2018,Mohadi,Urban,,,,,,
Bhandara,2018,Mohadi,Total,5,26030,2511,15381,0,1785
Bhandara,2018,Bhandara,Rural,5,33049,4116,18187,0,2044
Bhandara,2018,Bhandara,Urban,1,16860,38,1206,0,5554
Bhandara,2018,Bhandara,Total,6,49909,4154,19393,0,7598
Bhandara,2018,Sakoli,Rural,5,25604,4195,12789,0,1413
Bhandara,2018,Sakoli,Urban,,,,,,
Bhandara,2018,Sakoli,Total,5,25604,4195,12789,0,1413
Bhandara,2018,Lakhani,Rural,5,21188,3733,11225,0,1401
Bhandara,2018,Lakhani,Urban,,,,,,
Bhandara,2018,Lakhani,Total,5,21188,3733,11225,0,1401
Bhandara,2018,Pavani,Rural,4,22083,2995,12447,0,1891
Bhandara,2018,Pavani,Urban,2,3200,32,169,0,457
Bhandara,2018,Pavani,Total,6,25283,3027,12616,0,2348
Bhandara,2018,Lakhandur,Rural,4,21126,3511,11053,0,1702
Bhandara,2018,Lakhandur,Urban,,,,,,
Bhandara,2018,Lakhandur,Total,4,21126,3511,11053,0,1702
Bhandara,2019,Tumsar,Rural,6,28440,3142,18053,0,1381
Bhandara,2019,Tumsar,Urban,2,7244,70,882,0,941
Bhandara,2019,Tumsar,Total,8,35684,3212,18935,0,2322
Bhandara,2019,Mohadi,Rural,6,25758,2581,15821,0,2893
Bhandara,2019,Mohadi,Urban,0,0,0,0,0,0
Bhandara,2019,Mohadi,Total,6,25758,2581,15821,0,2893
Bhandara,2019,Bhandara,Rural,5,33769,4204,18445,0,1699
Bhandara,2019,Bhandara,Urban,1,16817,55,2541,0,1340
Bhandara,2019,Bhandara,Total,6,50586,4259,20986,0,3039
Bhandara,2019,Sakoli,Rural,6,24478,4363,13159,0,3801
Bhandara,2019,Sakoli,Urban,0,0,0,0,0,0
Bhandara,2019,Sakoli,Total,6,24478,4363,13159,0,3801
Bhandara,2019,Lakhani,Rural,7,20704,3836,11380,0,2300
Bhandara,2019,Lakhani,Urban,0,0,0,0,0,0
Bhandara,2019,Lakhani,Total,7,20704,3836,11380,0,2300
Bhandara,2019,Pavani,Rural,4,21488,3073,12755,0,1991
Bhandara,2019,Pavani,Urban,2,3099,41,347,0,909
Bhandara,2019,Pavani,Total,6,24587,3114,13102,0,2900
Bhandara,2019,Lakhandur,Rural,5,21411,3616,11338,0,4055
Bhandara,2019,Lakhandur,Urban,0,0,0,0,0,0
Bhandara,2019,Lakhandur,Total,5,21411,3616,11338,0,4055
Bhandara,2020,Tumsar,Rural,,,,,,
Bhandara,2020,Tumsar,Urban,,,,,,
Bhandara,2020,Tumsar,Total,,,,,,
Bhandara,2020,Mohadi,Rural,,,,,,
Bhandara,2020,Mohadi,Urban,,,,,,
Bhandara,2020,Mohadi,Total,,,,,,
Bhandara,2020,Bhandara,Rural,,,,,,
Bhandara,2020,Bhandara,Urban,,,,,,
Bhandara,2020,Bhandara,Total,,,,,,
Bhandara,2020,Sakoli,Rural,,,,,,
Bhandara,2020,Sakoli,Urban,,,,,,
Bhandara,2020,Sakoli,Total,,,,,,
Bhandara,2020,Lakhani,Rural,,,,,,
Bhandara,2020,Lakhani,Urban,,,,,,
Bhandara,2020,Lakhani,Total,,,,,,
Bhandara,2020,Pavani,Rural,,,,,,
Bhandara,2020,Pavani,Urban,,,,,,
Bhandara,2020,Pavani,Total,,,,,,
Bhandara,2020,Lakhandur,Rural,,,,,,
Bhandara,2020,Lakhandur,Urban,,,,,,
Bhandara,2020,Lakhandur,Total,,,,,,
Bhandara,2021,Tumsar,Rural,6,31028,117,339,0,926
Bhandara,2021,Tumsar,Urban,2,7225,37,468,0,785
Bhandara,2021,Tumsar,Total,8,38253,154,807,0,1711
Bhandara,2021,Mohadi,Rural,6,25725,106,385,0,2394
Bhandara,2021,Mohadi,Urban,0,0,0,0,0,0
Bhandara,2021,Mohadi,Total,6,25725,106,385,0,2394
Bhandara,2021,Bhandara,Rural,5,33797,130,178,0,1038
Bhandara,2021,Bhandara,Urban,1,18489,13,1688,0,1582
Bhandara,2021,Bhandara,Total,6,52286,143,1866,0,2620
Bhandara,2021,Sakoli,Rural,6,24760,231,674,0,1838
Bhandara,2021,Sakoli,Urban,0,0,0,0,0,0
Bhandara,2021,Sakoli,Total,6,24760,231,674,0,1838
Bhandara,2021,Lakhani,Rural,7,211128,158,245,0,1675
Bhandara,2021,Lakhani,Urban,0,0,0,0,0,0
Bhandara,2021,Lakhani,Total,7,211128,158,245,0,1675
Bhandara,2021,Pavani,Rural,4,21290,122,262,0,1295
Bhandara,2021,Pavani,Urban,2,3053,3,280,0,390
Bhandara,2021,Pavani,Total,6,24343,125,542,0,1685
Bhandara,2021,Lakhandur,Rural,5,21636,131,373,0,1737
Bhandara,2021,Lakhandur,Urban,0,0,0,0,0,0
Bhandara,2021,Lakhandur,Total,5,21636,131,373,0,1737
Chandrapur,2012,Varora,Rural,4,6820,16,196,5621,987
Chandrapur,2012,Varora,Urban,,,,,,
Chandrapur,2012,Varora,Total,5,16598,249,712,14625,1012
Chandrapur,2012,Chimur,Rural,6,29778,29,469,27332,1948
Chandrapur,2012,Chimur,Urban,,,,,,
Chandrapur,2012,Chimur,Total,6,29778,29,469,27332,1948
Chandrapur,2012,Nagbhid,Rural,6,25387,145,518,23233,1491
Chandrapur,2012,Nagbhid,Urban,,,,,,
Chandrapur,2012,Nagbhid,Total,6,25387,145,518,23233,1491
Chandrapur,2012,Bramhapuri,Rural,5,23359,227,519,22424,189
Chandrapur,2012,Bramhapuri,Urban,,,,,,
Chandrapur,2012,Bramhapuri,Total,6,39859,835,891,37569,564
Chandrapur,2012,Savali,Rural,7,18279,124,489,16035,1631
Chandrapur,2012,Savali,Urban,,,,,,
Chandrapur,2012,Savali,Total,7,18279,124,489,16035,1631
Chandrapur,2012,Sindevahi,Rural,5,20884,51,433,20018,382
Chandrapur,2012,Sindevahi,Urban,,,,,,
Chandrapur,2012,Sindevahi,Total,5,20884,51,433,20018,382
Chandrapur,2012,Bhadravati,Rural,5,17862,67,456,16198,1141
Chandrapur,2012,Bhadravati,Urban,,,,,,
Chandrapur,2012,Bhadravati,Total,6,18721,865,602,16012,1242
Chandrapur,2012,Chandrapur,Rural,5,25612,300,531,22057,2724
Chandrapur,2012,Chandrapur,Urban,,,,,,
Chandrapur,2012,Chandrapur,Total,6,130931,865,2456,124739,2871
Chandrapur,2012,Mul,Rural,4,16603,88,440,14901,1174
Chandrapur,2012,Mul,Urban,,,,,,
Chandrapur,2012,Mul,Total,5,18583,326,591,16421,1245
Chandrapur,2012,Ponbhurna,Rural,2,8994,89,258,8064,583
Chandrapur,2012,Ponbhurna,Urban,,,,,,
Chandrapur,2012,Ponbhurna,Total,2,8994,89,258,8064,583
Chandrapur,2012,Ballarpur,Rural,3,8608,11,86,7538,973
Chandrapur,2012,Ballarpur,Urban,,,,,,
Chandrapur,2012,Ballarpur,Total,4,43523,1565,402,40231,1325
Chandrapur,2012,Korpana,Rural,3,22790,13,209,22101,467
Chandrapur,2012,Korpana,Urban,,,,,,
Chandrapur,2012,Korpana,Total,4,22790,13,209,22101,467
Chandrapur,2012,Rajura,Rural,3,18764,27,456,17593,688
Chandrapur,2012,Rajura,Urban,,,,,,
Chandrapur,2012,Rajura,Total,4,20803,156,723,18953,971
Chandrapur,2012,Gondpipari,Rural,3,14049,50,261,13414,324
Chandrapur,2012,Gondpipari,Urban,,,,,,
Chandrapur,2012,Gondpipari,Total,3,14049,50,261,13414,324
Chandrapur,2012,Jivati,Rural,2,10299,14,479,9484,322
Chandrapur,2012,Jivati,Urban,,,,,,
Chandrapur,2012,Jivati,Total,2,10299,14,479,9484,322
Chandrapur,2013,Varora,Rural,4,22388,10,213,5621,541
Chandrapur,2013,Varora,Urban,,,,,,
Chandrapur,2013,Varora,Total,5,24988,356,851,14625,1213
Chandrapur,2013,Chimur,Rural,6,29778,24,478,27332,441
Chandrapur,2013,Chimur,Urban,,,,,,
Chandrapur,2013,Chimur,Total,6,29778,24,512,27332,441
Chandrapur,2013,Nagbhid,Rural,6,25315,104,597,23233,406
Chandrapur,2013,Nagbhid,Urban,,,,,,
Chandrapur,2013,Nagbhid,Total,6,25315,104,624,23233,406
Chandrapur,2013,Bramhapuri,Rural,5,23359,146,678,22424,453
Chandrapur,2013,Bramhapuri,Urban,,,,,,
Chandrapur,2013,Bramhapuri,Total,6,39859,312,925,37569,897
Chandrapur,2013,Savali,Rural,7,20523,107,515,16035,339
Chandrapur,2013,Savali,Urban,,,,,,
Chandrapur,2013,Savali,Total,7,20523,107,534,16035,339
Chandrapur,2013,Sindevahi,Rural,5,20884,73,504,20018,289
Chandrapur,2013,Sindevahi,Urban,,,,,,
Chandrapur,2013,Sindevahi,Total,5,20884,73,504,20018,289
Chandrapur,2013,Bhadravati,Rural,5,17862,59,576,16198,339
Chandrapur,2013,Bhadravati,Urban,,,,,,
Chandrapur,2013,Bhadravati,Total,6,18862,832,689,16012,751
