District,Year,Taluka,Shops,Business Organizations,Hotels and Restaurants,Cinema Halls,Organizations without Workers
Nashik,2018,Kalwan,0,0,0,0,0
Nashik,2018,Devala,0,0,0,0,0
Nashik,2018,Baglan,378,98,22,1,364
Nashik,2018,Malegaon,2186,2856,104,4,4187
Nashik,2018,Nandgaon,5180,1913,476,3,4054
Nashik,2018,Chandwad,0,0,0,0,0
Nashik,2018,Dindori,0,0,0,0,0
Nashik,2018,Peth,0,0,0,0,0
Nashik,2018,Trimbak,0,0,0,0,0
Nashik,2018,Nashik,26101,22787,2086,20,14822
Nashik,2018,Igatpuri,369,222,90,0,397
Nashik,2018,Sinner,1314,699,164,0,726
Nashik,2018,Nifad,548,162,61,0,304
Nashik,2018,Yewala,3617,1980,474,4,3905
Nashik,2019,Surgana,0,0,0,0,0
Nashik,2019,Kalwan,0,0,0,0,0
Nashik,2019,Devala,0,0,0,0,0
Nashik,2019,Baglan,283,74,17,1,359
Nashik,2019,Malegaon,1968,2570,94,2,3768
Nashik,2019,Nandgaon,4662,1722,428,1,3649
Nashik,2019,Chandwad,0,0,0,0,0
Nashik,2019,Dindori,0,0,0,0,0
Nashik,2019,Peth,0,0,0,0,0
Nashik,2019,Trimbak,0,0,0,0,0
Nashik,2019,Nashik,23491,20508,1877,15,13349
Nashik,2019,Igatpuri,332,201,81,0,377
Nashik,2019,Sinner,1183,629,148,0,653
Nashik,2019,Nifad,535,151,55,0,291
Nashik,2019,Yewala,3255,1782,427,1,3515
Nashik,2020,Surgana,0,0,0,0,0
Nashik,2020,Kalwan,0,0,0,0,0
Nashik,2020,Devala,0,0,0,0,0
Nashik,2020,Baglan,780,220,70,1,1202
Nashik,2020,Malegaon,3638,3278,146,4,5439
Nashik,2020,Nandgaon,1219,313,31,0,849
Nashik,2020,Chandwad,0,0,0,0,0
Nashik,2020,Dindori,0,0,0,0,0
Nashik,2020,Peth,0,0,0,0,0
Nashik,2020,Trimbak,0,0,0,0,0
Nashik,2020,Nashik,25500,31346,3560,19,16425
Nashik,2020,Igatpuri,891,390,93,1,366
Nashik,2020,Sinner,1503,889,153,0,406
Nashik,2020,Nifad,498,121,40,0,304
Nashik,2020,Yewala,2132,906,55,0,638
Nashik,2021,Surgana,,,,,
Nashik,2021,Kalwan,,,,,
Nashik,2021,Devala,,,,,
Nashik,2021,Baglan,981,333,92,1,1803
Nashik,2021,Malegaon,3938,3378,198,4,5978
Nashik,2021,Nandgaon,2411,820,144,0,308
Nashik,2021,Chandwad,,,,,
Nashik,2021,Dindori,,,,,
Nashik,2021,Peth,,,,,
Nashik,2021,Trimbak,,,,,
Nashik,2021,Nashik,41392,51895,4702,19,24026
Nashik,2021,Igatpuri,1871,719,171,1,602
Nashik,2021,Sinner,1728,1022,176,0,926
Nashik,2021,Nifad,573,136,47,0,349
Nashik,2021,Yewala,3036,1214,113,0,826
Dharashiv,2012,Paranda,101,48,71,0,
Dharashiv,2012,Bhum,253,138,171,0,
Dharashiv,2012,Washi,0,0,0,0,
Dharashiv,2012,Kalamb,3914,923,445,3,
Dharashiv,2012,Osmanabad,5907,3806,1900,5,
Dharashiv,2012,Tuljapur,665,329,267,2,
Dharashiv,2012,Lohara,0,0,0,0,
Dharashiv,2012,Umaraga,557,301,125,4,
Dharashiv,2013,Paranda,831,196,96,3,
Dharashiv,2013,Bhum,1326,475,221,11,
Dharashiv,2013,Washi,0,0,0,0,
Dharashiv,2013,Kalamb,4262,1064,486,2,
Dharashiv,2013,Osmanabad,10997,4930,1729,99,
Dharashiv,2013,Tuljapur,3392,800,1472,13,
Dharashiv,2013,Lohara,0,0,0,0,
Dharashiv,2013,Umaraga,2437,647,256,5,
Dharashiv,2014,Paranda,895,217,104,0,
Dharashiv,2014,Bhum,1427,546,229,0,
Dharashiv,2014,Washi,0,0,0,0,
Dharashiv,2014,Kalamb,4342,1085,493,1,
Dharashiv,2014,Osmanabad,11364,5428,1793,2,
Dharashiv,2014,Tuljapur,3755,893,1533,2,
Dharashiv,2014,Lohara,0,0,0,0,
Dharashiv,2014,Umaraga,2566,722,276,0,
Dharashiv,2015,Paranda,912,221,108,3,
Dharashiv,2015,Bhum,1448,562,232,0,
Dharashiv,2015,Washi,0,0,0,0,
Dharashiv,2015,Kalamb,4342,1101,493,0,
Dharashiv,2015,Osmanabad,11532,5618,1898,2,
Dharashiv,2015,Tuljapur,3810,945,1560,2,
Dharashiv,2015,Lohara,0,0,0,0,
Dharashiv,2015,Umaraga,2618,748,286,0,
Dharashiv,2016,Paranda,972,226,108,0,
Dharashiv,2016,Bhum,1600,554,238,0,
Dharashiv,2016,Washi,0,0,0,0,
Dharashiv,2016,Kalamb,5557,1172,504,1,
Dharashiv,2016,Osmanabad,11958,5644,1898,0,
Dharashiv,2016,Tuljapur,4031,940,1601,1,
Dharashiv,2016,Lohara,0,0,0,0,
Dharashiv,2016,Umaraga,2756,756,303,0,
Dharashiv,2017,Paranda,16698,7018,2320,134,
Dharashiv,2017,Bhum,,,,,
Dharashiv,2017,Washi,,,,,
Dharashiv,2017,Kalamb,6862,1218,512,2,
Dharashiv,2017,Osmanabad,8815,2249,2119,14,
Dharashiv,2017,Tuljapur,,,,,
Dharashiv,2017,Lohara,,,,,
Dharashiv,2017,Umaraga,,,,,
Dharashiv,2018,Paranda,250,139,109,0,107
Dharashiv,2018,Bhum,450,150,32,0,165
Dharashiv,2018,Washi,0,0,0,0,0
Dharashiv,2018,Kalamb,150,183,78,0,109
Dharashiv,2018,Osmanabad,655,308,210,2,350
Dharashiv,2018,Tuljapur,364,150,108,0,195
Dharashiv,2018,Lohara,0,0,0,0,0
Dharashiv,2018,Umaraga,300,90,96,0,109
Dharashiv,2019,Paranda,1412,239,110,0,967
Dharashiv,2019,Bhum,1626,456,130,0,1121
Dharashiv,2019,Washi,0,0,0,0,0
Dharashiv,2019,Kalamb,2133,608,80,0,1524
Dharashiv,2019,Osmanabad,2896,927,310,2,2524
Dharashiv,2019,Tuljapur,2798,844,148,0,2441
Dharashiv,2019,Lohara,0,0,0,0,0
Dharashiv,2019,Umaraga,2432,589,116,0,1613
Dharashiv,2020,Paranda,1414,239,110,0,967
Dharashiv,2020,Bhum,1626,456,130,0,1121
Dharashiv,2020,Washi,5,0,0,0,0
Dharashiv,2020,Kalamb,2148,608,80,0,1524
Dharashiv,2020,Osmanabad,2943,927,310,2,2524
Dharashiv,2020,Tuljapur,2812,844,148,0,2441
Dharashiv,2020,Lohara,0,0,0,0,0
Dharashiv,2020,Umaraga,2438,589,116,0,1613
Dharashiv,2021,Paranda,1648,340,145,0,1101
Dharashiv,2021,Bhum,1967,541,149,0,1249
Dharashiv,2021,Washi,45,35,20,0,40
Dharashiv,2021,Kalamb,2351,723,110,0,2123
Dharashiv,2021,Osmanabad,4152,1530,488,2,3673
Dharashiv,2021,Tuljapur,3204,1099,230,0,2945
Dharashiv,2021,Lohara,95,118,45,0,90
Dharashiv,2021,Umaraga,2630,713,168,0,1993
Palghar,2014,Talasari,6290,6652,794,10,
Palghar,2014,Dahanu,19025,8530,1834,6,
Palghar,2014,Vikramgad,0,0,0,0,
Palghar,2014,Javhar,0,0,0,0,
Palghar,2014,Mokhada,0,0,0,0,
Palghar,2014,Wada,0,0,0,0,
Palghar,2014,Palghar,0,0,0,0,
Palghar,2014,Vasai,0,0,0,0,
Palghar,2015,Talasari,1382,1544,59,1,
Palghar,2015,Dahanu,2333,3001,168,2,
Palghar,2015,Vikramgad,183,121,16,0,
Palghar,2015,Javhar,0,0,0,0,
Palghar,2015,Mokhada,0,0,0,0,
Palghar,2015,Wada,0,0,0,0,
Palghar,2015,Palghar,0,0,0,0,
Palghar,2015,Vasai,0,0,0,0,
Palghar,2016,Talasari,0,0,0,0,
Palghar,2016,Dahanu,211,141,19,0,
Palghar,2016,Vikramgad,0,0,0,0,
Palghar,2016,Javhar,0,0,0,0,
Palghar,2016,Mokhada,0,0,0,0,
Palghar,2016,Wada,0,0,0,0,
Palghar,2016,Palghar,1619,1737,106,3,
Palghar,2016,Vasai,5789,5877,332,0,
Palghar,2017,Talasari,0,0,0,0,
Palghar,2017,Dahanu,516,298,35,2,
Palghar,2017,Vikramgad,0,0,0,0,
Palghar,2017,Javhar,0,0,0,0,
Palghar,2017,Mokhada,0,0,0,0,
Palghar,2017,Wada,0,0,0,0,
Palghar,2017,Palghar,1097,1223,187,3,
Palghar,2017,Vasai,9881,8072,588,12,
Palghar,2018,Talasari,16,12,1,0,1
Palghar,2018,Dahanu,211,145,33,1,37
Palghar,2018,Vikramgad,9,3,0,0,2
Palghar,2018,Javhar,33,16,1,0,10
Palghar,2018,Mokhada,6,3,3,0,0
Palghar,2018,Wada,22,35,9,0,7
Palghar,2018,Palghar,1421,1518,168,2,275
Palghar,2018,Vasai,3869,3373,355,11,427
Palghar,2019,Talasari,32,23,2,0,5
Palghar,2019,Dahanu,254,241,30,1,24
Palghar,2019,Vikramgad,23,19,7,0,0
Palghar,2019,Javhar,10,5,3,0,1
Palghar,2019,Mokhada,15,4,1,0,8
Palghar,2019,Wada,26,49,6,0,2
Palghar,2019,Palghar,1590,1893,202,7,240
Palghar,2019,Vasai,9395,7652,964,16,873
Palghar,2020,Talasari,0,0,0,0,0
Palghar,2020,Dahanu,606,308,47,0,96
Palghar,2020,Vikramgad,0,0,0,0,0
Palghar,2020,Javhar,0,0,0,0,0
Palghar,2020,Mokhada,0,0,0,0,0
Palghar,2020,Wada,0,0,0,0,0
Palghar,2020,Palghar,2799,2760,235,13,307
Palghar,2020,Vasai,12448,9600,1078,23,1088
Palghar,2021,Talasari,0,0,0,0,0
Palghar,2021,Dahanu,457,272,54,0,43
Palghar,2021,Vikramgad,0,0,0,0,0
Palghar,2021,Javhar,0,0,0,0,0
Palghar,2021,Mokhada,0,0,0,0,0
Palghar,2021,Wada,0,0,0,0,0
Palghar,2021,Palghar,3021,2952,300,10,227
Palghar,2021,Vasai,11274,10426,951,24,922
Parbhani,2013,Selu,1925,764,354,2,
Parbhani,2013,Jintur,1166,474,208,2,
Parbhani,2013,Parbhani,10436,3723,933,8,
Parbhani,2013,Manvat,1108,195,142,3,
Parbhani,2013,Pathari,903,102,56,2,
Parbhani,2013,Sonpeth,422,131,65,0,
Parbhani,2013,Gangakhed,1060,949,171,1,
Parbhani,2013,Palam,,,,,
Parbhani,2013,Purna,621,425,189,2,
Parbhani,2014,Selu,2128,850,376,2,
Parbhani,2014,Jintur,1277,508,219,2,
Parbhani,2014,Parbhani,1035,738,59,8,
Parbhani,2014,Manvat,140,50,11,3,
Parbhani,2014,Pathari,174,88,13,2,
Parbhani,2014,Sonpeth,41,15,5,0,
Parbhani,2014,Gangakhed,214,83,15,1,
Parbhani,2014,Palam,,,,,
Parbhani,2014,Purna,621,425,189,2,
Parbhani,2015,Selu,1317,537,219,1,
Parbhani,2015,Jintur,1289,518,227,2,
Parbhani,2015,Parbhani,1035,738,59,8,
Parbhani,2015,Manvat,140,50,11,3,
Parbhani,2015,Pathari,174,88,13,2,
Parbhani,2015,Sonpeth,41,15,5,0,
Parbhani,2015,Gangakhed,214,83,15,1,
Parbhani,2015,Palam,,,,,
Parbhani,2015,Purna,898,573,234,2,
Parbhani,2016,Selu,1335,542,223,1,
Parbhani,2016,Jintur,1694,574,231,1,
Parbhani,2016,Parbhani,1321,1099,136,5,
Parbhani,2016,Manvat,309,117,13,0,
Parbhani,2016,Pathari,472,289,177,0,
Parbhani,2016,Sonpeth,152,18,5,0,
Parbhani,2016,Gangakhed,622,179,37,1,
Parbhani,2016,Palam,,,,,
Parbhani,2016,Purna,903,574,241,0,
Parbhani,2017,Selu,2587,1807,385,1,
Parbhani,2017,Jintur,1957,604,241,1,
Parbhani,2017,Parbhani,4328,2068,249,7,
Parbhani,2017,Manvat,339,120,26,2,
Parbhani,2017,Pathari,552,310,192,1,
Parbhani,2017,Sonpeth,174,26,7,1,
Parbhani,2017,Gangakhed,633,314,40,1,
Parbhani,2017,Palam,,,,,
Parbhani,2017,Purna,978,600,256,0,
Parbhani,2018,Selu,2841,1932,399,1,0
Parbhani,2018,Jintur,805,148,277,0,0
Parbhani,2018,Parbhani,4688,2231,327,7,9836
Parbhani,2018,Manvat,570,218,53,2,2659
Parbhani,2018,Pathari,326,98,76,1,3251
Parbhani,2018,Sonpeth,216,57,32,1,1827
Parbhani,2018,Gangakhed,2967,849,88,1,3534
Parbhani,2018,Palam,,,,,
Parbhani,2018,Purna,978,600,256,0,0
Parbhani,2019,Selu,2841,1932,399,0,0
Parbhani,2019,Jintur,805,148,277,0,0
Parbhani,2019,Parbhani,5156,2454,359,7,9836
Parbhani,2019,Manvat,627,239,58,2,2659
Parbhani,2019,Pathari,358,107,83,1,3251
Parbhani,2019,Sonpeth,237,62,35,1,1827
Parbhani,2019,Gangakhed,3263,933,96,1,6534
Parbhani,2019,Palam,,,,,
Parbhani,2019,Purna,978,600,256,0,0
Parbhani,2020,Selu,1403,689,258,1,5304
Parbhani,2020,Jintur,836,178,44,0,0
Parbhani,2020,Parbhani,5362,2454,359,7,9836
Parbhani,2020,Manvat,638,239,58,2,2659
Parbhani,2020,Pathari,366,107,83,1,3251
Parbhani,2020,Sonpeth,242,62,35,1,1827
Parbhani,2020,Gangakhed,3278,933,96,1,6534
Parbhani,2020,Palam,,,,,
Parbhani,2020,Purna,978,600,256,0,0
Parbhani,2021,Selu,1443,750,338,1,5388
Parbhani,2021,Jintur,908,263,69,0,48
Parbhani,2021,Parbhani,5920,2767,391,7,10288
Parbhani,2021,Manvat,702,281,59,2,2820
Parbhani,2021,Pathari,412,130,88,1,3389
Parbhani,2021,Sonpeth,308,93,38,1,1881
Parbhani,2021,Gangakhed,3310,975,98,1,6702
Parbhani,2021,Palam,205,72,56,0,120
Parbhani,2021,Purna,1018,688,345,0,118
Raigad,2012,Uran,675,570,220,4,
Raigad,2012,Panwel,6973,6568,436,37,
Raigad,2012,Karjat,,,,,
Raigad,2012,Khalapur,1032,762,190,5,
Raigad,2012,Pen,712,561,158,2,
Raigad,2012,Alibag,938,523,196,2,
Raigad,2012,Murud,150,98,69,,
Raigad,2012,Roha,,,,,
Raigad,2012,Sudhagad,,,,,
Raigad,2012,Mangaon,,,,,
Raigad,2012,Tala,,,,,
Raigad,2012,Shreevardhan,,,,,
Raigad,2012,Mhasala,,,,,
Raigad,2012,Mahad,1075,664,196,5,
Raigad,2012,Poladpur,,,,,
Raigad,2013,Uran,735,705,235,4,
Raigad,2013,Panwel,7710,8081,566,38,
Raigad,2013,Karjat,0,0,0,0,
Raigad,2013,Khalapur,1062,849,194,0,
Raigad,2013,Pen,771,638,161,2,
Raigad,2013,Alibag,963,544,203,2,
Raigad,2013,Murud,146,102,72,0,
Raigad,2013,Roha,0,0,0,0,
Raigad,2013,Sudhagad,0,0,0,0,
Raigad,2013,Mangaon,0,0,0,0,
Raigad,2013,Tala,0,0,0,0,
Raigad,2013,Shreevardhan,0,0,0,0,
Raigad,2013,Mhasala,0,0,0,0,
Raigad,2013,Mahad,1845,1098,198,5,
Raigad,2013,Poladpur,0,0,0,0,
Raigad,2014,Uran,1120,820,243,4,
Raigad,2014,Panwel,8793,9991,796,38,
Raigad,2014,Karjat,35,13,1,0,
Raigad,2014,Khalapur,1110,990,202,5,
Raigad,2014,Pen,630,715,162,2,
Raigad,2014,Alibag,987,553,204,2,
Raigad,2014,Murud,150,104,72,0,
Raigad,2014,Roha,16,4,2,0,
Raigad,2014,Sudhagad,0,0,0,0,
Raigad,2014,Mangaon,0,0,0,0,
Raigad,2014,Tala,0,0,0,0,
Raigad,2014,Shreevardhan,0,0,0,0,
Raigad,2014,Mhasala,0,0,0,0,
Raigad,2014,Mahad,1901,1127,200,5,
Raigad,2014,Poladpur,0,0,0,0,
Raigad,2015,Uran,1458,1247,278,4,
Raigad,2015,Panwel,11304,14141,1310,42,
Raigad,2015,Karjat,97,59,12,0,
Raigad,2015,Khalapur,1214,1179,212,5,
Raigad,2015,Pen,929,788,167,2,
Raigad,2015,Alibag,1044,572,209,2,
Raigad,2015,Murud,151,108,72,0,
Raigad,2015,Roha,22,6,2,0,
Raigad,2015,Sudhagad,0,0,0,0,
Raigad,2015,Mangaon,0,0,0,0,
Raigad,2015,Tala,0,0,0,0,
Raigad,2015,Shreevardhan,0,0,0,0,
Raigad,2015,Mhasala,0,0,0,0,
Raigad,2015,Mahad,1963,1146,205,5,
Raigad,2015,Poladpur,0,0,0,0,
Raigad,2016,Uran,1470,1258,307,4,
Raigad,2016,Panwel,11404,14241,1315,48,
Raigad,2016,Karjat,103,65,15,,
Raigad,2016,Khalapur,1315,1199,217,5,
Raigad,2016,Pen,949,802,172,2,
Raigad,2016,Alibag,1098,602,219,2,
Raigad,2016,Murud,153,110,74,,
Raigad,2016,Roha,24,10,3,,
Raigad,2016,Sudhagad,,,,,
Raigad,2016,Mangaon,,,,,
Raigad,2016,Tala,,,,,
Raigad,2016,Shreevardhan,,,,,
Raigad,2016,Mhasala,,,,,
Raigad,2016,Mahad,2003,1164,215,5,
Raigad,2016,Poladpur,,,,,
Raigad,2017,Uran,563,755,57,2,
Raigad,2017,Panwel,6194,10277,606,7,
Raigad,2017,Karjat,231,143,11,1,
Raigad,2017,Khalapur,512,328,19,0,
Raigad,2017,Pen,453,239,19,1,
Raigad,2017,Alibag,321,72,22,2,
Raigad,2017,Murud,54,17,6,0,
Raigad,2017,Roha,5,3,0,0,
Raigad,2017,Sudhagad,,,,,
Raigad,2017,Mangaon,,,,,
Raigad,2017,Tala,,,,,
Raigad,2017,Shreevardhan,,,,,
Raigad,2017,Mhasala,,,,,
Raigad,2017,Mahad,362,158,30,1,
Raigad,2017,Poladpur,,,,,
Raigad,2018,Uran,495,641,87,0,165
Raigad,2018,Panwel,6541,9925,953,14,1582
Raigad,2018,Karjat,232,315,43,1,135
Raigad,2018,Khalapur,225,274,29,2,114
Raigad,2018,Pen,395,251,29,2,155
Raigad,2018,Alibag,239,154,29,,68
Raigad,2018,Murud,46,38,14,,4
Raigad,2018,Roha,11,29,1,,5
Raigad,2018,Sudhagad,,,,,
Raigad,2018,Mangaon,,,,,
Raigad,2018,Tala,,,,,
Raigad,2018,Shreevardhan,,,,,
Raigad,2018,Mhasala,,,,,
Raigad,2018,Mahad,131,84,23,0,
Raigad,2018,Poladpur,,,,,
Raigad,2019,Uran,563,755,57,2,145
Raigad,2019,Panwel,6194,10277,606,7,876
Raigad,2019,Karjat,231,143,11,1,68
Raigad,2019,Khalapur,512,328,19,0,
Raigad,2019,Pen,453,239,19,1,78
Raigad,2019,Alibag,321,72,22,2,43
Raigad,2019,Murud,54,17,6,0,5
Raigad,2019,Roha,5,3,0,0,
Raigad,2019,Sudhagad,,,,,
Raigad,2019,Mangaon,,,,,
Raigad,2019,Tala,,,,,
Raigad,2019,Shreevardhan,,,,,
Raigad,2019,Mhasala,,,,,
Raigad,2019,Mahad,362,158,30,1,
Raigad,2019,Poladpur,,,,,
Raigad,2020,Uran,689,776,57,2,145
Raigad,2020,Panwel,6955,13007,606,7,876
Raigad,2020,Karjat,486,573,11,1,68
Raigad,2020,Khalapur,,,,,
Raigad,2020,Pen,563,289,19,1,78
Raigad,2020,Alibag,457,72,22,2,43
Raigad,2020,Murud,,,,,
Raigad,2020,Roha,,,,,
Raigad,2020,Sudhagad,,,,,
Raigad,2020,Mangaon,,,,,
Raigad,2020,Tala,,,,,
Raigad,2020,Shreevardhan,,,,,
Raigad,2020,Mhasala,,,,,
Raigad,2020,Mahad,362,158,30,1,
Raigad,2020,Poladpur,,,,,
Raigad,2021,Uran,,,,,
Raigad,2021,Panwel,6239,16558,817,1,
Raigad,2021,Karjat,612,810,89,3,
Raigad,2021,Khalapur,,,,,
Raigad,2021,Pen,,,,,
Raigad,2021,Alibag,828,861,137,,
Raigad,2021,Murud,188,126,46,,
Raigad,2021,Roha,,,,,
Raigad,2021,Sudhagad,,,,,
Raigad,2021,Mangaon,,,,,
Raigad,2021,Tala,,,,,
Raigad,2021,Shreevardhan,,,,,
Raigad,2021,Mhasala,,,,,
Raigad,2021,Mahad,601,505,67,1,
Raigad,2021,Poladpur,,,,,
Ratnagiri,2006,Mandangad,,,,,
Ratnagiri,2006,Dapoli,,,,,
Ratnagiri,2006,Khed,,,,,
Ratnagiri,2006,Chiplun,,,,,
Ratnagiri,2006,Guhagar,,,,,
Ratnagiri,2006,Ratnagiri,,,,,
Ratnagiri,2006,Sangameshwar,,,,,
Ratnagiri,2006,Lanja,,,,,
Ratnagiri,2006,Rajapur,,,,,
Ratnagiri,2008,Mandangad,,,,,
Ratnagiri,2008,Dapoli,,,,,
Ratnagiri,2008,Khed,,,,,
Ratnagiri,2008,Chiplun,,,,,
Ratnagiri,2008,Guhagar,,,,,
Ratnagiri,2008,Ratnagiri,,,,,
Ratnagiri,2008,Sangameshwar,,,,,
Ratnagiri,2008,Lanja,,,,,
Ratnagiri,2008,Rajapur,,,,,
Ratnagiri,2009,Mandangad,0,0,0,0,
Ratnagiri,2009,Dapoli,0,0,0,0,
Ratnagiri,2009,Khed,1073,178,86,2,
Ratnagiri,2009,Chiplun,1885,409,152,0,
Ratnagiri,2009,Guhagar,0,0,0,0,
Ratnagiri,2009,Ratnagiri,1437,1031,262,11,
Ratnagiri,2009,Sangameshwar,0,0,0,0,
Ratnagiri,2009,Lanja,0,0,0,0,
Ratnagiri,2009,Rajapur,196,68,50,2,
Ratnagiri,2010,Mandangad,0,0,0,0,
Ratnagiri,2010,Dapoli,0,0,0,0,
Ratnagiri,2010,Khed,1088,358,77,1,
Ratnagiri,2010,Chiplun,1938,530,153,0,
Ratnagiri,2010,Guhagar,0,0,0,0,
Ratnagiri,2010,Ratnagiri,2998,1623,288,11,
Ratnagiri,2010,Sangameshwar,0,0,0,0,
Ratnagiri,2010,Lanja,0,0,0,0,
Ratnagiri,2010,Rajapur,504,120,52,2,
Ratnagiri,2011,Mandangad,0,0,0,0,
Ratnagiri,2011,Dapoli,0,0,0,0,
Ratnagiri,2011,Khed,1318,279,117,1,
Ratnagiri,2011,Chiplun,1964,556,158,0,
Ratnagiri,2011,Guhagar,0,0,0,0,
Ratnagiri,2011,Ratnagiri,3129,1716,302,3,
Ratnagiri,2011,Sangameshwar,0,0,0,0,
Ratnagiri,2011,Lanja,0,0,0,0,
Ratnagiri,2011,Rajapur,512,127,52,2,
Ratnagiri,2012,Mandangad,0,0,0,0,
Ratnagiri,2012,Dapoli,0,0,0,0,
Ratnagiri,2012,Khed,1410,295,131,2,
Ratnagiri,2012,Chiplun,2056,599,179,0,
Ratnagiri,2012,Guhagar,0,0,0,0,
Ratnagiri,2012,Ratnagiri,3290,1823,313,3,
Ratnagiri,2012,Sangameshwar,0,0,0,0,
Ratnagiri,2012,Lanja,0,0,0,0,
Ratnagiri,2012,Rajapur,517,132,53,2,
Ratnagiri,2013,Mandangad,0,0,0,0,
Ratnagiri,2013,Dapoli,0,0,0,0,
Ratnagiri,2013,Khed,1435,299,135,2,
Ratnagiri,2013,Chiplun,2100,605,183,0,
Ratnagiri,2013,Guhagar,0,0,0,0,
Ratnagiri,2013,Ratnagiri,3385,1862,323,3,
Ratnagiri,2013,Sangameshwar,0,0,0,0,
Ratnagiri,2013,Lanja,0,0,0,0,
Ratnagiri,2013,Rajapur,529,139,55,2,
Ratnagiri,2014,Mandangad,0,0,0,0,
Ratnagiri,2014,Dapoli,0,0,0,0,
Ratnagiri,2014,Khed,1463,305,138,2,
Ratnagiri,2014,Chiplun,2160,617,188,0,
Ratnagiri,2014,Guhagar,0,0,0,0,
Ratnagiri,2014,Ratnagiri,3535,2022,342,3,
Ratnagiri,2014,Sangameshwar,0,0,0,0,
Ratnagiri,2014,Lanja,0,0,0,0,
Ratnagiri,2014,Rajapur,539,142,55,2,
Ratnagiri,2015,Mandangad,0,0,0,0,
Ratnagiri,2015,Dapoli,0,0,0,0,
Ratnagiri,2015,Khed,1440,308,127,2,
Ratnagiri,2015,Chiplun,2240,710,215,0,
Ratnagiri,2015,Guhagar,0,0,0,0,
Ratnagiri,2015,Ratnagiri,3660,2159,352,3,
Ratnagiri,2015,Sangameshwar,0,0,0,0,
Ratnagiri,2015,Lanja,0,0,0,0,
Ratnagiri,2015,Rajapur,545,144,32,2,
Ratnagiri,2016,Mandangad,0,0,0,0,
Ratnagiri,2016,Dapoli,0,0,0,0,
Ratnagiri,2016,Khed,1443,325,116,2,
Ratnagiri,2016,Chiplun,2394,796,219,1,
Ratnagiri,2016,Guhagar,0,0,0,0,
Ratnagiri,2016,Ratnagiri,3790,2340,368,3,
Ratnagiri,2016,Sangameshwar,0,0,0,0,
Ratnagiri,2016,Lanja,0,0,0,0,
Ratnagiri,2016,Rajapur,548,146,27,2,
Ratnagiri,2017,Mandangad,0,0,0,0,
Ratnagiri,2017,Dapoli,0,0,0,0,
Ratnagiri,2017,Khed,1468,327,117,2,
Ratnagiri,2017,Chiplun,2444,802,215,1,
Ratnagiri,2017,Guhagar,0,0,0,0,
Ratnagiri,2017,Ratnagiri,3892,2355,365,3,
Ratnagiri,2017,Sangameshwar,0,0,0,0,
Ratnagiri,2017,Lanja,0,0,0,0,
Ratnagiri,2017,Rajapur,551,146,25,2,
Ratnagiri,2018,Mandangad,0,0,0,0,0
Ratnagiri,2018,Dapoli,0,0,0,0,0
Ratnagiri,2018,Khed,1503,334,120,2,2383
Ratnagiri,2018,Chiplun,2519,827,220,1,2386
Ratnagiri,2018,Guhagar,0,0,0,0,0
Ratnagiri,2018,Ratnagiri,3932,2380,373,2,3579
Ratnagiri,2018,Sangameshwar,0,0,0,0,0
Ratnagiri,2018,Lanja,0,0,0,0,0
Ratnagiri,2018,Rajapur,556,148,26,1,442
Ratnagiri,2019,Mandangad,0,0,0,0,0
Ratnagiri,2019,Dapoli,0,0,0,0,0
Ratnagiri,2019,Khed,1753,509,125,1,2443
Ratnagiri,2019,Chiplun,2956,1077,231,1,2472
Ratnagiri,2019,Guhagar,0,0,0,0,0
Ratnagiri,2019,Ratnagiri,4977,2830,413,3,3708
Ratnagiri,2019,Sangameshwar,0,0,0,0,0
Ratnagiri,2019,Lanja,0,0,0,0,0
Ratnagiri,2019,Rajapur,584,158,27,1,464
Ratnagiri,2020,Mandangad,,,,,
Ratnagiri,2020,Dapoli,,,,,
Ratnagiri,2020,Khed,,,,,
Ratnagiri,2020,Chiplun,,,,,
Ratnagiri,2020,Guhagar,,,,,
Ratnagiri,2020,Ratnagiri,,,,,
Ratnagiri,2020,Sangameshwar,,,,,
Ratnagiri,2020,Lanja,,,,,
Ratnagiri,2020,Rajapur,,,,,
Ratnagiri,2021,Mandangad,0,0,0,0,0
Ratnagiri,2021,Dapoli,0,0,0,0,0
Ratnagiri,2021,Khed,2495,1196,191,2,
Ratnagiri,2021,Chiplun,4382,1641,284,2,
Ratnagiri,2021,Guhagar,0,0,0,0,0
Ratnagiri,2021,Ratnagiri,5846,3378,523,3,
Ratnagiri,2021,Sangameshwar,0,0,0,0,0
Ratnagiri,2021,Lanja,0,0,0,0,0
Ratnagiri,2021,Rajapur,675,170,36,1,
Sindhudurg,2012,Devgad,,,,,
Sindhudurg,2012,Vaibhavwadi,,,,,
Sindhudurg,2012,Kankavali,,,,,
Sindhudurg,2012,Malvan,146,162,85,1,
Sindhudurg,2012,Vengurla,91,84,45,1,
Sindhudurg,2012,Kudal,,,,,
Sindhudurg,2012,Sawantwadi,292,282,112,2,
Sindhudurg,2012,Dodamarg,,,,,
Sindhudurg,2013,Devgad,,,,,
Sindhudurg,2013,Vaibhavwadi,,,,,
Sindhudurg,2013,Kankavali,,,,,
Sindhudurg,2013,Malvan,837,308,219,1,
Sindhudurg,2013,Vengurla,786,326,139,0,
Sindhudurg,2013,Kudal,,,,,
