District,Year,Taluka,Shops,Business Organizations,Hotels and Restaurants,Cinema Halls
Dharashiv,2018,Paranda,615,310,104,0
Dharashiv,2018,Bhum,700,305,86,0
Dharashiv,2018,Washi,0,0,0,0
Dharashiv,2018,Kalamb,1498,397,109,0
Dharashiv,2018,Osmanabad,2068,900,325,3
Dharashiv,2018,Tuljapur,681,150,224,0
Dharashiv,2018,Lohara,0,0,0,0
Dharashiv,2018,Umaraga,344,160,120,0
Dharashiv,2019,Paranda,2104,314,184,0
Dharashiv,2019,Bhum,2526,729,170,0
Dharashiv,2019,Washi,0,0,0,0
Dharashiv,2019,Kalamb,2940,924,126,0
Dharashiv,2019,Osmanabad,4132,1612,465,10
Dharashiv,2019,Tuljapur,4021,1422,284,0
Dharashiv,2019,Lohara,0,0,0,0
Dharashiv,2019,Umaraga,3515,874,157,0
Dharashiv,2020,Paranda,2114,314,184,0
Dharashiv,2020,Bhum,2526,729,170,0
Dharashiv,2020,Washi,87,0,0,0
Dharashiv,2020,Kalamb,3157,924,126,0
Dharashiv,2020,Osmanabad,5079,1612,465,10
Dharashiv,2020,Tuljapur,4194,1422,284,0
Dharashiv,2020,Lohara,0,0,0,0
Dharashiv,2020,Umaraga,3589,874,157,0
Dharashiv,2021,Paranda,2210,394,218,0
Dharashiv,2021,Bhum,2627,810,209,0
Dharashiv,2021,Washi,126,78,68,0
Dharashiv,2021,Kalamb,3367,1109,163,0
Dharashiv,2021,Osmanabad,6999,2230,599,10
Dharashiv,2021,Tuljapur,4518,1630,319,0
Dharashiv,2021,Lohara,110,145,99,0
Dharashiv,2021,Umaraga,3719,971,233,0
Palghar,2014,Talasari,9635,9684,2360,96
Palghar,2014,Dahanu,18539,16558,4787,29
Palghar,2014,Vikramgad,0,0,0,0
Palghar,2014,Javhar,0,0,0,0
Palghar,2014,Mokhada,0,0,0,0
Palghar,2014,Wada,0,0,0,0
Palghar,2014,Palghar,0,0,0,0
Palghar,2014,Vasai,0,0,0,0
Palghar,2015,Talasari,1505,3573,243,0
Palghar,2015,Dahanu,2386,3525,880,4
Palghar,2015,Vikramgad,278,357,59,0
Palghar,2015,Javhar,0,0,0,0
Palghar,2015,Mokhada,0,0,0,0
Palghar,2015,Wada,0,0,0,0
Palghar,2015,Palghar,0,0,0,0
Palghar,2015,Vasai,0,0,0,0
Palghar,2016,Talasari,0,0,0,0
Palghar,2016,Dahanu,305,537,75,0
Palghar,2016,Vikramgad,0,0,0,0
Palghar,2016,Javhar,0,0,0,0
Palghar,2016,Mokhada,0,0,0,0
Palghar,2016,Wada,0,0,0,0
Palghar,2016,Palghar,2010,4415,469,15
Palghar,2016,Vasai,5554,11273,1551,0
Palghar,2017,Talasari,0,0,0,0
Palghar,2017,Dahanu,1142,424,91,10
Palghar,2017,Vikramgad,0,0,0,0
Palghar,2017,Javhar,0,0,0,0
Palghar,2017,Mokhada,0,0,0,0
Palghar,2017,Wada,0,0,0,0
Palghar,2017,Palghar,3653,5806,1716,14
Palghar,2017,Vasai,20667,23337,3400,332
Palghar,2018,Talasari,48,56,8,0
Palghar,2018,Dahanu,516,622,185,1
Palghar,2018,Vikramgad,26,9,0,0
Palghar,2018,Javhar,80,77,0,0
Palghar,2018,Mokhada,20,9,7,0
Palghar,2018,Wada,72,132,46,0
Palghar,2018,Palghar,3998,6446,740,3
Palghar,2018,Vasai,12018,13670,1741,52
Palghar,2019,Talasari,89,56,9,0
Palghar,2019,Dahanu,702,1035,136,9
Palghar,2019,Vikramgad,73,65,32,0
Palghar,2019,Javhar,20,31,22,0
Palghar,2019,Mokhada,11,14,4,0
Palghar,2019,Wada,67,225,17,0
Palghar,2019,Palghar,4375,8060,992,26
Palghar,2019,Vasai,28525,30892,4860,74
Palghar,2020,Talasari,0,0,0,0
Palghar,2020,Dahanu,1610,1753,240,0
Palghar,2020,Vikramgad,0,0,0,0
Palghar,2020,Javhar,0,0,0,0
Palghar,2020,Mokhada,0,0,0,0
Palghar,2020,Wada,0,0,0,0
Palghar,2020,Palghar,8123,13294,1218,83
Palghar,2020,Vasai,38348,42640,5405,105
Palghar,2021,Talasari,0,0,0,0
Palghar,2021,Dahanu,1303,1130,260,0
Palghar,2021,Vikramgad,0,0,0,0
Palghar,2021,Javhar,0,0,0,0
Palghar,2021,Mokhada,0,0,0,0
Palghar,2021,Wada,0,0,0,0
Palghar,2021,Palghar,8616,13144,1441,50
Palghar,2021,Vasai,35759,45960,4493,137
Parbhani,2013,Selu,704,913,445,115
Parbhani,2013,Jintur,548,409,255,5
Parbhani,2013,Parbhani,11659,7038,2025,72
Parbhani,2013,Manvat,1507,562,211,18
Parbhani,2013,Pathari,1310,252,118,14
Parbhani,2013,Sonpeth,659,236,136,0
Parbhani,2013,Gangakhed,1624,1672,424,6
Parbhani,2013,Palam,,,,
Parbhani,2013,Purna,339,374,123,18
Parbhani,2014,Selu,848,895,487,114
Parbhani,2014,Jintur,590,427,265,5
Parbhani,2014,Parbhani,600,495,75,72
Parbhani,2014,Manvat,28,7,211,18
Parbhani,2014,Pathari,39,27,16,14
Parbhani,2014,Sonpeth,19,12,6,0
Parbhani,2014,Gangakhed,60,56,26,6
Parbhani,2014,Palam,,,,
Parbhani,2014,Purna,339,374,123,18
Parbhani,2015,Selu,624,485,276,5
Parbhani,2015,Jintur,596,434,265,5
Parbhani,2015,Parbhani,600,495,75,72
Parbhani,2015,Manvat,28,7,211,18
Parbhani,2015,Pathari,39,27,16,14
Parbhani,2015,Sonpeth,19,12,6,0
Parbhani,2015,Gangakhed,60,56,26,6
Parbhani,2015,Palam,,,,
Parbhani,2015,Purna,376,407,189,18
Parbhani,2016,Selu,574,503,287,5
Parbhani,2016,Jintur,1052,573,310,3
Parbhani,2016,Parbhani,1520,1279,240,48
Parbhani,2016,Manvat,618,234,39,0
Parbhani,2016,Pathari,237,170,206,0
Parbhani,2016,Sonpeth,92,12,10,0
Parbhani,2016,Gangakhed,444,157,48,4
Parbhani,2016,Palam,,,,
Parbhani,2016,Purna,405,413,198,0
Parbhani,2017,Selu,985,936,498,5
Parbhani,2017,Jintur,1181,616,331,5
Parbhani,2017,Parbhani,1648,1806,405,78
Parbhani,2017,Manvat,157,128,10,18
Parbhani,2017,Pathari,337,270,325,9
Parbhani,2017,Sonpeth,15,13,11,10
Parbhani,2017,Gangakhed,448,224,109,8
Parbhani,2017,Palam,,,,
Parbhani,2017,Purna,490,455,228,0
Parbhani,2018,Selu,1089,1156,522,5
Parbhani,2018,Jintur,1220,430,511,0
Parbhani,2018,Parbhani,2216,1683,487,78
Parbhani,2018,Manvat,367,136,192,18
Parbhani,2018,Pathari,189,179,359,9
Parbhani,2018,Sonpeth,129,147,76,10
Parbhani,2018,Gangakhed,1975,1232,258,8
Parbhani,2018,Palam,,,,
Parbhani,2018,Purna,490,455,228,0
Parbhani,2019,Selu,1089,1156,522,0
Parbhani,2019,Jintur,1220,430,511,0
Parbhani,2019,Parbhani,2437,1851,535,78
Parbhani,2019,Manvat,403,149,211,18
Parbhani,2019,Pathari,196,196,394,9
Parbhani,2019,Sonpeth,141,161,83,10
Parbhani,2019,Gangakhed,2183,1355,283,8
Parbhani,2019,Palam,,,,
Parbhani,2019,Purna,490,455,228,0
Parbhani,2020,Selu,3267,1849,670,5
Parbhani,2020,Jintur,798,311,129,0
Parbhani,2020,Parbhani,2515,1851,535,87
Parbhani,2020,Manvat,418,149,211,18
Parbhani,2020,Pathari,204,196,394,9
Parbhani,2020,Sonpeth,154,161,83,10
Parbhani,2020,Gangakhed,2216,1355,283,8
Parbhani,2020,Palam,,,,
Parbhani,2020,Purna,490,455,228,0
Parbhani,2021,Selu,3289,2280,697,5
Parbhani,2021,Jintur,1078,441,340,0
Parbhani,2021,Parbhani,3266,2498,565,88
Parbhani,2021,Manvat,519,191,259,20
Parbhani,2021,Pathari,302,198,350,10
Parbhani,2021,Sonpeth,312,192,85,11
Parbhani,2021,Gangakhed,2389,1450,291,10
Parbhani,2021,Palam,152,265,177,0
Parbhani,2021,Purna,525,530,294,0
Raigad,2012,Uran,1716,5419,894,17
Raigad,2012,Panwel,32287,31548,2340,172
Raigad,2012,Karjat,,,,
Raigad,2012,Khalapur,1765,2263,827,6
Raigad,2012,Pen,1276,2559,587,10
Raigad,2012,Alibag,1305,1859,1187,25
Raigad,2012,Murud,230,28,204,
Raigad,2012,Roha,,,,
Raigad,2012,Sudhagad,,,,
Raigad,2012,Mangaon,,,,
Raigad,2012,Tala,,,,
Raigad,2012,Shreevardhan,,,,
Raigad,2012,Mhasala,,,,
Raigad,2012,Mahad,1833,1803,828,16
Raigad,2012,Poladpur,,,,
Raigad,2013,Uran,1812,6672,1064,17
Raigad,2013,Panwel,34112,43642,6534,173
Raigad,2013,Karjat,0,0,0,0
Raigad,2013,Khalapur,1817,2685,865,0
Raigad,2013,Pen,1371,2783,592,10
Raigad,2013,Alibag,1357,1925,1212,25
Raigad,2013,Murud,211,32,205,0
Raigad,2013,Roha,0,0,0,0
Raigad,2013,Sudhagad,0,0,0,0
Raigad,2013,Mangaon,0,0,0,0
Raigad,2013,Tala,0,0,0,0
Raigad,2013,Shreevardhan,0,0,0,0
Raigad,2013,Mhasala,0,0,0,0
Raigad,2013,Mahad,712,1896,834,16
Raigad,2013,Poladpur,0,0,0,0
Raigad,2014,Uran,2030,6940,1164,17
Raigad,2014,Panwel,37280,50241,4660,173
Raigad,2014,Karjat,86,57,6,0
Raigad,2014,Khalapur,1956,3685,896,6
Raigad,2014,Pen,1500,2992,597,10
Raigad,2014,Alibag,1388,1958,1216,25
Raigad,2014,Murud,215,35,210,0
Raigad,2014,Roha,44,59,17,0
Raigad,2014,Sudhagad,0,0,0,0
Raigad,2014,Mangaon,0,0,0,0
Raigad,2014,Tala,0,0,0,0
Raigad,2014,Shreevardhan,0,0,0,0
Raigad,2014,Mhasala,0,0,0,0
Raigad,2014,Mahad,813,1982,838,16
Raigad,2014,Poladpur,0,0,0,0
Raigad,2015,Uran,2694,8317,1289,17
Raigad,2015,Panwel,46308,69217,7094,203
Raigad,2015,Karjat,250,341,58,0
Raigad,2015,Khalapur,2199,4866,939,6
Raigad,2015,Pen,1692,3157,611,10
Raigad,2015,Alibag,1507,1983,1252,25
Raigad,2015,Murud,218,46,210,0
Raigad,2015,Roha,60,67,17,0
Raigad,2015,Sudhagad,0,0,0,0
Raigad,2015,Mangaon,0,0,0,0
Raigad,2015,Tala,0,0,0,0
Raigad,2015,Shreevardhan,0,0,0,0
Raigad,2015,Mhasala,0,0,0,0
Raigad,2015,Mahad,958,2105,1063,16
Raigad,2015,Poladpur,0,0,0,0
Raigad,2016,Uran,2794,8342,1309,27
Raigad,2016,Panwel,46460,69507,7142,223
Raigad,2016,Karjat,260,352,62,
Raigad,2016,Khalapur,2245,5018,966,6
Raigad,2016,Pen,1722,3217,630,10
Raigad,2016,Alibag,1607,2018,1272,25
Raigad,2016,Murud,221,50,212,
Raigad,2016,Roha,64,72,20,
Raigad,2016,Sudhagad,,,,
Raigad,2016,Mangaon,,,,
Raigad,2016,Tala,,,,
Raigad,2016,Shreevardhan,,,,
Raigad,2016,Mhasala,,,,
Raigad,2016,Mahad,988,2145,1097,16
Raigad,2016,Poladpur,,,,
Raigad,2017,Uran,744,3394,224,9
Raigad,2017,Panwel,9500,20375,3449,18
Raigad,2017,Karjat,193,448,24,0
Raigad,2017,Khalapur,559,742,83,0
Raigad,2017,Pen,435,490,59,0
Raigad,2017,Alibag,422,264,120,5
Raigad,2017,Murud,20,19,4,0
Raigad,2017,Roha,35,7,0,0
Raigad,2017,Sudhagad,,,,
Raigad,2017,Mangaon,,,,
Raigad,2017,Tala,,,,
Raigad,2017,Shreevardhan,,,,
Raigad,2017,Mhasala,,,,
Raigad,2017,Mahad,291,372,98,2
Raigad,2017,Poladpur,,,,
Raigad,2018,Uran,2363,6097,346,0
Raigad,2018,Panwel,24165,46122,6217,130
Raigad,2018,Karjat,583,1300,269,5
Raigad,2018,Khalapur,701,2167,280,4
Raigad,2018,Pen,717,1153,136,19
Raigad,2018,Alibag,662,693,443,
Raigad,2018,Murud,112,134,50,
Raigad,2018,Roha,30,118,5,
Raigad,2018,Sudhagad,,,,
Raigad,2018,Mangaon,,,,
Raigad,2018,Tala,,,,
Raigad,2018,Shreevardhan,,,,
Raigad,2018,Mhasala,,,,
Raigad,2018,Mahad,437,424,47,0
Raigad,2018,Poladpur,,,,
Raigad,2019,Uran,744,3394,224,9
Raigad,2019,Panwel,9500,20375,3449,18
Raigad,2019,Karjat,193,448,24,0
Raigad,2019,Khalapur,559,742,83,0
Raigad,2019,Pen,435,490,59,0
Raigad,2019,Alibag,422,264,120,5
Raigad,2019,Murud,20,19,4,0
Raigad,2019,Roha,35,7,0,0
Raigad,2019,Sudhagad,,,,
Raigad,2019,Mangaon,,,,
Raigad,2019,Tala,,,,
Raigad,2019,Shreevardhan,,,,
Raigad,2019,Mhasala,,,,
Raigad,2019,Mahad,291,372,98,2
Raigad,2019,Poladpur,,,,
Raigad,2020,Uran,1512,3394,224,9
Raigad,2020,Panwel,22342,20375,3449,18
Raigad,2020,Karjat,1112,448,24,0
Raigad,2020,Khalapur,,,,
Raigad,2020,Pen,1325,490,59,0
Raigad,2020,Alibag,812,264,120,5
Raigad,2020,Murud,,,,
Raigad,2020,Roha,,,,
Raigad,2020,Sudhagad,,,,
Raigad,2020,Mangaon,,,,
Raigad,2020,Tala,,,,
Raigad,2020,Shreevardhan,,,,
Raigad,2020,Mhasala,,,,
Raigad,2020,Mahad,291,372,98,2
Raigad,2020,Poladpur,,,,
Raigad,2021,Uran,,,,
Raigad,2021,Panwel,20607,73957,3930,8
Raigad,2021,Karjat,1701,2989,391,12
Raigad,2021,Khalapur,,,,
Raigad,2021,Pen,,,,
Raigad,2021,Alibag,2259,8353,1563,
Raigad,2021,Murud,401,546,184,
Raigad,2021,Roha,,,,
Raigad,2021,Sudhagad,,,,
Raigad,2021,Mangaon,,,,
Raigad,2021,Tala,,,,
Raigad,2021,Shreevardhan,,,,
Raigad,2021,Mhasala,,,,
Raigad,2021,Mahad,1394,2367,250,9
Raigad,2021,Poladpur,,,,
Ratnagiri,2006,Mandangad,,,,
Ratnagiri,2006,Dapoli,,,,
Ratnagiri,2006,Khed,,,,
Ratnagiri,2006,Chiplun,,,,
Ratnagiri,2006,Guhagar,,,,
Ratnagiri,2006,Ratnagiri,,,,
Ratnagiri,2006,Sangameshwar,,,,
Ratnagiri,2006,Lanja,,,,
Ratnagiri,2006,Rajapur,,,,
Ratnagiri,2008,Mandangad,,,,
Ratnagiri,2008,Dapoli,,,,
Ratnagiri,2008,Khed,,,,
Ratnagiri,2008,Chiplun,,,,
Ratnagiri,2008,Guhagar,,,,
Ratnagiri,2008,Ratnagiri,,,,
Ratnagiri,2008,Sangameshwar,,,,
Ratnagiri,2008,Lanja,,,,
Ratnagiri,2008,Rajapur,,,,
Ratnagiri,2009,Mandangad,0,0,0,0
Ratnagiri,2009,Dapoli,0,0,0,0
Ratnagiri,2009,Khed,854,605,227,4
Ratnagiri,2009,Chiplun,1333,1516,581,0
Ratnagiri,2009,Guhagar,0,0,0,0
Ratnagiri,2009,Ratnagiri,2449,2585,1054,32
Ratnagiri,2009,Sangameshwar,0,0,0,0
Ratnagiri,2009,Lanja,0,0,0,0
Ratnagiri,2009,Rajapur,305,413,27,2
Ratnagiri,2010,Mandangad,0,0,0,0
Ratnagiri,2010,Dapoli,0,0,0,0
Ratnagiri,2010,Khed,915,626,250,4
Ratnagiri,2010,Chiplun,1413,1571,578,0
Ratnagiri,2010,Guhagar,0,0,0,0
Ratnagiri,2010,Ratnagiri,2570,2691,1160,32
Ratnagiri,2010,Sangameshwar,0,0,0,0
Ratnagiri,2010,Lanja,0,0,0,0
Ratnagiri,2010,Rajapur,316,457,31,2
Ratnagiri,2011,Mandangad,0,0,0,0
Ratnagiri,2011,Dapoli,0,0,0,0
Ratnagiri,2011,Khed,954,749,279,5
Ratnagiri,2011,Chiplun,1462,1652,589,0
Ratnagiri,2011,Guhagar,0,0,0,0
Ratnagiri,2011,Ratnagiri,2682,2833,1247,12
Ratnagiri,2011,Sangameshwar,0,0,0,0
Ratnagiri,2011,Lanja,0,0,0,0
Ratnagiri,2011,Rajapur,323,472,31,2
Ratnagiri,2012,Mandangad,0,0,0,0
Ratnagiri,2012,Dapoli,0,0,0,0
Ratnagiri,2012,Khed,980,776,290,8
Ratnagiri,2012,Chiplun,1615,1812,622,0
Ratnagiri,2012,Guhagar,0,0,0,0
Ratnagiri,2012,Ratnagiri,2864,3033,1268,12
Ratnagiri,2012,Sangameshwar,0,0,0,0
Ratnagiri,2012,Lanja,0,0,0,0
Ratnagiri,2012,Rajapur,328,484,33,2
Ratnagiri,2013,Mandangad,0,0,0,0
Ratnagiri,2013,Dapoli,0,0,0,0
Ratnagiri,2013,Khed,992,785,294,8
Ratnagiri,2013,Chiplun,1635,1845,638,0
Ratnagiri,2013,Guhagar,0,0,0,0
Ratnagiri,2013,Ratnagiri,2904,3130,1285,12
Ratnagiri,2013,Sangameshwar,0,0,0,0
Ratnagiri,2013,Lanja,0,0,0,0
Ratnagiri,2013,Rajapur,339,501,38,2
Ratnagiri,2014,Mandangad,0,0,0,0
Ratnagiri,2014,Dapoli,0,0,0,0
Ratnagiri,2014,Khed,999,792,299,8
Ratnagiri,2014,Chiplun,1660,1880,646,0
Ratnagiri,2014,Guhagar,0,0,0,0
Ratnagiri,2014,Ratnagiri,2950,3450,1308,12
Ratnagiri,2014,Sangameshwar,0,0,0,0
Ratnagiri,2014,Lanja,0,0,0,0
Ratnagiri,2014,Rajapur,344,508,38,2
Ratnagiri,2015,Mandangad,0,0,0,0
Ratnagiri,2015,Dapoli,0,0,0,0
Ratnagiri,2015,Khed,990,795,280,8
Ratnagiri,2015,Chiplun,1713,2080,714,0
Ratnagiri,2015,Guhagar,0,0,0,0
Ratnagiri,2015,Ratnagiri,3110,3600,1310,12
Ratnagiri,2015,Sangameshwar,0,0,0,0
Ratnagiri,2015,Lanja,0,0,0,0
Ratnagiri,2015,Rajapur,347,511,40,2
Ratnagiri,2016,Mandangad,0,0,0,0
Ratnagiri,2016,Dapoli,0,0,0,0
Ratnagiri,2016,Khed,1047,778,290,9
Ratnagiri,2016,Chiplun,1744,2250,723,5
Ratnagiri,2016,Guhagar,0,0,0,0
Ratnagiri,2016,Ratnagiri,3430,3810,1348,10
Ratnagiri,2016,Sangameshwar,0,0,0,0
Ratnagiri,2016,Lanja,0,0,0,0
Ratnagiri,2016,Rajapur,352,512,25,2
Ratnagiri,2017,Mandangad,0,0,0,0
Ratnagiri,2017,Dapoli,0,0,0,0
Ratnagiri,2017,Khed,1052,780,292,9
Ratnagiri,2017,Chiplun,1755,2255,720,5
Ratnagiri,2017,Guhagar,0,0,0,0
Ratnagiri,2017,Ratnagiri,3460,3820,1342,10
Ratnagiri,2017,Sangameshwar,0,0,0,0
Ratnagiri,2017,Lanja,0,0,0,0
Ratnagiri,2017,Rajapur,354,512,24,2
Ratnagiri,2018,Mandangad,0,0,0,0
Ratnagiri,2018,Dapoli,0,0,0,0
Ratnagiri,2018,Khed,1379,1037,298,5
Ratnagiri,2018,Chiplun,2827,3156,863,10
Ratnagiri,2018,Guhagar,0,0,0,0
Ratnagiri,2018,Ratnagiri,4839,5385,1340,22
Ratnagiri,2018,Sangameshwar,0,0,0,0
Ratnagiri,2018,Lanja,0,0,0,0
Ratnagiri,2018,Rajapur,407,522,35,2
Ratnagiri,2019,Mandangad,0,0,0,0
Ratnagiri,2019,Dapoli,0,0,0,0
Ratnagiri,2019,Khed,1887,1287,317,9
Ratnagiri,2019,Chiplun,3228,3277,912,5
Ratnagiri,2019,Guhagar,0,0,0,0
Ratnagiri,2019,Ratnagiri,5268,5902,1396,24
Ratnagiri,2019,Sangameshwar,0,0,0,0
Ratnagiri,2019,Lanja,0,0,0,0
Ratnagiri,2019,Rajapur,592,324,30,2
Ratnagiri,2020,Mandangad,,,,
Ratnagiri,2020,Dapoli,,,,
Ratnagiri,2020,Khed,,,,
Ratnagiri,2020,Chiplun,,,,
Ratnagiri,2020,Guhagar,,,,
Ratnagiri,2020,Ratnagiri,,,,
Ratnagiri,2020,Sangameshwar,,,,
Ratnagiri,2020,Lanja,,,,
Ratnagiri,2020,Rajapur,,,,
Ratnagiri,2021,Mandangad,0,0,0,0
Ratnagiri,2021,Dapoli,0,0,0,0
Ratnagiri,2021,Khed,1725,1263,336,9
Ratnagiri,2021,Chiplun,4980,4045,963,5
Ratnagiri,2021,Guhagar,0,0,0,0
Ratnagiri,2021,Ratnagiri,6298,7487,1562,20
Ratnagiri,2021,Sangameshwar,0,0,0,0
Ratnagiri,2021,Lanja,0,0,0,0
Ratnagiri,2021,Rajapur,458,522,36,2
Sindhudurg,2012,Devgad,,,,
Sindhudurg,2012,Vaibhavwadi,,,,
Sindhudurg,2012,Kankavali,,,,
Sindhudurg,2012,Malvan,213,498,221,5
Sindhudurg,2012,Vengurla,172,446,95,7
Sindhudurg,2012,Kudal,,,,
Sindhudurg,2012,Sawantwadi,504,981,408,0
Sindhudurg,2012,Dodamarg,,,,
Sindhudurg,2013,Devgad,,,,
Sindhudurg,2013,Vaibhavwadi,,,,
Sindhudurg,2013,Kankavali,,,,
Sindhudurg,2013,Malvan,224,498,263,3
Sindhudurg,2013,Vengurla,188,505,113,0
Sindhudurg,2013,Kudal,,,,
Sindhudurg,2013,Sawantwadi,554,1059,315,7
Sindhudurg,2013,Dodamarg,,,,
Sindhudurg,2014,Devgad,,,,
Sindhudurg,2014,Vaibhavwadi,,,,
Sindhudurg,2014,Kankavali,,,,
Sindhudurg,2014,Malvan,278,545,290,3
Sindhudurg,2014,Vengurla,203,552,128,0
Sindhudurg,2014,Kudal,,,,
Sindhudurg,2014,Sawantwadi,651,1104,335,6
Sindhudurg,2014,Dodamarg,,,,
Sindhudurg,2015,Devgad,,,,
Sindhudurg,2015,Vaibhavwadi,,,,
Sindhudurg,2015,Kankavali,,,,
Sindhudurg,2015,Malvan,291,606,301,3
Sindhudurg,2015,Vengurla,214,571,139,0
Sindhudurg,2015,Kudal,,,,
Sindhudurg,2015,Sawantwadi,669,1121,349,6
Sindhudurg,2015,Dodamarg,,,,
Sindhudurg,2016,Devgad,0,0,0,0
Sindhudurg,2016,Vaibhavwadi,0,0,0,0
Sindhudurg,2016,Kankavali,0,0,0,0
Sindhudurg,2016,Malvan,312,623,326,3
Sindhudurg,2016,Vengurla,243,590,139,0
Sindhudurg,2016,Kudal,0,0,0,0
Sindhudurg,2016,Sawantwadi,628,1168,488,7
Sindhudurg,2016,Dodamarg,0,0,0,0
Sindhudurg,2017,Devgad,0,0,0,0
Sindhudurg,2017,Vaibhavwadi,0,0,0,0
Sindhudurg,2017,Kankavali,0,0,0,0
Sindhudurg,2017,Malvan,297,594,304,0
Sindhudurg,2017,Vengurla,278,619,151,0
Sindhudurg,2017,Kudal,0,0,0,0
Sindhudurg,2017,Sawantwadi,674,1186,512,0
Sindhudurg,2017,Dodamarg,0,0,0,0
Sindhudurg,2018,Devgad,0,50,0,0
Sindhudurg,2018,Vaibhavwadi,0,0,0,0
Sindhudurg,2018,Kankavali,40,0,0,0
Sindhudurg,2018,Malvan,417,652,194,0
Sindhudurg,2018,Vengurla,11,24,0,0
Sindhudurg,2018,Kudal,387,651,191,0
Sindhudurg,2018,Sawantwadi,949,1282,722,0
Sindhudurg,2018,Dodamarg,0,0,0,0
Sindhudurg,2019,Devgad,0,0,0,0
Sindhudurg,2019,Vaibhavwadi,0,0,0,0
Sindhudurg,2019,Kankawali,42,0,0,0
Sindhudurg,2019,Malwan,440,679,212,0
Sindhudurg,2019,Vengurla,14,24,0,0
Sindhudurg,2019,Kudal,448,678,193,0
Sindhudurg,2019,Savantwadi,1091,1372,765,0
Sindhudurg,2019,Dodamarg,0,18,0,0
Sindhudurg,2020,Devgad,0,0,0,0
Sindhudurg,2020,Vaibhavwadi,0,0,0,0
Sindhudurg,2020,Kankawali,42,0,0,0
Sindhudurg,2020,Malwan,452,723,212,0
Sindhudurg,2020,Vengurla,14,36,0,0
Sindhudurg,2020,Kudal,448,726,193,0
Sindhudurg,2020,Savantwadi,1140,1424,803,0
Sindhudurg,2020,Dodamarg,0,18,0,0
Sindhudurg,2021,Devgad,0,0,0,0
Sindhudurg,2021,Vaibhavwadi,0,0,0,0
Sindhudurg,2021,Kankawali,54,0,0,0
Sindhudurg,2021,Malwan,452,723,212,0
Sindhudurg,2021,Vengurla,14,46,0,0
Sindhudurg,2021,Kudal,448,726,193,0
Sindhudurg,2021,Savantwadi,1163,1424,803,0
Sindhudurg,2021,Dodamarg,0,0,0,0
Thane,2012,Thane,145055,320275,42586,1038
Thane,2012,Bhivandi,9169,47526,8508,212
Thane,2012,Shahapur,0,0,0,0
Thane,2012,Kalyan,25159,47792,8357,298
Thane,2012,Ulhasnagar,17216,31838,5172,238
Thane,2012,Ambarnath,5402,9158,2061,87
Thane,2012,Murbad,0,0,0,0
Thane,2013,Thane,0,345751,44494,1194
Thane,2013,Bhivandi,9811,52251,8616,215
Thane,2013,Shahapur,0,0,0,0
Thane,2013,Kalyan,27645,36191,7830,253
Thane,2013,Ulhasnagar,18664,34270,2053,238
Thane,2013,Ambarnath,6087,10622,2189,109
Thane,2013,Murbad,0,0,0,0
Thane,2014,Thane,170377,346300,49402,1358
Thane,2014,Bhivandi,10172,50147,8749,215
Thane,2014,Shahapur,0,0,0,0
Thane,2014,Kalyan,29755,40196,8539,253
Thane,2014,Ulhasnagar,18794,35250,3243,238
Thane,2014,Ambarnath,7153,12927,2541,109
Thane,2014,Murbad,0,0,0,0
Thane,2015,Thane,181533,495758,53243,1358
Thane,2015,Bhivandi,10562,51217,8856,2015
Thane,2015,Shahapur,0,0,0,0
Thane,2015,Kalyan,32605,44902,9111,261
Thane,2015,Ulhasnagar,20542,38316,3323,238
Thane,2015,Ambarnath,8090,16089,2835,109
Thane,2015,Murbad,0,0,0,0
Thane,2016,Thane,130176,456158,37101,489
Thane,2016,Bhivandi,721,2203,163,0
Thane,2016,Shahapur,0,0,0,0
Thane,2016,Kalyan,36745,53035,10471,286
Thane,2016,Ulhasnagar,22817,36837,3786,197
Thane,2016,Ambarnath,9763,16184,3521,109
Thane,2016,Murbad,0,0,0,0
Thane,2017,Thane,263480,362475,96743,1516
Thane,2017,Bhivandi,648,14224,103,40
Thane,2017,Shahapur,0,0,0,0
Thane,2017,Kalyan,21304,36548,10519,213
Thane,2017,Ulhasnagar,55203,21617,4026,197
Thane,2017,Ambarnath,10909,17738,3585,407
Thane,2017,Murbad,0,0,0,0
Thane,2018,Thane,233194,673721,59935,629
Thane,2018,Bhivandi,6935,10742,255,0
Thane,2018,Shahapur,0,0,0,0
Thane,2018,Kalyan,23434,40198,11571,68
Thane,2018,Ulhasnagar,49616,23838,4067,42
Thane,2018,Ambarnath,11018,17915,3620,25
Thane,2018,Murbad,0,0,0,0
Thane,2019,Thane,93784,361180,18829,58
Thane,2019,Bhivandi,9188,64547,1969,69
Thane,2019,Shahapur,0,0,0,0
Thane,2019,Kalyan,25777,44217,12728,58
Thane,2019,Ulhasnagar,54577,26221,4473,41
Thane,2019,Ambarnath,12119,19706,3920,25
Thane,2019,Murbad,0,0,0,0
Thane,2020,Thane,73513,335943,12120,43
Thane,2020,Bhivandi,11086,53029,1782,21
Thane,2020,Shahapur,0,0,0,0
Thane,2020,Kalyan,26764,48209,12926,58
Thane,2020,Ulhasnagar,55172,27212,4587,41
Thane,2020,Ambarnath,12893,21757,4058,25
Thane,2020,Murbad,0,0,0,0
Thane,2021,Thane,95150,379245,22322,2051
Thane,2021,Bhivandi,12434,52094,1934,0
Thane,2021,Shahapur,0,0,0,0
