District,Year,Taluka,Veterinary Hospitals,Veterinary First-Aid Centres,Other Veterinary Facilities,Total Veterinary Facilities
Dharashiv,2018,Tuljapur,1,12,0,19
Dharashiv,2018,Lohara,0,4,0,8
Dharashiv,2018,Umaraga,1,7,0,13
Dharashiv,2019,Paranda,1,6,0,9
Dharashiv,2019,Bhum,1,6,0,12
Dharashiv,2019,Washi,0,4,0,9
Dharashiv,2019,Kalamb,1,6,0,11
Dharashiv,2019,Dharashiv,1,10,1,20
Dharashiv,2019,Tuljapur,1,12,0,19
Dharashiv,2019,Lohara,0,4,0,8
Dharashiv,2019,Umaraga,1,7,0,13
Dharashiv,2020,Paranda,1,6,0,9
Dharashiv,2020,Bhum,1,6,0,12
Dharashiv,2020,Washi,0,4,0,9
Dharashiv,2020,Kalamb,1,6,0,11
Dharashiv,2020,Dharashiv,1,10,1,20
Dharashiv,2020,Tuljapur,1,12,0,19
Dharashiv,2020,Lohara,0,4,0,8
Dharashiv,2020,Umaraga,1,7,0,13
Dharashiv,2021,Paranda,1,6,0,9
Dharashiv,2021,Bhum,1,6,1,13
Dharashiv,2021,Washi,0,4,0,9
Dharashiv,2021,Kalamb,1,6,1,12
Dharashiv,2021,Dharashiv,1,10,1,20
Dharashiv,2021,Tuljapur,1,12,0,19
Dharashiv,2021,Lohara,0,4,0,8
Dharashiv,2021,Umaraga,1,7,0,13
Palghar,2014,Palghar,0,8,,
Palghar,2014,Vasai,1,5,,
Palghar,2014,Dahanu,1,8,,
Palghar,2014,Javhar,0,5,,
Palghar,2014,Talasari,0,3,,
Palghar,2014,Mokhada,0,3,,
Palghar,2014,Vikramgad,0,5,,
Palghar,2014,Wada,1,7,,
Palghar,2015,Palghar,0,0,,
Palghar,2015,Vasai,1,0,,
Palghar,2015,Dahanu,1,0,,
Palghar,2015,Javhar,0,0,,
Palghar,2015,Talasari,0,0,,
Palghar,2015,Mokhada,0,0,,
Palghar,2015,Vikramgad,0,0,,
Palghar,2015,Wada,1,0,,
Palghar,2016,Talasari,0,0,,
Palghar,2016,Dahanu,1,0,,
Palghar,2016,Vikramgad,0,0,,
Palghar,2016,Javhar,0,0,,
Palghar,2016,Mokhada,0,0,,
Palghar,2016,Wada,1,0,,
Palghar,2016,Palghar,0,0,,
Palghar,2016,Vasai,1,0,,
Palghar,2017,Talasari,0,0,,
Palghar,2017,Dahanu,1,0,,
Palghar,2017,Vikramgad,0,0,,
Palghar,2017,Javhar,0,0,,
Palghar,2017,Mokhada,0,0,,
Palghar,2017,Wada,1,0,,
Palghar,2017,Palghar,1,0,,
Palghar,2017,Vasai,1,0,,
Palghar,2018,Talasari,0,0,1,6
Palghar,2018,Dahanu,1,0,0,15
Palghar,2018,Vikramgad,0,0,0,8
Palghar,2018,Javhar,0,0,0,11
Palghar,2018,Mokhada,0,0,0,6
Palghar,2018,Wada,1,0,0,16
Palghar,2018,Palghar,1,0,0,17
Palghar,2018,Vasai,1,0,0,10
Palghar,2019,Talasari,0,0,1,6
Palghar,2019,Dahanu,1,0,0,15
Palghar,2019,Vikramgad,0,0,0,8
Palghar,2019,Javhar,0,0,0,11
Palghar,2019,Mokhada,0,0,0,6
Palghar,2019,Wada,1,0,0,16
Palghar,2019,Palghar,1,0,0,17
Palghar,2019,Vasai,1,0,0,10
Palghar,2020,Talasari,0,0,1,6
Palghar,2020,Dahanu,1,0,0,15
Palghar,2020,Vikramgad,0,0,0,8
Palghar,2020,Javhar,0,0,0,11
Palghar,2020,Mokhada,0,0,0,6
Palghar,2020,Wada,1,0,0,16
Palghar,2020,Palghar,1,0,0,17
Palghar,2020,Vasai,1,0,0,10
Palghar,2021,Talasari,0,0,1,6
Palghar,2021,Dahanu,1,0,0,15
Palghar,2021,Vikramgad,0,0,0,8
Palghar,2021,Javhar,0,0,0,11
Palghar,2021,Mokhada,0,0,0,6
Palghar,2021,Wada,1,0,0,16
Palghar,2021,Palghar,1,0,0,17
Palghar,2021,Vasai,1,0,0,10
Parbhani,2013,Selu,1,5,,
Parbhani,2013,Jintur,1,14,,
Parbhani,2013,Parbhani,0,10,,
Parbhani,2013,Manvat,0,3,,
Parbhani,2013,Pathari,1,4,,
Parbhani,2013,Sonpeth,0,4,,
Parbhani,2013,Gangakhed,1,5,,
Parbhani,2013,Palam,0,3,,
Parbhani,2013,Purna,1,3,,
Parbhani,2014,Selu,1,0,,
Parbhani,2014,Jintur,1,0,,
Parbhani,2014,Parbhani,0,0,,
Parbhani,2014,Manvat,0,0,,
Parbhani,2014,Pathari,1,0,,
Parbhani,2014,Sonpeth,0,0,,
Parbhani,2014,Gangakhed,1,0,,
Parbhani,2014,Palam,0,0,,
Parbhani,2014,Purna,1,0,,
Parbhani,2015,Selu,1,4,,
Parbhani,2015,Jintur,1,18,,
Parbhani,2015,Parbhani,0,18,,
Parbhani,2015,Manvat,0,6,,
Parbhani,2015,Pathari,1,4,,
Parbhani,2015,Sonpeth,0,7,,
Parbhani,2015,Gangakhed,1,8,,
Parbhani,2015,Palam,0,6,,
Parbhani,2015,Purna,1,7,,
Parbhani,2016,Selu,1,4,,
Parbhani,2016,Jintur,1,18,,
Parbhani,2016,Parbhani,0,18,,
Parbhani,2016,Manvat,0,6,,
Parbhani,2016,Pathari,1,4,,
Parbhani,2016,Sonpeth,0,7,,
Parbhani,2016,Gangakhed,1,8,,
Parbhani,2016,Palam,0,6,,
Parbhani,2016,Purna,1,7,,
Parbhani,2017,Selu,1,4,,
Parbhani,2017,Jintur,1,18,,
Parbhani,2017,Parbhani,0,18,,
Parbhani,2017,Manvat,0,6,,
Parbhani,2017,Pathari,1,4,,
Parbhani,2017,Sonpeth,0,7,,
Parbhani,2017,Gangakhed,1,8,,
Parbhani,2017,Palam,0,6,,
Parbhani,2017,Purna,1,7,,
Parbhani,2018,Selu,1,5,0,8
Parbhani,2018,Jintur,1,14,0,19
Parbhani,2018,Parbhani,0,10,0,18
Parbhani,2018,Manvat,0,3,0,6
Parbhani,2018,Pathari,1,4,0,5
Parbhani,2018,Sonpeth,0,4,0,7
Parbhani,2018,Gangakhed,1,5,0,9
Parbhani,2018,Palam,0,3,0,6
Parbhani,2018,Purna,1,3,0,8
Parbhani,2019,Selu,1,5,0,8
Parbhani,2019,Jintur,1,14,0,19
Parbhani,2019,Parbhani,0,10,1,19
Parbhani,2019,Manvat,0,3,0,6
Parbhani,2019,Pathari,1,4,0,5
Parbhani,2019,Sonpeth,0,4,0,7
Parbhani,2019,Gangakhed,1,5,0,9
Parbhani,2019,Palam,0,3,0,6
Parbhani,2019,Purna,1,3,0,8
Parbhani,2020,Selu,1,5,0,8
Parbhani,2020,Jintur,1,14,0,19
Parbhani,2020,Parbhani,0,10,0,18
Parbhani,2020,Manvat,0,3,0,6
Parbhani,2020,Pathari,1,4,0,5
Parbhani,2020,Sonpeth,0,4,0,7
Parbhani,2020,Gangakhed,1,5,0,9
Parbhani,2020,Palam,0,3,0,6
Parbhani,2020,Purna,1,3,0,8
Parbhani,2021,Selu,1,5,0,8
Parbhani,2021,Jintur,1,14,0,19
Parbhani,2021,Parbhani,0,10,1,19
Parbhani,2021,Manvat,0,3,0,6
Parbhani,2021,Pathari,1,4,0,5
Parbhani,2021,Sonpeth,0,4,0,7
Parbhani,2021,Gangakhed,1,5,0,9
Parbhani,2021,Palam,0,3,0,6
Parbhani,2021,Purna,1,3,0,8
Raigad,2012,Uran,,3,,
Raigad,2012,Panwel,1,9,,
Raigad,2012,karjat,1,6,,
Raigad,2012,khalapur,1,2,,
Raigad,2012,pen,1,4,,
Raigad,2012,alibag,1,2,,
Raigad,2012,murud,,3,,
Raigad,2012,roha,,6,,
Raigad,2012,sudhagad,,3,,
Raigad,2012,mangaon,1,12,,
Raigad,2012,tala,,1,,
Raigad,2012,shreevardhan,,3,,
Raigad,2012,mhasala,,3,,
Raigad,2012,mahad,1,15,,
Raigad,2012,poladpur,,5,,
Raigad,2013,Uran,0,3,,
Raigad,2013,Panwel,1,9,,
Raigad,2013,karjat,1,6,,
Raigad,2013,khalapur,1,2,,
Raigad,2013,pen,1,4,,
Raigad,2013,alibag,1,2,,
Raigad,2013,murud,0,3,,
Raigad,2013,roha,0,6,,
Raigad,2013,sudhagad,0,3,,
Raigad,2013,mangaon,1,12,,
Raigad,2013,tala,0,1,,
Raigad,2013,shreevardhan,0,3,,
Raigad,2013,mhasala,0,3,,
Raigad,2013,mahad,1,15,,
Raigad,2013,poladpur,0,5,,
Raigad,2014,Uran,0,3,,
Raigad,2014,Panwel,1,9,,
Raigad,2014,karjat,1,6,,
Raigad,2014,khalapur,1,2,,
Raigad,2014,pen,1,4,,
Raigad,2014,alibag,1,2,,
Raigad,2014,murud,0,3,,
Raigad,2014,roha,0,6,,
Raigad,2014,sudhagad,0,3,,
Raigad,2014,mangaon,1,12,,
Raigad,2014,tala,0,1,,
Raigad,2014,shreevardhan,0,3,,
Raigad,2014,mhasala,0,3,,
Raigad,2014,mahad,1,15,,
Raigad,2014,poladpur,0,5,,
Raigad,2015,Uran,0,3,,
Raigad,2015,Panwel,1,9,,
Raigad,2015,karjat,1,6,,
Raigad,2015,khalapur,1,2,,
Raigad,2015,pen,1,4,,
Raigad,2015,alibag,1,2,,
Raigad,2015,murud,0,3,,
Raigad,2015,roha,0,6,,
Raigad,2015,sudhagad,0,3,,
Raigad,2015,mangaon,1,12,,
Raigad,2015,tala,0,1,,
Raigad,2015,shreevardhan,0,3,,
Raigad,2015,mhasala,0,3,,
Raigad,2015,mahad,1,15,,
Raigad,2015,poladpur,0,5,,
Raigad,2016,Uran,0,3,,
Raigad,2016,Panwel,1,9,,
Raigad,2016,karjat,1,6,,
Raigad,2016,khalapur,1,2,,
Raigad,2016,pen,1,4,,
Raigad,2016,alibag,1,2,,
Raigad,2016,murud,0,3,,
Raigad,2016,roha,0,6,,
Raigad,2016,sudhagad,0,3,,
Raigad,2016,mangaon,1,12,,
Raigad,2016,tala,0,1,,
Raigad,2016,shreevardhan,0,3,,
Raigad,2016,mhasala,0,3,,
Raigad,2016,mahad,1,15,,
Raigad,2016,poladpur,0,5,,
Raigad,2017,Uran,0,3,,
Raigad,2017,Panwel,1,9,,
Raigad,2017,karjat,1,6,,
Raigad,2017,khalapur,1,2,,
Raigad,2017,pen,1,4,,
Raigad,2017,alibag,1,2,,
Raigad,2017,murud,0,3,,
Raigad,2017,roha,0,6,,
Raigad,2017,sudhagad,0,3,,
Raigad,2017,mangaon,1,12,,
Raigad,2017,tala,0,1,,
Raigad,2017,shreevardhan,0,3,,
Raigad,2017,mhasala,0,3,,
Raigad,2017,mahad,1,15,,
Raigad,2017,poladpur,0,5,,
Raigad,2018,Uran,0,3,0,4
Raigad,2018,Panwel,1,9,0,11
Raigad,2018,karjat,1,6,0,17
Raigad,2018,khalapur,1,2,0,6
Raigad,2018,pen,1,4,0,8
Raigad,2018,alibag,1,2,0,6
Raigad,2018,murud,0,3,0,5
Raigad,2018,roha,0,6,0,9
Raigad,2018,sudhagad,0,3,0,6
Raigad,2018,mangaon,1,12,0,14
Raigad,2018,tala,0,1,0,3
Raigad,2018,shreevardhan,0,3,0,6
Raigad,2018,mhasala,0,3,0,4
Raigad,2018,mahad,1,15,0,17
Raigad,2018,poladpur,0,5,0,6
Raigad,2019,Uran,0,3,0,4
Raigad,2019,Panwel,1,9,0,11
Raigad,2019,karjat,1,6,0,17
Raigad,2019,khalapur,1,2,0,6
Raigad,2019,pen,1,4,0,8
Raigad,2019,alibag,1,2,0,6
Raigad,2019,murud,0,3,0,5
Raigad,2019,roha,0,6,0,9
Raigad,2019,sudhagad,0,3,0,6
Raigad,2019,mangaon,1,12,0,14
Raigad,2019,tala,0,1,0,3
Raigad,2019,shreevardhan,0,3,0,6
Raigad,2019,mhasala,0,3,0,4
Raigad,2019,mahad,1,15,0,17
Raigad,2019,poladpur,0,5,0,6
Raigad,2020,Uran,0,3,0,4
Raigad,2020,Panwel,1,9,0,11
Raigad,2020,karjat,1,6,0,17
Raigad,2020,khalapur,1,2,0,6
Raigad,2020,pen,1,4,0,8
Raigad,2020,alibag,1,2,0,6
Raigad,2020,murud,0,3,0,5
Raigad,2020,roha,0,6,0,9
Raigad,2020,sudhagad,0,3,0,6
Raigad,2020,mangaon,1,12,0,14
Raigad,2020,tala,0,1,0,3
Raigad,2020,shreevardhan,0,3,0,6
Raigad,2020,mhasala,0,3,0,4
Raigad,2020,mahad,1,15,0,17
Raigad,2020,poladpur,0,5,0,6
Raigad,2021,Uran,0,3,0,4
Raigad,2021,Panwel,1,9,0,11
Raigad,2021,karjat,1,6,0,17
Raigad,2021,khalapur,1,2,0,6
Raigad,2021,pen,1,4,0,8
Raigad,2021,alibag,1,2,0,6
Raigad,2021,murud,0,3,0,5
Raigad,2021,roha,0,6,0,9
Raigad,2021,sudhagad,0,3,0,6
Raigad,2021,mangaon,1,12,0,14
Raigad,2021,tala,0,1,0,3
Raigad,2021,shreevardhan,0,3,0,6
Raigad,2021,mhasala,0,3,0,4
Raigad,2021,mahad,1,15,0,17
Raigad,2021,poladpur,0,5,0,6
Ratnagiri,2006,Mandangad,,7,,
Ratnagiri,2006,Dapoli,1,14,,
Ratnagiri,2006,Khed,1,20,,
Ratnagiri,2006,Chiplun,1,26,,
Ratnagiri,2006,Guhagar,,12,,
Ratnagiri,2006,Ratnagiri,1,7,,
Ratnagiri,2006,Sangameshwar,1,19,,
Ratnagiri,2006,Lanja,,10,,
Ratnagiri,2006,Rajapur,,11,,
Ratnagiri,2008,Mandangad,,6,,
Ratnagiri,2008,Dapoli,1,15,,
Ratnagiri,2008,Khed,1,20,,
Ratnagiri,2008,Chiplun,1,26,,
Ratnagiri,2008,Guhagar,,12,,
Ratnagiri,2008,Ratnagiri,1,7,,
Ratnagiri,2008,Sangameshwar,1,19,,
Ratnagiri,2008,Lanja,,10,,
Ratnagiri,2008,Rajapur,,11,,
Ratnagiri,2009,Mandangad,1,6,,
Ratnagiri,2009,Dapoli,1,8,,
Ratnagiri,2009,Khed,1,12,,
Ratnagiri,2009,Chiplun,1,14,,
Ratnagiri,2009,Guhagar,1,7,,
Ratnagiri,2009,Ratnagiri,0,2,,
Ratnagiri,2009,Sangameshwar,0,6,,
Ratnagiri,2009,Lanja,1,8,,
Ratnagiri,2009,Rajapur,0,3,,
Ratnagiri,2010,Mandangad,0,0,,
Ratnagiri,2010,Dapoli,1,0,,
Ratnagiri,2010,Khed,1,0,,
Ratnagiri,2010,Chiplun,1,0,,
Ratnagiri,2010,Guhagar,0,0,,
Ratnagiri,2010,Ratnagiri,1,0,,
Ratnagiri,2010,Sangameshwar,1,0,,
Ratnagiri,2010,Lanja,0,0,,
Ratnagiri,2010,Rajapur,0,0,,
Ratnagiri,2011,Mandangad,0,0,,
Ratnagiri,2011,Dapoli,1,0,,
Ratnagiri,2011,Khed,1,0,,
Ratnagiri,2011,Chiplun,1,0,,
Ratnagiri,2011,Guhagar,0,0,,
Ratnagiri,2011,Ratnagiri,1,0,,
Ratnagiri,2011,Sangameshwar,1,0,,
Ratnagiri,2011,Lanja,0,0,,
Ratnagiri,2011,Rajapur,0,0,,
Ratnagiri,2012,Mandangad,0,0,,
Ratnagiri,2012,Dapoli,1,0,,
Ratnagiri,2012,Khed,1,0,,
Ratnagiri,2012,Chiplun,1,0,,
Ratnagiri,2012,Guhagar,0,0,,
Ratnagiri,2012,Ratnagiri,1,0,,
Ratnagiri,2012,Sangameshwar,1,0,,
Ratnagiri,2012,Lanja,0,0,,
Ratnagiri,2012,Rajapur,0,0,,
Ratnagiri,2013,Mandangad,0,0,,
Ratnagiri,2013,Dapoli,1,0,,
Ratnagiri,2013,Khed,1,0,,
Ratnagiri,2013,Chiplun,1,0,,
Ratnagiri,2013,Guhagar,0,0,,
Ratnagiri,2013,Ratnagiri,1,0,,
Ratnagiri,2013,Sangameshwar,1,0,,
Ratnagiri,2013,Lanja,0,0,,
Ratnagiri,2013,Rajapur,0,0,,
Ratnagiri,2014,Mandangad,0,0,,
Ratnagiri,2014,Dapoli,1,0,,
Ratnagiri,2014,Khed,1,0,,
Ratnagiri,2014,Chiplun,1,0,,
Ratnagiri,2014,Guhagar,0,0,,
Ratnagiri,2014,Ratnagiri,1,0,,
Ratnagiri,2014,Sangameshwar,1,0,,
Ratnagiri,2014,Lanja,0,0,,
Ratnagiri,2014,Rajapur,0,0,,
Ratnagiri,2015,Mandangad,0,0,,
Ratnagiri,2015,Dapoli,1,0,,
Ratnagiri,2015,Khed,1,0,,
Ratnagiri,2015,Chiplun,1,0,,
Ratnagiri,2015,Guhagar,0,0,,
Ratnagiri,2015,Ratnagiri,1,0,,
Ratnagiri,2015,Sangameshwar,1,0,,
Ratnagiri,2015,Lanja,0,0,,
Ratnagiri,2015,Rajapur,0,0,,
Ratnagiri,2016,Mandangad,0,0,,
Ratnagiri,2016,Dapoli,1,0,,
Ratnagiri,2016,Khed,1,0,,
Ratnagiri,2016,Chiplun,1,0,,
Ratnagiri,2016,Guhagar,0,0,,
Ratnagiri,2016,Ratnagiri,1,0,,
Ratnagiri,2016,Sangameshwar,1,0,,
Ratnagiri,2016,Lanja,0,0,,
Ratnagiri,2016,Rajapur,0,0,,
Ratnagiri,2017,Mandangad,0,0,,
Ratnagiri,2017,Dapoli,1,0,,
Ratnagiri,2017,Khed,1,0,,
Ratnagiri,2017,Chiplun,1,0,,
Ratnagiri,2017,Guhagar,0,0,,
Ratnagiri,2017,Ratnagiri,1,0,,
Ratnagiri,2017,Sangameshwar,1,0,,
Ratnagiri,2017,Lanja,0,0,,
Ratnagiri,2017,Rajapur,0,0,,
Ratnagiri,2018,Mandangad,0,0,0,9
Ratnagiri,2018,Dapoli,1,0,0,16
Ratnagiri,2018,Khed,1,0,1,26
Ratnagiri,2018,Chiplun,1,0,0,29
Ratnagiri,2018,Guhagar,0,0,0,15
Ratnagiri,2018,Ratnagiri,1,0,0,11
Ratnagiri,2018,Sangameshwar,1,0,0,22
Ratnagiri,2018,Lanja,0,0,1,13
Ratnagiri,2018,Rajapur,0,0,0,14
Ratnagiri,2019,Mandangad,0,0,0,9
Ratnagiri,2019,Dapoli,1,0,0,16
Ratnagiri,2019,Khed,1,0,1,24
Ratnagiri,2019,Chiplun,1,0,0,29
Ratnagiri,2019,Guhagar,0,0,0,15
Ratnagiri,2019,Ratnagiri,1,0,0,11
Ratnagiri,2019,Sangameshwar,1,0,0,22
Ratnagiri,2019,Lanja,0,0,1,13
Ratnagiri,2019,Rajapur,0,0,0,14
Ratnagiri,2020,Mandangad,0,0,0,9
Ratnagiri,2020,Dapoli,1,0,0,16
Ratnagiri,2020,Khed,1,0,1,24
Ratnagiri,2020,Chiplun,1,0,0,29
Ratnagiri,2020,Guhagar,0,0,0,15
Ratnagiri,2020,Ratnagiri,1,0,0,11
Ratnagiri,2020,Sangameshwar,1,0,0,22
Ratnagiri,2020,Lanja,0,0,1,13
Ratnagiri,2020,Rajapur,0,0,0,14
Ratnagiri,2021,Mandangad,0,0,1,10
Ratnagiri,2021,Dapoli,1,0,0,16
Ratnagiri,2021,Khed,1,0,1,24
Ratnagiri,2021,Chiplun,1,0,0,29
Ratnagiri,2021,Guhagar,0,0,0,15
Ratnagiri,2021,Ratnagiri,1,0,0,11
Ratnagiri,2021,Sangameshwar,1,0,0,22
Ratnagiri,2021,Lanja,0,0,1,13
Ratnagiri,2021,Rajapur,0,0,0,14
Sindhudurg,2012,Devgad,0,10,,
Sindhudurg,2012,Vaibhavwadi,0,8,,
Sindhudurg,2012,Kankavali,1,12,,
Sindhudurg,2012,Malvan,1,9,,
Sindhudurg,2012,Vengurla,1,4,,
Sindhudurg,2012,Kudal,1,17,,
Sindhudurg,2012,Sawantwadi,1,6,,
Sindhudurg,2012,Dodamarg,0,4,,
Sindhudurg,2013,Devgad,0,10,,
Sindhudurg,2013,Vaibhavwadi,0,8,,
Sindhudurg,2013,Kankavali,1,12,,
Sindhudurg,2013,Malvan,1,9,,
Sindhudurg,2013,Vengurla,1,4,,
Sindhudurg,2013,Kudal,1,17,,
Sindhudurg,2013,Sawantwadi,1,6,,
Sindhudurg,2013,Dodamarg,0,4,,
Sindhudurg,2014,Devgad,0,10,,
Sindhudurg,2014,Vaibhavwadi,0,8,,
Sindhudurg,2014,Kankavali,1,12,,
Sindhudurg,2014,Malvan,1,9,,
Sindhudurg,2014,Vengurla,1,4,,
Sindhudurg,2014,Kudal,1,17,,
Sindhudurg,2014,Sawantwadi,1,6,,
Sindhudurg,2014,Dodamarg,0,4,,
Sindhudurg,2015,Devgad,0,10,,
Sindhudurg,2015,Vaibhavwadi,0,8,,
Sindhudurg,2015,Kankavali,1,12,,
Sindhudurg,2015,Malvan,1,9,,
Sindhudurg,2015,Vengurla,1,4,,
Sindhudurg,2015,Kudal,1,17,,
Sindhudurg,2015,Sawantwadi,1,6,,
Sindhudurg,2015,Dodamarg,0,4,,
Sindhudurg,2016,Devgad,0,10,,
Sindhudurg,2016,Vaibhavwadi,0,8,,
Sindhudurg,2016,Kankavali,1,12,,
Sindhudurg,2016,Malvan,1,9,,
Sindhudurg,2016,Vengurla,1,4,,
Sindhudurg,2016,Kudal,1,17,,
Sindhudurg,2016,Sawantwadi,1,6,,
Sindhudurg,2016,Dodamarg,0,4,,
Sindhudurg,2017,Devgad,0,10,,
Sindhudurg,2017,Vaibhavwadi,0,8,,
Sindhudurg,2017,Kankavali,1,12,,
Sindhudurg,2017,Malvan,1,9,,
Sindhudurg,2017,Vengurla,1,4,,
Sindhudurg,2017,Kudal,1,17,,
Sindhudurg,2017,Sawantwadi,1,6,,
Sindhudurg,2017,Dodamarg,0,4,,
Sindhudurg,2018,Devgad,0,10,1,15
Sindhudurg,2018,Vaibhavwadi,0,4,0,6
Sindhudurg,2018,Kankavali,1,12,1,17
Sindhudurg,2018,Malvan,1,17,1,20
Sindhudurg,2018,Vengurla,1,9,1,11
Sindhudurg,2018,Kudal,1,6,1,14
Sindhudurg,2018,Sawantwadi,0,8,1,10
Sindhudurg,2018,Dodamarg,1,4,1,9
Sindhudurg,2019,Devgad,0,10,1,15
Sindhudurg,2019,Vaibhavwadi,0,4,0,6
Sindhudurg,2019,Kankawali,1,12,1,17
Sindhudurg,2019,Malwan,1,17,1,20
Sindhudurg,2019,Vengurli,1,9,1,11
Sindhudurg,2019,Kulad,1,6,1,14
Sindhudurg,2019,Savantwadi,0,8,1,10
Sindhudurg,2019,Dodamarg,1,4,1,9
Sindhudurg,2020,Devgad,0,10,1,15
Sindhudurg,2020,Vaibhavwadi,0,8,0,10
Sindhudurg,2020,Kankawali,1,12,1,17
Sindhudurg,2020,Malwan,1,9,1,12
Sindhudurg,2020,Vengurli,1,4,1,6
Sindhudurg,2020,Kulad,1,17,1,25
Sindhudurg,2020,Savantwadi,1,6,1,9
Sindhudurg,2020,Dodamarg,0,4,1,8
Sindhudurg,2021,Devgad,0,10,1,15
Sindhudurg,2021,Vaibhavwadi,0,8,1,10
Sindhudurg,2021,Kankawali,1,12,1,17
Sindhudurg,2021,Malwan,1,9,1,11
Sindhudurg,2021,Vengurli,1,4,1,9
Sindhudurg,2021,Kulad,1,17,1,20
Sindhudurg,2021,Savantwadi,1,6,1,14
Sindhudurg,2021,Dodamarg,0,4,1,7
Thane,2014,Thane,0,3,,
Thane,2014,Bhivandi,1,8,,
Thane,2014,Shahapur,1,16,,
Thane,2014,Kalyan,1,1,,
Thane,2014,Ulhasnagar,0,0,,
Thane,2014,Ambarnath,1,3,,
Thane,2014,Murbad,0,11,,
Thane,2015,Thane,0,3,,
Thane,2015,Bhivandi,1,8,,
Thane,2015,Shahapur,1,16,,
Thane,2015,Kalyan,1,1,,
Thane,2015,Ulhasnagar,0,0,,
Thane,2015,Ambarnath,1,3,,
Thane,2015,Murbad,0,11,,
Thane,2016,Thane,0,3,,
Thane,2016,Bhivandi,1,8,,
Thane,2016,Shahapur,1,16,,
Thane,2016,Kalyan,1,1,,
Thane,2016,Ulhasnagar,0,0,,
Thane,2016,Ambarnath,1,3,,
Thane,2016,Murbad,0,11,,
Thane,2017,Thane,0,3,,
Thane,2017,Bhivandi,1,8,,
Thane,2017,Shahapur,1,16,,
Thane,2017,Kalyan,1,1,,
Thane,2017,Ulhasnagar,0,0,,
Thane,2017,Ambarnath,1,3,,
Thane,2017,Murbad,0,11,,
Thane,2018,Thane,0,3,0,3
Thane,2018,Bhivandi,1,8,0,17
Thane,2018,Shahapur,1,16,1,23
Thane,2018,Kalyan,1,1,0,6
Thane,2018,Ulhasnagar,0,0,0,0
Thane,2018,Ambarnath,1,3,0,6
Thane,2018,Murbad,0,11,0,14
Thane,2019,Thane,0,3,0,3
Thane,2019,Bhivandi,1,8,0,17
Thane,2019,Shahapur,1,16,1,23
Thane,2019,Kalyan,1,1,0,6
Thane,2019,Ulhasnagar,0,0,0,0
Thane,2019,Ambarnath,1,3,0,6
Thane,2019,Murbad,0,11,0,14
Thane,2020,Thane,0,3,0,3
Thane,2020,Bhivandi,1,8,0,17
Thane,2020,Shahapur,1,16,1,23
Thane,2020,Kalyan,1,1,0,6
Thane,2020,Ulhasnagar,0,0,0,0
Thane,2020,Ambarnath,1,3,0,6
Thane,2020,Murbad,0,11,0,14
Thane,2021,Thane,0,3,0,3
Thane,2021,Bhivandi,1,16,0,17
Thane,2021,Shahapur,1,21,1,23
Thane,2021,Kalyan,1,5,0,6
Thane,2021,Ulhasnagar,0,0,0,0
Thane,2021,Ambarnath,1,5,0,6
Thane,2021,Murbad,0,14,0,14
Wardha,2012,Ashti,0,5,,
Wardha,2012,Karanja,1,10,,
Wardha,2012,Aarvi,1,14,,
Wardha,2012,Selu,1,10,,
Wardha,2012,Wardha,1,9,,
Wardha,2012,Devali,1,8,,
Wardha,2012,Hinganghat,1,11,,
Wardha,2012,Samudrapur,0,10,,
Wardha,2013,Ashti,0,5,,
Wardha,2013,Karanja,1,10,,
Wardha,2013,Aarvi,1,14,,
Wardha,2013,Selu,1,10,,
Wardha,2013,Wardha,1,9,,
Wardha,2013,Devali,1,8,,
Wardha,2013,Hinganghat,1,11,,
Wardha,2013,Samudrapur,0,10,,
Wardha,2014,Ashti,0,5,,
Wardha,2014,Karanja,1,10,,
Wardha,2014,Aarvi,1,14,,
Wardha,2014,Selu,1,10,,
Wardha,2014,Wardha,1,9,,
Wardha,2014,Devali,1,8,,
Wardha,2014,Hinganghat,1,11,,
Wardha,2014,Samudrapur,0,10,,
Wardha,2015,Ashti,0,5,,
Wardha,2015,Karanja,1,10,,
Wardha,2015,Aarvi,1,14,,
Wardha,2015,Selu,1,10,,
Wardha,2015,Wardha,1,9,,
Wardha,2015,Devali,1,8,,
Wardha,2015,Hinganghat,1,11,,
Wardha,2015,Samudrapur,0,10,,
Wardha,2016,Ashti,0,5,,
Wardha,2016,Karanja,1,10,,
Wardha,2016,Aarvi,1,14,,
Wardha,2016,Selu,1,10,,
Wardha,2016,Wardha,1,9,,
Wardha,2016,Devali,1,8,,
Wardha,2016,Hinganghat,1,11,,
Wardha,2016,Samudrapur,0,10,,
Wardha,2017,Ashti,0,5,,
Wardha,2017,Karanja,1,10,,
Wardha,2017,Aarvi,1,14,,
Wardha,2017,Selu,1,10,,
Wardha,2017,Wardha,1,9,,
Wardha,2017,Devali,1,8,,
Wardha,2017,Hinganghat,1,11,,
Wardha,2017,Samudrapur,0,10,,
Wardha,2018,Ashti,0,5,0,7
Wardha,2018,Karanja,1,10,0,13
Wardha,2018,Aarvi,1,14,0,18
Wardha,2018,Selu,1,10,0,13
Wardha,2018,Wardha,1,9,1,16
Wardha,2018,Devali,1,8,0,11
Wardha,2018,Hinganghat,1,11,0,15
Wardha,2018,Samudrapur,0,10,0,13
Wardha,2019,Ashti,0,5,0,7
Wardha,2019,Karanja,1,10,0,13
