District,Year,Taluka,Length of Rivers,"Number of Lakes, Ponds or Reservoirs Suitable for Fishing",Area Suitable for Fishing,Area Used for Commercial Fisheries,Groundwater Fish Production,Price Received by Producers for Fish Caught,Fish Seeds Used,Fish Business Cooperatives,Members in Fish Business Cooperatives
Chhatrapati Sambhaji Nagar,2013,Phulambri,60.0,161.0,894.0,620.0,300.0,18000000.0,1000000.0,8.0,485.0
Chhatrapati Sambhaji Nagar,2013,Chhatrapati Sambhaji Nagar,95.0,311.0,2363.0,1094.0,210.0,12600000.0,2000000.0,13.0,408.0
Chhatrapati Sambhaji Nagar,2013,Khultabad,98.0,180.0,1550.0,790.0,200.0,12000000.0,3000000.0,11.0,637.0
Chhatrapati Sambhaji Nagar,2013,Vaijapur,110.0,215.0,2422.0,1520.0,200.0,12000000.0,1500000.0,13.0,376.0
Chhatrapati Sambhaji Nagar,2013,Gangapur,91.0,185.0,2048.0,1200.0,80.0,4800000.0,1000000.0,10.0,329.0
Chhatrapati Sambhaji Nagar,2013,Paithan,107.0,125.0,726.0,620.0,110.0,6600000.0,95000.0,11.0,565.0
Chhatrapati Sambhaji Nagar,2014,Kannad,62.0,236.0,3282.0,2602.0,1025.0,10250000.0,1800000.0,15.0,539.0
Chhatrapati Sambhaji Nagar,2014,Soyegaon,68.0,185.0,866.0,651.0,295.0,5900000.0,1000000.0,12.0,397.0
Chhatrapati Sambhaji Nagar,2014,Sillod,80.0,275.0,2209.0,1050.0,310.0,6200000.0,1500000.0,11.0,730.0
Chhatrapati Sambhaji Nagar,2014,Phulambri,60.0,161.0,894.0,620.0,350.0,7000000.0,950000.0,8.0,485.0
Chhatrapati Sambhaji Nagar,2014,Chhatrapati Sambhaji Nagar,95.0,311.0,2363.0,1094.0,415.0,8300000.0,1500000.0,10.0,408.0
Chhatrapati Sambhaji Nagar,2014,Khultabad,98.0,180.0,1550.0,790.0,300.0,6000000.0,1100000.0,11.0,637.0
Chhatrapati Sambhaji Nagar,2014,Vaijapur,110.0,215.0,2422.0,1520.0,240.0,4800000.0,850000.0,11.0,376.0
Chhatrapati Sambhaji Nagar,2014,Gangapur,91.0,185.0,2048.0,1200.0,145.0,2900000.0,550000.0,10.0,329.0
Chhatrapati Sambhaji Nagar,2014,Paithan,107.0,125.0,726.0,620.0,95.0,1900000.0,800000.0,11.0,565.0
Chhatrapati Sambhaji Nagar,2015,Kannad,62.0,236.0,3282.0,2602.0,525.0,10500000.0,1210000.0,14.0,617.0
Chhatrapati Sambhaji Nagar,2015,Soyegaon,68.0,185.0,866.0,651.0,290.0,5800000.0,740000.0,12.0,397.0
Chhatrapati Sambhaji Nagar,2015,Sillod,80.0,275.0,2209.0,1050.0,310.0,6200000.0,1000000.0,11.0,730.0
Chhatrapati Sambhaji Nagar,2015,Phulambri,60.0,161.0,894.0,62.0,275.0,5500000.0,800000.0,8.0,485.0
Chhatrapati Sambhaji Nagar,2015,Chhatrapati Sambhaji Nagar,95.0,311.0,2363.0,1094.0,395.0,7900000.0,1200000.0,10.0,408.0
Chhatrapati Sambhaji Nagar,2015,Khultabad,98.0,180.0,1550.0,790.0,450.0,9000000.0,1100000.0,11.0,637.0
Chhatrapati Sambhaji Nagar,2015,Vaijapur,110.0,215.0,2422.0,1520.0,320.0,6400000.0,800000.0,11.0,376.0
Chhatrapati Sambhaji Nagar,2015,Gangapur,91.0,185.0,2048.0,1200.0,190.0,3800000.0,700000.0,10.0,329.0
Chhatrapati Sambhaji Nagar,2015,Paithan,107.0,125.0,726.0,620.0,270.0,5400000.0,500000.0,11.0,565.0
Chhatrapati Sambhaji Nagar,2016,Kannad,62.0,236.0,3282.0,2602.0,485.0,14500000.0,1216000.0,26.0,1012.0
Chhatrapati Sambhaji Nagar,2016,Soyegaon,68.0,185.0,866.0,651.0,270.0,8100000.0,940000.0,13.0,553.0
Chhatrapati Sambhaji Nagar,2016,Sillod,80.0,275.0,2209.0,1050.0,280.0,8400000.0,1150000.0,14.0,573.0
Chhatrapati Sambhaji Nagar,2016,Phulambri,60.0,161.0,894.0,62.0,160.0,4800000.0,950000.0,8.0,394.0
Chhatrapati Sambhaji Nagar,2016,Chhatrapati Sambhaji Nagar,95.0,311.0,2363.0,1094.0,365.0,10900000.0,1400000.0,13.0,577.0
Chhatrapati Sambhaji Nagar,2016,Khultabad,98.0,180.0,1550.0,790.0,350.0,10500000.0,1300000.0,11.0,526.0
Chhatrapati Sambhaji Nagar,2016,Vaijapur,110.0,215.0,2422.0,1520.0,220.0,6600000.0,800000.0,14.0,565.0
Chhatrapati Sambhaji Nagar,2016,Gangapur,91.0,185.0,2048.0,1200.0,190.0,5700000.0,700000.0,8.0,278.0
Chhatrapati Sambhaji Nagar,2016,Paithan,107.0,125.0,726.0,620.0,176.0,5200000.0,500000.0,11.0,245.0
Chhatrapati Sambhaji Nagar,2017,Kannad,62.0,236.0,3282.0,2602.0,580.0,17400000.0,1316000.0,24.0,1012.0
Chhatrapati Sambhaji Nagar,2017,Soyegaon,68.0,185.0,866.0,651.0,310.0,9300000.0,1040000.0,11.0,553.0
Chhatrapati Sambhaji Nagar,2017,Sillod,80.0,275.0,2209.0,1050.0,400.0,12000000.0,1150000.0,13.0,573.0
Chhatrapati Sambhaji Nagar,2017,Phulambri,60.0,161.0,894.0,62.0,180.0,5400000.0,950000.0,7.0,394.0
Chhatrapati Sambhaji Nagar,2017,Chhatrapati Sambhaji Nagar,95.0,311.0,2363.0,1094.0,385.0,11500000.0,1500000.0,12.0,577.0
Chhatrapati Sambhaji Nagar,2017,Khultabad,98.0,180.0,1550.0,790.0,360.0,10800000.0,1400000.0,10.0,526.0
Chhatrapati Sambhaji Nagar,2017,Vaijapur,110.0,215.0,2422.0,1520.0,250.0,7500000.0,900000.0,14.0,565.0
Chhatrapati Sambhaji Nagar,2017,Gangapur,91.0,185.0,2048.0,1200.0,202.0,6000000.0,894999.9999999999,7.0,278.0
Chhatrapati Sambhaji Nagar,2017,Paithan,107.0,125.0,726.0,620.0,190.0,5700000.0,500000.0,6.0,245.0
Chhatrapati Sambhaji Nagar,2018,Kannad,62.0,236.0,3282.0,2210.0,520.0,15600000.0,1011000.0,22.0,977.0
Chhatrapati Sambhaji Nagar,2018,Soyegaon,68.0,185.0,866.0,649.0,290.0,8700000.0,990000.0,10.0,528.0
Chhatrapati Sambhaji Nagar,2018,Sillod,80.0,275.0,2209.0,987.0,220.0,6600000.0,1090000.0,13.0,527.0
Chhatrapati Sambhaji Nagar,2018,Phulambri,60.0,161.0,894.0,58.0,110.0,3300000.0,819999.9999999999,8.0,422.0
Chhatrapati Sambhaji Nagar,2018,Chhatrapati Sambhaji Nagar,95.0,311.0,2363.0,899.0,215.0,6450000.0,1320000.0,13.0,556.0
Chhatrapati Sambhaji Nagar,2018,Khultabad,98.0,180.0,1550.0,781.0,210.0,6300000.0,1200000.0,11.0,524.0
Chhatrapati Sambhaji Nagar,2018,Vaijapur,110.0,215.0,2422.0,1510.0,190.0,5700000.0,700000.0,12.0,532.0
Chhatrapati Sambhaji Nagar,2018,Gangapur,91.0,185.0,2048.0,1186.0,133.0,3990000.0,786000.0,7.0,249.0
Chhatrapati Sambhaji Nagar,2018,Paithan,107.0,125.0,726.0,607.0,150.0,4500000.0,450000.0,6.0,245.0
Chhatrapati Sambhaji Nagar,2019,Kannad,62.0,236.0,3282.0,2210.0,520.0,15600000.0,1011000.0,22.0,977.0
Chhatrapati Sambhaji Nagar,2019,Soyegaon,68.0,187.0,939.0,721.0,369.68,11000000.0,1256000.0,10.0,528.0
Chhatrapati Sambhaji Nagar,2019,Sillod,80.0,275.0,2209.0,987.0,220.0,6600000.0,1090000.0,13.0,527.0
Chhatrapati Sambhaji Nagar,2019,Phulambri,60.0,161.0,894.0,58.0,110.0,3300000.0,819999.9999999999,8.0,422.0
Chhatrapati Sambhaji Nagar,2019,Chhatrapati Sambhaji Nagar,95.0,313.0,2455.0,991.0,305.96,9179000.0,1623000.0,13.0,556.0
Chhatrapati Sambhaji Nagar,2019,Khultabad,98.0,180.0,1550.0,781.0,210.0,6300000.0,1200000.0,11.0,524.0
Chhatrapati Sambhaji Nagar,2019,Vaijapur,110.0,215.0,2422.0,1510.0,190.0,5700000.0,700000.0,12.0,532.0
Chhatrapati Sambhaji Nagar,2019,Gangapur,91.0,185.0,2048.0,1186.0,133.0,3900000.0,786000.0,7.0,249.0
Chhatrapati Sambhaji Nagar,2019,Paithan,107.0,125.0,726.0,607.0,150.0,4500000.0,450000.0,6.0,245.0
Chhatrapati Sambhaji Nagar,2020,Kannad,62.0,236.0,3282.0,2210.0,510.0,15300000.0,1011000.0,22.0,977.0
Chhatrapati Sambhaji Nagar,2020,Soyegaon,68.0,188.0,1008.0,791.0,454.0,13600000.0,1520000.0,11.0,553.0
Chhatrapati Sambhaji Nagar,2020,Sillod,80.0,276.0,2289.0,1057.0,315.0,9400000.0,1200000.0,14.0,558.0
Chhatrapati Sambhaji Nagar,2020,Phulambri,60.0,161.0,894.0,58.0,105.0,3100000.0,819999.9999999999,8.0,422.0
Chhatrapati Sambhaji Nagar,2020,Chhatrapati Sambhaji Nagar,95.0,315.0,2625.0,1070.0,435.0,13050000.0,2000000.0,15.0,616.0
Chhatrapati Sambhaji Nagar,2020,Khultabad,98.0,180.0,1550.0,781.0,205.0,6150000.0,1200000.0,11.0,524.0
Chhatrapati Sambhaji Nagar,2020,Vaijapur,110.0,215.0,2422.0,1510.0,205.0,6150000.0,700000.0,12.0,532.0
Chhatrapati Sambhaji Nagar,2020,Gangapur,91.0,185.0,2048.0,1186.0,128.0,3840000.0,786000.0,7.0,249.0
Chhatrapati Sambhaji Nagar,2020,Paithan,107.0,125.0,726.0,607.0,154.0,4620000.0,450000.0,6.0,245.0
Chhatrapati Sambhaji Nagar,2021,Kannad,62.0,236.0,3282.0,2210.0,700.0,21000000.0,4200000.0,22.0,1060.0
Chhatrapati Sambhaji Nagar,2021,Soyegaon,68.0,188.0,1008.0,791.0,780.0,23400000.0,4100000.0,15.0,731.0
Chhatrapati Sambhaji Nagar,2021,Sillod,80.0,276.0,2289.0,1057.0,410.0,12300000.0,1900000.0,13.0,738.0
Chhatrapati Sambhaji Nagar,2021,Phulambri,60.0,161.0,894.0,58.0,300.0,9000000.0,900000.0,8.0,554.0
Chhatrapati Sambhaji Nagar,2021,Chhatrapati Sambhaji Nagar,95.0,315.0,2625.0,1070.0,510.0,15300000.0,2400000.0,13.0,597.0
Chhatrapati Sambhaji Nagar,2021,Khultabad,98.0,180.0,1550.0,781.0,300.0,9000000.0,1000000.0,12.0,529.0
Chhatrapati Sambhaji Nagar,2021,Vaijapur,110.0,215.0,2422.0,1510.0,280.0,8400000.0,700000.0,12.0,594.0
Chhatrapati Sambhaji Nagar,2021,Gangapur,91.0,185.0,2048.0,1186.0,380.0,11400000.0,800000.0,8.0,343.0
Chhatrapati Sambhaji Nagar,2021,Paithan,107.0,125.0,726.0,607.0,360.0,10800000.0,900000.0,6.0,270.0
Solapur,2011,Karmala,156.0,11.0,881.0,802.0,111.0,2775000.0,450000.0,16.0,542.0
Solapur,2011,Madha,92.0,4.0,18291.0,73.0,1293.0,32325000.0,200000.0,8.0,346.0
Solapur,2011,Barsi,32.0,19.0,2314.0,2314.0,204.0,5100000.0,400000.0,37.0,970.0
Solapur,2011,North Solapur,24.0,4.0,1100.0,1100.0,190.0,4750000.0,200000.0,3.0,165.0
Solapur,2011,Mohol,48.0,2.0,762.0,762.0,118.0,2950000.0,150000.0,7.0,177.0
Solapur,2011,Pandharpur,80.0,1.0,1156.0,1156.0,260.0,6500000.0,550000.0,3.0,105.0
Solapur,2011,Malsiras,104.0,8.0,617.0,617.0,252.0,6300000.0,400000.0,17.0,572.0
Solapur,2011,Sangola,44.0,8.0,653.0,653.0,105.0,2625000.0,100000.0,13.0,564.0
Solapur,2011,Mangal Vedha,52.0,9.0,388.0,348.0,85.0,2125000.0,150000.0,7.0,272.0
Solapur,2011,South Solapur,84.0,4.0,627.0,342.0,112.0,2800000.0,200000.0,9.0,272.0
Solapur,2011,Akalkot,56.0,10.0,669.0,293.0,170.0,4250000.0,200000.0,17.0,583.0
Solapur,2012,Karmala,156.0,11.0,881.0,802.0,111.0,2775000.0,450000.0,16.0,542.0
Solapur,2012,Madha,92.0,4.0,18291.0,73.0,1293.0,32325000.0,200000.0,8.0,346.0
Solapur,2012,Barsi,32.0,19.0,2314.0,2314.0,204.0,5100000.0,400000.0,37.0,970.0
Solapur,2012,North Solapur,24.0,4.0,1100.0,1100.0,190.0,4750000.0,200000.0,3.0,165.0
Solapur,2012,Mohol,48.0,2.0,762.0,762.0,118.0,2950000.0,150000.0,7.0,177.0
Solapur,2012,Pandharpur,80.0,1.0,1156.0,1156.0,260.0,6500000.0,550000.0,3.0,105.0
Solapur,2012,Malsiras,104.0,8.0,617.0,617.0,252.0,6300000.0,400000.0,17.0,572.0
Solapur,2012,Sangola,44.0,8.0,653.0,653.0,105.0,2625000.0,100000.0,13.0,564.0
Solapur,2012,Mangal Vedha,52.0,9.0,388.0,348.0,85.0,2125000.0,150000.0,7.0,272.0
Solapur,2012,South Solapur,84.0,4.0,627.0,342.0,112.0,2800000.0,200000.0,9.0,272.0
Solapur,2012,Akalkot,56.0,10.0,669.0,293.0,170.0,4250000.0,200000.0,17.0,586.0
Solapur,2013,Karmala,156.0,11.0,881.0,810.0,128.0,3200000.0,950000.0,16.0,542.0
Solapur,2013,Madha,92.0,4.0,18291.0,18291.0,1216.0,30400000.0,550000.0,8.0,346.0
Solapur,2013,Barsi,32.0,19.0,2314.0,2071.0,209.0,5225000.0,1100000.0,37.0,970.0
Solapur,2013,North Solapur,24.0,4.0,1100.0,1100.0,206.0,5140000.0,500000.0,3.0,165.0
Solapur,2013,Mohol,48.0,2.0,762.0,762.0,132.0,3300000.0,450000.0,7.0,177.0
Solapur,2013,Pandharpur,80.0,1.0,1156.0,1156.0,268.0,6700000.0,1700000.0,3.0,105.0
Solapur,2013,Malsiras,104.0,8.0,617.0,617.0,269.0,6725000.0,1600000.0,17.0,572.0
Solapur,2013,Sangola,44.0,8.0,653.0,653.0,133.0,3325000.0,500000.0,13.0,564.0
Solapur,2013,Mangal Vedha,52.0,9.0,388.0,388.0,129.0,3225000.0,405999.99999999994,8.0,298.0
Solapur,2013,South Solapur,84.0,4.0,627.0,627.0,110.0,2750000.0,550000.0,9.0,272.0
Solapur,2013,Akalkot,56.0,10.0,669.0,303.0,150.0,3750000.0,800000.0,17.0,583.0
Solapur,2014,Karmala,156.0,11.0,881.0,806.0,132.0,3300000.0,925000.0,16.0,542.0
Solapur,2014,Madha,92.0,4.0,18291.0,18200.0,1093.0,27325000.0,700000.0,8.0,346.0
Solapur,2014,Barsi,32.0,19.0,2314.0,2071.0,189.0,4725000.0,950000.0,37.0,970.0
Solapur,2014,North Solapur,24.0,5.0,1135.0,995.0,195.0,4875000.0,555000.0,3.0,165.0
Solapur,2014,Mohol,48.0,2.0,762.0,702.0,122.0,3050000.0,459999.99999999994,7.0,177.0
Solapur,2014,Pandharpur,80.0,1.0,1156.0,1156.0,203.0,5075000.0,1500000.0,3.0,105.0
Solapur,2014,Malsiras,104.0,9.0,617.0,617.0,157.0,3925000.0,1400000.0,17.0,572.0
Solapur,2014,Sangola,44.0,9.0,686.0,653.0,153.0,3825000.0,500000.0,13.0,564.0
Solapur,2014,Mangal Vedha,52.0,9.0,388.0,388.0,123.0,3075000.0,405999.99999999994,8.0,298.0
Solapur,2014,South Solapur,84.0,4.0,627.0,627.0,90.0,2250000.0,550000.0,9.0,272.0
Solapur,2014,Akalkot,56.0,10.0,669.0,432.0,110.0,2750000.0,750000.0,17.0,583.0
Solapur,2015,Karmala,156.0,11.0,881.0,756.0,137.0,3425000.0,760000.0,16.0,542.0
Solapur,2015,Madha,92.0,4.0,18291.0,18200.0,1223.0,30575000.0,620000.0,8.0,346.0
Solapur,2015,Barsi,32.0,19.0,2314.0,1950.0,196.0,4900000.0,935000.0,37.0,970.0
Solapur,2015,North Solapur,24.0,5.0,1135.0,1010.0,205.0,5125000.0,450000.0,3.0,165.0
Solapur,2015,Mohol,48.0,2.0,762.0,650.0,132.0,3300000.0,390000.0,7.0,177.0
Solapur,2015,Pandharpur,80.0,1.0,1156.0,1156.0,219.0,5475000.0,869000.0,3.0,105.0
Solapur,2015,Malsiras,104.0,9.0,617.0,580.0,149.0,3725000.0,1560000.0,17.0,572.0
Solapur,2015,Sangola,44.0,9.0,686.0,623.0,148.0,3700000.0,475000.0,13.0,564.0
Solapur,2015,Mangal Vedha,52.0,9.0,388.0,310.0,113.0,2800000.0,352000.0,8.0,298.0
Solapur,2015,South Solapur,84.0,4.0,627.0,305.0,90.0,2250000.0,453000.0,9.0,272.0
Solapur,2015,Akalkot,56.0,10.0,669.0,571.0,95.0,2375000.0,772000.0,17.0,583.0
Solapur,2016,Karmala,156.0,11.0,881.0,756.0,137.0,3425000.0,760000.0,16.0,542.0
Solapur,2016,Madha,92.0,4.0,18291.0,18200.0,1223.0,30575000.0,620000.0,8.0,346.0
Solapur,2016,Barsi,32.0,19.0,2314.0,1950.0,196.0,4900000.0,935000.0,37.0,970.0
Solapur,2016,North Solapur,24.0,5.0,1135.0,1010.0,205.0,5125000.0,450000.0,3.0,165.0
Solapur,2016,Mohol,48.0,2.0,762.0,650.0,132.0,3300000.0,390000.0,7.0,177.0
Solapur,2016,Pandharpur,80.0,1.0,1156.0,1156.0,219.0,5475000.0,869000.0,3.0,105.0
Solapur,2016,Malsiras,104.0,9.0,617.0,580.0,149.0,3725000.0,1560000.0,17.0,572.0
Solapur,2016,Sangola,44.0,9.0,686.0,623.0,148.0,3700000.0,475000.0,13.0,564.0
Solapur,2016,Mangal Vedha,52.0,9.0,388.0,310.0,113.0,2825000.0,352000.0,8.0,298.0
Solapur,2016,South Solapur,84.0,4.0,627.0,305.0,90.0,2250000.0,453000.0,9.0,272.0
Solapur,2016,Akalkot,56.0,10.0,669.0,571.0,95.0,2375000.0,772000.0,17.0,583.0
Solapur,2017,Karmala,156.0,11.0,881.0,756.0,96.48,2412000.0,426999.99999999994,16.0,542.0
Solapur,2017,Madha,92.0,4.0,18291.0,19200.0,861.3,21532000.0,348000.0,8.0,334.0
Solapur,2017,Barsi,32.0,19.0,2314.0,1950.0,138.03,3451000.0,526000.0,37.0,970.0
Solapur,2017,North Solapur,24.0,5.0,1135.0,1010.0,144.37,3609000.0000000005,252999.99999999997,3.0,165.0
Solapur,2017,Mohol,48.0,2.0,762.0,650.0,92.96,2324000.0,219000.0,7.0,177.0
Solapur,2017,Pandharpur,80.0,1.0,1156.0,1156.0,154.23,3856000.0,488000.0,3.0,105.0
Solapur,2017,Malsiras,104.0,9.0,716.0,580.0,104.96,2623000.0,877000.0,17.0,572.0
Solapur,2017,Sangola,44.0,9.0,886.0,623.0,104.23,2606000.0,267000.0,13.0,564.0
Solapur,2017,Mangal Vedha,52.0,9.0,388.0,310.0,79.58,1989999.9999999998,198000.0,8.0,298.0
Solapur,2017,South Solapur,84.0,4.0,627.0,305.0,63.38,1585000.0,254999.99999999997,9.0,272.0
Solapur,2017,Akalkot,56.0,10.0,669.0,571.0,66.9,1673000.0,434000.0,17.0,583.0
Solapur,2018,Karmala,156.0,11.0,881.0,756.0,94.0,2510000.0,400000.0,8.0,300.0
Solapur,2018,Madha,92.0,4.0,18291.0,18291.0,662.0,21040000.0,310000.0,3.0,280.0
Solapur,2018,Barsi,32.0,19.0,2314.0,1950.0,232.0,3450000.0,500000.0,24.0,500.0
Solapur,2018,North Solapur,24.0,5.0,1135.0,1010.0,142.0,3000000.0,229999.99999999997,3.0,150.0
Solapur,2018,Mohol,48.0,2.0,762.0,650.0,154.0,2222000.0,200000.0,4.0,150.0
Solapur,2018,Pandharpur,80.0,1.0,1156.0,1156.0,102.0,3552000.0000000005,450000.0,3.0,75.0
Solapur,2018,Malsiras,104.0,9.0,716.0,580.0,102.0,2520000.0,860000.0,6.0,305.0
Solapur,2018,Sangola,44.0,9.0,886.0,623.0,68.0,2606000.0,250000.0,6.0,345.0
Solapur,2018,Mangal Vedha,52.0,9.0,388.0,310.0,112.0,1989999.9999999998,180000.0,6.0,280.0
Solapur,2018,South Solapur,84.0,4.0,672.0,305.0,63.38,1682000.0,254999.99999999997,4.0,235.0
Solapur,2018,Akalkot,56.0,10.0,669.0,571.0,138.9,1673000.0,430000.0,10.0,480.0
Solapur,2019,Karmala,156.0,11.0,881.0,756.0,100.0,3510000.0,500000.0,10.0,300.0
Solapur,2019,Madha,92.0,3.0,18291.0,18291.0,800.0,21040000.0,420000.0,3.0,90.0
Solapur,2019,Barsi,32.0,19.0,2314.0,1950.0,232.0,3550000.0,500000.0,31.0,930.0
Solapur,2019,North Solapur,24.0,5.0,1135.0,1010.0,155.0,3000000.0,229999.99999999997,5.0,150.0
Solapur,2019,Mohol,48.0,2.0,762.0,650.0,154.0,2222000.0,600000.0,6.0,180.0
Solapur,2019,Pandharpur,80.0,1.0,1156.0,1156.0,102.0,3552000.0000000005,650000.0,5.0,150.0
Solapur,2019,Malsiras,104.0,9.0,716.0,580.0,102.0,2520000.0,869999.9999999999,10.0,300.0
Solapur,2019,Sangola,44.0,9.0,886.0,623.0,68.0,3006000.0,250000.0,6.0,180.0
Solapur,2019,Mangal Vedha,52.0,9.0,388.0,310.0,112.0,1989999.9999999998,280000.0,9.0,270.0
Solapur,2019,South Solapur,84.0,4.0,672.0,305.0,63.38,1682000.0,355000.0,7.0,210.0
Solapur,2019,Akalkot,56.0,10.0,669.0,571.0,180.0,1673000.0,430000.0,11.0,330.0
Solapur,2020,Karmala,156.0,11.0,881.0,756.0,110.0,3510000.0,500000.0,10.0,300.0
Solapur,2020,Madha,92.0,3.0,18291.0,16200.0,700.0,20450000.0,1000000.0,3.0,90.0
Solapur,2020,Barsi,32.0,19.0,2314.0,1950.0,200.0,3350000.0,1200000.0,31.0,930.0
Solapur,2020,North Solapur,24.0,5.0,1135.0,1010.0,150.0,3000000.0,200000.0,5.0,150.0
Solapur,2020,Mohol,48.0,2.0,762.0,650.0,145.0,2000000.0,400000.0,6.0,180.0
Solapur,2020,Pandharpur,80.0,1.0,1156.0,1156.0,105.0,3050000.0,950000.0,5.0,150.0
Solapur,2020,Malsiras,104.0,9.0,716.0,580.0,100.0,2520000.0,800000.0,10.0,300.0
Solapur,2020,Sangola,44.0,9.0,886.0,623.0,75.0,2700000.0,350000.0,6.0,180.0
Solapur,2020,Mangal Vedha,52.0,9.0,388.0,310.0,110.0,1550000.0,320000.0,9.0,270.0
Solapur,2020,South Solapur,84.0,4.0,672.0,305.0,70.0,1300000.0,350000.0,7.0,210.0
Solapur,2020,Akalkot,56.0,10.0,669.0,571.0,185.0,1570000.0,430000.0,11.0,330.0
Solapur,2021,Karmala,156.0,11.0,881.0,756.0,98.0,2500000.0,420000.0,16.0,542.0
Solapur,2021,Madha,92.0,4.0,1829.0,1735.0,840.0,22000000.0,340000.0,8.0,334.0
Solapur,2021,Barsi,32.0,19.0,2314.0,1950.0,127.0,3200000.0,480000.0,37.0,970.0
Solapur,2021,North Solapur,24.0,5.0,1135.0,1010.0,140.0,3500000.0,300000.0,3.0,165.0
Solapur,2021,Mohol,48.0,2.0,762.0,650.0,90.0,2200000.0,210000.0,7.0,177.0
Solapur,2021,Pandharpur,80.0,1.0,1156.0,1156.0,145.0,3600000.0,430000.0,3.0,105.0
Solapur,2021,Malsiras,104.0,9.0,716.0,580.0,98.0,2500000.0,819999.9999999999,17.0,572.0
Solapur,2021,Sangola,44.0,9.0,886.0,623.0,67.0,2300000.0,180000.0,13.0,564.0
Solapur,2021,Mangal Vedha,52.0,9.0,388.0,310.0,85.0,2200000.0,150000.0,8.0,298.0
Solapur,2021,South Solapur,84.0,4.0,672.0,305.0,60.0,1200000.0,229999.99999999997,9.0,272.0
Solapur,2021,Akalkot,56.0,10.0,669.0,571.0,66.0,1600000.0,420000.0,17.0,583.0
Sangli,2012,Shirala,80.0,43.0,2370.0,340.0,230.0,6912000.0,3000000.0,23.0,2346.0
Sangli,2012,Valava,51.0,28.0,75.0,75.0,40.0,1200000.0,1000000.0,4.0,170.0
Sangli,2012,Palus,0.0,3.0,96.0,96.0,51.26,1537000.0,1550000.0,1.0,100.0
Sangli,2012,Kadegaon,0.0,5.0,390.0,390.0,108.0,3240000.0,800000.0,6.0,200.0
Sangli,2012,Khanapur,46.0,24.0,370.0,332.0,122.34,3670000.0000000005,1150000.0,10.0,325.0
Sangli,2012,Aatpadi,28.0,42.0,947.0,900.0,152.0,4560000.0,700000.0,12.0,641.0
Sangli,2012,Tasgaon,56.0,27.0,381.0,358.0,103.96,3118000.0,1200000.0,5.0,305.0
Sangli,2012,Miraj,59.0,7.0,182.0,182.0,71.92,2157000.0,1350000.0,5.0,260.0
Sangli,2012,Ku. Mahakal,23.0,30.0,747.0,582.0,87.0,2610000.0,1400000.0,6.0,168.0
Sangli,2012,Jat,49.0,73.0,1739.0,1490.0,92.0,2760000.0,1600000.0,15.0,486.0
Sangli,2013,Shirala,80.0,43.0,2370.0,340.1,230.4,6912000.0,3000000.0,23.0,2346.0
Sangli,2013,Valava,51.0,28.0,75.0,75.0,40.0,1200000.0,1000000.0,4.0,170.0
Sangli,2013,Palus,0.0,3.0,96.0,96.0,51.26,1537000.0,1550000.0,2.0,150.0
Sangli,2013,Kadegaon,0.0,5.0,390.0,390.0,108.0,3240000.0,800000.0,6.0,200.0
Sangli,2013,Khanapur,46.0,24.0,370.0,332.52,122.34,3670000.0000000005,1150000.0,10.0,325.0
Sangli,2013,Aatpadi,28.0,42.0,947.0,900.0,152.0,4560000.0,700000.0,13.0,641.0
Sangli,2013,Tasgaon,56.0,27.0,381.0,357.8,103.96,3118000.0,1200000.0,5.0,305.0
Sangli,2013,Miraj,59.0,7.0,182.0,182.0,71.92,2157000.0,1350000.0,5.0,260.0
Sangli,2013,Ku. Mahakal,23.0,30.0,747.0,582.0,87.0,2610000.0,1400000.0,6.0,168.0
Sangli,2013,Jat,49.0,73.0,1739.0,1490.0,92.0,2760000.0,1600000.0,15.0,486.0
Sangli,2014,Shirala,80.0,43.0,2370.0,340.0,480.0,19200000.0,5000000.0,23.0,2346.0
Sangli,2014,Valava,51.0,28.0,75.0,75.0,90.0,3600000.0,1000000.0,4.0,170.0
Sangli,2014,Palus,,3.0,15.0,15.0,30.0,1200000.0,500000.0,2.0,150.0
Sangli,2014,Kadegaon,,17.0,422.0,422.0,240.0,9600000.0,1000000.0,6.0,200.0
Sangli,2014,Khanapur,46.0,24.0,370.0,333.0,260.0,10400000.0,1200000.0,10.0,325.0
Sangli,2014,Aatpadi,28.0,42.0,947.0,900.0,310.0,12400000.0,1500000.0,13.0,641.0
Sangli,2014,Tasgaon,56.0,27.0,381.0,358.0,210.0,8400000.0,1500000.0,5.0,305.0
Sangli,2014,Miraj,59.0,10.0,114.0,114.0,140.0,5600000.0,1000000.0,5.0,260.0
Sangli,2014,Ku. Mahakal,23.0,30.0,747.0,582.0,180.0,7200000.0,1500000.0,6.0,168.0
Sangli,2014,Jat,49.0,73.0,1739.0,1490.0,160.0,6400000.0,2000000.0,15.0,486.0
Sangli,2015,Shirala,80.0,43.0,2370.0,340.0,580.0,29000000.0,5000000.0,25.0,2396.0
Sangli,2015,Valava,51.0,28.0,75.0,75.0,100.0,5000000.0,1000000.0,4.0,170.0
Sangli,2015,Palus,,3.0,15.0,15.0,25.0,1200000.0,300000.0,1.0,65.0
Sangli,2015,Kadegaon,,17.0,422.0,422.0,340.0,17000000.0,1000000.0,10.0,350.0
Sangli,2015,Khanapur,46.0,24.0,370.0,333.0,310.0,15500000.0,1200000.0,8.0,275.0
