Year,District,Crops,Livestock,Forestry and Logging,Fishing and aquaculture,Agriculture & Allied Activities,Mining & Quarrying,Primary Sector,Manufacturing,"Electricity, Gas, Water Supply  & Other Utility
Services",Construction,Secondary Sector,Industry,"Trade, Repair, and Hospitality",Railways,Transport (Other than Railways),Storage,Communication and Broadcast Services,Financial Services,"Real Estate, Other Dwellings, and Professional Services",Public Administration and Defence,Other Services,Services/ Tertiary Sector,GDVA,Taxes on products,"Less subsidies on
products",GDDP,Population ('000),Per capita District Domestic Product
2017,Satara,40090000000,25120000000,6540000000,250000000,72000000000,140000000,72140000000,80500000000,7540000000,19430000000,107470000000,107610000000,29630000000,2070000000,14120000000,230000000,4590000000,36560000000,66930000000,10270000000,24050000000,188440000000,368050000000,54490000000,4830000000,417710000000,3160,132206
2018,Satara,38360000000,26670000000,7410000000,230000000,72680000000,310000000,72980000000,84840000000,8130000000,19720000000,112680000000,112990000000,32050000000,2040000000,15210000000,240000000,4760000000,38240000000,72690000000,10600000000,25990000000,201830000000,387490000000,59560000000,5110000000,441950000000,3180,138979
2019,Satara,41970000000,27990000000,7420000000,270000000,77650000000,360000000,78010000000,83550000000,8540000000,19940000000,112030000000,112390000000,33880000000,2120000000,16270000000,250000000,5350000000,39630000000,78780000000,12490000000,28700000000,217490000000,407530000000,61840000000,5650000000,463720000000,3200,144899
2011,Sindhudurg,18490000000,1320000000,9260000000,1100000000,30160000000,3440000000,33600000000,12260000000,1340000000,4010000000,17610000000,21040000000,5260000000,300000000,2080000000,50000000,790000000,5870000000,9510000000,1950000000,3320000000,29120000000,80330000000,11380000000,1830000000,89870000000,853,105306
2012,Sindhudurg,18920000000,1400000000,9480000000,1480000000,31280000000,3320000000,34590000000,13400000000,1420000000,3900000000,18710000000,22030000000,5880000000,310000000,2310000000,50000000,840000000,6410000000,10420000000,2000000000,3650000000,31870000000,85180000000,12400000000,2280000000,95300000000,860,110836
2013,Sindhudurg,20170000000,1310000000,9710000000,1430000000,32620000000,2060000000,34670000000,14870000000,1370000000,4090000000,20320000000,22380000000,5850000000,330000000,2420000000,50000000,960000000,7330000000,11710000000,2070000000,4050000000,34760000000,89750000000,12980000000,2260000000,100470000000,866,116002
2014,Sindhudurg,18420000000,970000000,10410000000,1140000000,30950000000,4230000000,35180000000,15300000000,1540000000,4320000000,21150000000,25380000000,5910000000,360000000,2610000000,50000000,1030000000,7740000000,12920000000,2080000000,4440000000,37140000000,93470000000,13390000000,2140000000,104720000000,872,120029
2015,Sindhudurg,18300000000,1030000000,10690000000,1000000000,31020000000,4460000000,35480000000,16860000000,1600000000,4380000000,22840000000,27300000000,5910000000,390000000,2900000000,50000000,1220000000,8170000000,14050000000,2170000000,4840000000,39680000000,97990000000,14140000000,1760000000,110370000000,879,125613
2016,Sindhudurg,18810000000,1310000000,14470000000,1160000000,35760000000,8910000000,44670000000,17320000000,1590000000,4440000000,23350000000,32260000000,6380000000,420000000,3030000000,50000000,1130000000,8290000000,14780000000,2240000000,5170000000,41490000000,109520000000,15520000000,1580000000,123460000000,884,139618
2017,Sindhudurg,28600000000,1570000000,14370000000,1150000000,45690000000,10050000000,55730000000,18680000000,1750000000,4510000000,24940000000,34990000000,6880000000,480000000,3280000000,50000000,1070000000,8480000000,15530000000,2380000000,5580000000,43730000000,124410000000,17930000000,1590000000,140740000000,889,158242
2018,Sindhudurg,18660000000,2240000000,16860000000,1160000000,38920000000,10760000000,49680000000,19830000000,1900000000,4610000000,26340000000,37100000000,7490000000,480000000,3560000000,60000000,1110000000,8940000000,16990000000,2480000000,6080000000,47180000000,123210000000,18320000000,1570000000,139950000000,895,156457
2019,Sindhudurg,17100000000,2390000000,17030000000,1300000000,37820000000,7590000000,45410000000,20450000000,2090000000,4880000000,27420000000,35010000000,8290000000,520000000,3980000000,60000000,1310000000,9700000000,19280000000,3060000000,7020000000,53230000000,126050000000,18490000000,1690000000,142850000000,900,158806
2011,Solapur,61170000000,24240000000,5590000000,150000000,91160000000,6210000000,97370000000,77970000000,8490000000,25530000000,111990000000,118200000000,33470000000,1900000000,13210000000,290000000,5040000000,37340000000,60490000000,12380000000,21110000000,185230000000,394590000000,55890000000,9010000000,441460000000,4343,101660
2012,Solapur,46020000000,24630000000,5610000000,190000000,76460000000,4300000000,80760000000,84340000000,8930000000,24560000000,117830000000,122130000000,37010000000,1970000000,14530000000,300000000,5280000000,40370000000,65570000000,12610000000,23000000000,200650000000,399240000000,58560000000,10780000000,447030000000,4385,101945
2013,Solapur,56220000000,19700000000,5590000000,70000000,81590000000,1570000000,83160000000,92420000000,8500000000,25400000000,126320000000,127890000000,36340000000,2030000000,15010000000,320000000,5940000000,45580000000,72800000000,12870000000,25200000000,216080000000,425560000000,61740000000,10750000000,476560000000,4427,107642
2014,Solapur,70850000000,29470000000,5710000000,180000000,106210000000,3970000000,110170000000,96460000000,9690000000,27220000000,133360000000,137330000000,37270000000,2270000000,16450000000,330000000,6500000000,48790000000,81480000000,13100000000,27970000000,234160000000,477700000000,69310000000,11080000000,535920000000,4469,119907
2015,Solapur,45250000000,44220000000,5750000000,210000000,95420000000,4640000000,100060000000,106810000000,10140000000,27720000000,144670000000,149310000000,37410000000,2440000000,18360000000,330000000,7710000000,51730000000,88990000000,13760000000,30630000000,251360000000,496090000000,72180000000,8980000000,559290000000,4511,123970
2016,Solapur,45100000000,37980000000,6570000000,190000000,89850000000,9730000000,99580000000,112360000000,10300000000,28770000000,151430000000,161160000000,41370000000,2730000000,19650000000,330000000,7340000000,53750000000,95840000000,14560000000,33540000000,269120000000,520120000000,75660000000,7690000000,588090000000,4551,129233
2017,Solapur,56480000000,43520000000,7070000000,160000000,107230000000,1090000000,108320000000,124130000000,11630000000,29960000000,165730000000,166820000000,45690000000,3200000000,21780000000,350000000,7080000000,56370000000,103210000000,15830000000,37090000000,290600000000,564640000000,83610000000,7410000000,640840000000,4588,139692
2018,Solapur,54840000000,38420000000,7780000000,110000000,101150000000,400000000,101550000000,131130000000,12560000000,30470000000,174160000000,174560000000,49540000000,3160000000,23510000000,370000000,7350000000,59100000000,112340000000,16390000000,40180000000,311930000000,587640000000,90340000000,7740000000,670240000000,4624,144937
2019,Solapur,60870000000,39930000000,7770000000,330000000,108900000000,8080000000,116970000000,126040000000,12890000000,30090000000,169020000000,177100000000,51120000000,3200000000,24550000000,370000000,8080000000,59790000000,118860000000,18850000000,43300000000,328110000000,614110000000,93890000000,8570000000,699430000000,4661,150058
2011,Thane,28420000000,5920000000,11420000000,5570000000,51330000000,27700000000,79030000000,408850000000,44540000000,133860000000,587260000000,614950000000,175500000000,9950000000,69290000000,1540000000,26410000000,195820000000,317180000000,64930000000,110720000000,971330000000,1637610000000,231940000000,37400000000,1832150000000,11156,164223
2012,Thane,28870000000,6230000000,11550000000,5470000000,52120000000,17330000000,69440000000,442530000000,46840000000,128880000000,618250000000,635580000000,194220000000,10320000000,76250000000,1560000000,27720000000,211820000000,344070000000,66190000000,120700000000,1052850000000,1740550000000,255420000000,46990000000,1948970000000,11322,172138
