Year,District,Birth Place,Population,Male,Female,Rural Population,Rural Male,Rural Female,Urban Population,Urban Male,Urban Female,Unnamed: 12
2001,Wardha,Goa,23,10,13,13,5,8,10,5,5,
2001,Wardha,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Wardha,Kerala,622,282,340,403,180,223,219,102,117,
2001,Wardha,Tamil Nadu,279,144,135,123,61,62,156,83,73,
2001,Wardha,Puducherry,4,1,3,4,1,3,0,0,0,
2001,Wardha,Andaman & Nicobar Islands,0,0,0,0,0,0,0,0,0,
2001,Nagpur,Jammu & Kashmir,668,357,311,44,36,8,624,321,303,
2001,Nagpur,Himachal Pradesh,872,495,377,66,52,14,806,443,363,
2001,Nagpur,Punjab,5047,2694,2353,310,188,122,4737,2506,2231,
2001,Nagpur,Chandigarh,558,284,274,79,48,31,479,236,243,
2001,Nagpur,Uttarakhand,1362,713,649,123,77,46,1239,636,603,
2001,Nagpur,Haryana,2605,1428,1177,239,148,91,2366,1280,1086,
2001,Nagpur,NCT of Delhi,3168,1545,1623,139,73,66,3029,1472,1557,
2001,Nagpur,Rajasthan,10588,5778,4810,856,496,360,9732,5282,4450,
2001,Nagpur,Uttar Pradesh,49297,27538,21759,6935,4045,2890,42362,23493,18869,
2001,Nagpur,Bihar,18099,10962,7137,2918,1929,989,15181,9033,6148,
2001,Nagpur,Sikkim,28,16,12,0,0,0,28,16,12,
2001,Nagpur,Arunachal Pradesh,30,15,15,3,1,2,27,14,13,
2001,Nagpur,Nagaland,36,21,15,1,1,0,35,20,15,
2001,Nagpur,Manipur,121,65,56,3,0,3,118,65,53,
2001,Nagpur,Mizoram,36,17,19,0,0,0,36,17,19,
2001,Nagpur,Tripura,43,25,18,2,2,0,41,23,18,
2001,Nagpur,Meghalaya,86,46,40,4,3,1,82,43,39,
2001,Nagpur,Assam,767,397,370,56,33,23,711,364,347,
2001,Nagpur,West Bengal,11639,6240,5399,909,550,359,10730,5690,5040,
2001,Nagpur,Jharkhand,6118,3451,2667,777,495,282,5341,2956,2385,
2001,Nagpur,Odisha,6208,3466,2742,1974,1208,766,4234,2258,1976,
2001,Nagpur,Chhattisgarh,92254,45365,46889,39789,20169,19620,52465,25196,27269,
2001,Nagpur,Madhya Pradesh,184479,87061,97418,60464,26133,34331,124015,60928,63087,
2001,Nagpur,Gujarat,10597,5023,5574,843,430,413,9754,4593,5161,
2001,Nagpur,Daman & Diu,7,6,1,0,0,0,7,6,1,
2001,Nagpur,Dadra & Nagar Haveli,2,1,1,0,0,0,2,1,1,
2001,Nagpur,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Nagpur,Andhra Pradesh,14214,6902,7312,4339,2279,2060,9875,4623,5252,
2001,Nagpur,Karnataka,3692,1823,1869,648,355,293,3044,1468,1576,
2001,Nagpur,Goa,342,168,174,23,15,8,319,153,166,
2001,Nagpur,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Nagpur,Kerala,6444,3344,3100,435,242,193,6009,3102,2907,
2001,Nagpur,Tamil Nadu,4940,2576,2364,368,206,162,4572,2370,2202,
2001,Nagpur,Puducherry,51,27,24,3,1,2,48,26,22,
2001,Nagpur,Andaman & Nicobar Islands,55,39,16,2,2,0,53,37,16,
2001,Bhandara,Jammu & Kashmir,35,20,15,13,8,5,22,12,10,
2001,Bhandara,Himachal Pradesh,48,21,27,21,10,11,27,11,16,
2001,Bhandara,Punjab,264,175,89,135,105,30,129,70,59,
2001,Bhandara,Chandigarh,19,9,10,7,4,3,12,5,7,
2001,Bhandara,Uttarakhand,74,33,41,18,9,9,56,24,32,
2001,Bhandara,Haryana,212,134,78,72,47,25,140,87,53,
2001,Bhandara,NCT of Delhi,89,39,50,31,18,13,58,21,37,
2001,Bhandara,Rajasthan,619,364,255,168,105,63,451,259,192,
2001,Bhandara,Uttar Pradesh,1822,1032,790,968,560,408,854,472,382,
2001,Bhandara,Bihar,943,590,353,630,418,212,313,172,141,
2001,Bhandara,Sikkim,2,2,0,1,1,0,1,1,0,
2001,Bhandara,Arunachal Pradesh,4,1,3,1,0,1,3,1,2,
2001,Bhandara,Nagaland,1,1,0,0,0,0,1,1,0,
2001,Bhandara,Manipur,6,3,3,0,0,0,6,3,3,
2001,Bhandara,Mizoram,4,1,3,0,0,0,4,1,3,
2001,Bhandara,Tripura,1,0,1,1,0,1,0,0,0,
2001,Bhandara,Meghalaya,0,0,0,0,0,0,0,0,0,
2001,Bhandara,Assam,40,19,21,11,5,6,29,14,15,
2001,Bhandara,West Bengal,744,396,348,278,154,124,466,242,224,
2001,Bhandara,Jharkhand,232,126,106,140,88,52,92,38,54,
2001,Bhandara,Odisha,461,259,202,333,202,131,128,57,71,
2001,Bhandara,Chhattisgarh,9662,4587,5075,7875,3935,3940,1787,652,1135,
2001,Bhandara,Madhya Pradesh,18574,5638,12936,14658,4192,10466,3916,1446,2470,
2001,Bhandara,Gujarat,925,445,480,488,239,249,437,206,231,
2001,Bhandara,Daman & Diu,4,2,2,0,0,0,4,2,2,
2001,Bhandara,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2001,Bhandara,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Bhandara,Andhra Pradesh,1074,603,471,708,428,280,366,175,191,
2001,Bhandara,Karnataka,208,111,97,104,56,48,104,55,49,
2001,Bhandara,Goa,14,10,4,5,5,0,9,5,4,
2001,Bhandara,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Bhandara,Kerala,433,234,199,155,87,68,278,147,131,
2001,Bhandara,Tamil Nadu,294,169,125,99,65,34,195,104,91,
2001,Bhandara,Puducherry,0,0,0,0,0,0,0,0,0,
2001,Bhandara,Andaman & Nicobar Islands,2,0,2,0,0,0,2,0,2,
2001,Gondia,Jammu & Kashmir,37,21,16,19,15,4,18,6,12,
2001,Gondia,Himachal Pradesh,19,9,10,16,7,9,3,2,1,
2001,Gondia,Punjab,240,132,108,117,67,50,123,65,58,
2001,Gondia,Chandigarh,19,9,10,4,3,1,15,6,9,
2001,Gondia,Uttarakhand,50,30,20,26,18,8,24,12,12,
2001,Gondia,Haryana,212,116,96,155,90,65,57,26,31,
2001,Gondia,NCT of Delhi,171,112,59,92,72,20,79,40,39,
2001,Gondia,Rajasthan,635,352,283,320,192,128,315,160,155,
2001,Gondia,Uttar Pradesh,1587,799,788,629,362,267,958,437,521,
2001,Gondia,Bihar,581,328,253,297,191,106,284,137,147,
2001,Gondia,Sikkim,2,2,0,2,2,0,0,0,0,
2001,Gondia,Arunachal Pradesh,1,1,0,1,1,0,0,0,0,
2001,Gondia,Nagaland,0,0,0,0,0,0,0,0,0,
2001,Gondia,Manipur,3,1,2,2,1,1,1,0,1,
2001,Gondia,Mizoram,0,0,0,0,0,0,0,0,0,
2001,Gondia,Tripura,6,2,4,5,2,3,1,0,1,
2001,Gondia,Meghalaya,2,2,0,2,2,0,0,0,0,
2001,Gondia,Assam,39,16,23,17,8,9,22,8,14,
2001,Gondia,West Bengal,864,470,394,365,229,136,499,241,258,
2001,Gondia,Jharkhand,283,137,146,119,85,34,164,52,112,
2001,Gondia,Odisha,462,169,293,145,69,76,317,100,217,
2001,Gondia,Chhattisgarh,10667,2757,7910,7798,2117,5681,2869,640,2229,
2001,Gondia,Madhya Pradesh,39936,8226,31710,31540,5509,26031,8396,2717,5679,
2001,Gondia,Gujarat,1250,579,671,202,123,79,1048,456,592,
2001,Gondia,Daman & Diu,0,0,0,0,0,0,0,0,0,
2001,Gondia,Dadra & Nagar Haveli,1,1,0,1,1,0,0,0,0,
2001,Gondia,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Gondia,Andhra Pradesh,954,443,511,391,191,200,563,252,311,
2001,Gondia,Karnataka,107,48,59,58,27,31,49,21,28,
2001,Gondia,Goa,9,4,5,6,2,4,3,2,1,
2001,Gondia,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Gondia,Kerala,121,61,60,45,28,17,76,33,43,
2001,Gondia,Tamil Nadu,142,74,68,50,26,24,92,48,44,
2001,Gondia,Puducherry,0,0,0,0,0,0,0,0,0,
2001,Gondia,Andaman & Nicobar Islands,2,1,1,1,1,0,1,0,1,
2001,Gadchiroli,Jammu & Kashmir,16,10,6,10,8,2,6,2,4,
2001,Gadchiroli,Himachal Pradesh,11,4,7,8,4,4,3,0,3,
2001,Gadchiroli,Punjab,56,43,13,40,31,9,16,12,4,
2001,Gadchiroli,Chandigarh,45,26,19,44,25,19,1,1,0,
2001,Gadchiroli,Uttarakhand,118,70,48,117,70,47,1,0,1,
2001,Gadchiroli,Haryana,71,42,29,57,35,22,14,7,7,
2001,Gadchiroli,NCT of Delhi,42,22,20,27,13,14,15,9,6,
2001,Gadchiroli,Rajasthan,428,257,171,233,135,98,195,122,73,
2001,Gadchiroli,Uttar Pradesh,656,414,242,481,304,177,175,110,65,
2001,Gadchiroli,Bihar,355,223,132,269,175,94,86,48,38,
2001,Gadchiroli,Sikkim,0,0,0,0,0,0,0,0,0,
2001,Gadchiroli,Arunachal Pradesh,1,1,0,1,1,0,0,0,0,
2001,Gadchiroli,Nagaland,7,3,4,7,3,4,0,0,0,
2001,Gadchiroli,Manipur,1,0,1,1,0,1,0,0,0,
2001,Gadchiroli,Mizoram,0,0,0,0,0,0,0,0,0,
2001,Gadchiroli,Tripura,4,2,2,3,2,1,1,0,1,
2001,Gadchiroli,Meghalaya,3,1,2,1,0,1,2,1,1,
2001,Gadchiroli,Assam,63,30,33,61,30,31,2,0,2,
2001,Gadchiroli,West Bengal,831,448,383,750,408,342,81,40,41,
2001,Gadchiroli,Jharkhand,264,160,104,248,150,98,16,10,6,
2001,Gadchiroli,Odisha,190,97,93,169,90,79,21,7,14,
2001,Gadchiroli,Chhattisgarh,13126,4835,8291,12657,4636,8021,469,199,270,
2001,Gadchiroli,Madhya Pradesh,4177,2240,1937,3718,2060,1658,459,180,279,
2001,Gadchiroli,Gujarat,440,225,215,183,105,78,257,120,137,
2001,Gadchiroli,Daman & Diu,0,0,0,0,0,0,0,0,0,
2001,Gadchiroli,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2001,Gadchiroli,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Gadchiroli,Andhra Pradesh,11747,3698,8049,11450,3577,7873,297,121,176,
2001,Gadchiroli,Karnataka,232,99,133,205,85,120,27,14,13,
2001,Gadchiroli,Goa,5,3,2,4,2,2,1,1,0,
2001,Gadchiroli,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Gadchiroli,Kerala,234,123,111,169,88,81,65,35,30,
2001,Gadchiroli,Tamil Nadu,130,90,40,94,66,28,36,24,12,
2001,Gadchiroli,Puducherry,2,2,0,1,1,0,1,1,0,
2001,Gadchiroli,Andaman & Nicobar Islands,3,1,2,3,1,2,0,0,0,
2001,Chandrapur,Jammu & Kashmir,134,79,55,48,25,23,86,54,32,
2001,Chandrapur,Himachal Pradesh,261,149,112,128,75,53,133,74,59,
2001,Chandrapur,Punjab,1305,736,569,200,124,76,1105,612,493,
2001,Chandrapur,Chandigarh,85,44,41,12,5,7,73,39,34,
2001,Chandrapur,Uttarakhand,273,168,105,82,56,26,191,112,79,
2001,Chandrapur,Haryana,914,526,388,112,71,41,802,455,347,
2001,Chandrapur,NCT of Delhi,434,233,201,46,23,23,388,210,178,
2001,Chandrapur,Rajasthan,2102,1232,870,499,309,190,1603,923,680,
2001,Chandrapur,Uttar Pradesh,17401,9770,7631,2064,1271,793,15337,8499,6838,
2001,Chandrapur,Bihar,6336,3933,2403,1799,1237,562,4537,2696,1841,
2001,Chandrapur,Sikkim,3,1,2,0,0,0,3,1,2,
2001,Chandrapur,Arunachal Pradesh,6,2,4,0,0,0,6,2,4,
2001,Chandrapur,Nagaland,4,1,3,0,0,0,4,1,3,
2001,Chandrapur,Manipur,14,5,9,1,1,0,13,4,9,
2001,Chandrapur,Mizoram,6,4,2,0,0,0,6,4,2,
2001,Chandrapur,Tripura,6,5,1,1,1,0,5,4,1,
2001,Chandrapur,Meghalaya,4,3,1,1,0,1,3,3,0,
2001,Chandrapur,Assam,172,96,76,48,26,22,124,70,54,
2001,Chandrapur,West Bengal,2690,1490,1200,478,288,190,2212,1202,1010,
2001,Chandrapur,Jharkhand,1147,757,390,351,250,101,796,507,289,
2001,Chandrapur,Odisha,1557,880,677,674,380,294,883,500,383,
2001,Chandrapur,Chhattisgarh,26720,13838,12882,15076,7813,7263,11644,6025,5619,
2001,Chandrapur,Madhya Pradesh,13224,6711,6513,5334,2871,2463,7890,3840,4050,
2001,Chandrapur,Gujarat,2184,1116,1068,547,294,253,1637,822,815,
2001,Chandrapur,Daman & Diu,3,1,2,1,0,1,2,1,1,
2001,Chandrapur,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2001,Chandrapur,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Chandrapur,Andhra Pradesh,33395,14664,18731,15295,6583,8712,18100,8081,10019,
2001,Chandrapur,Karnataka,1301,702,599,516,290,226,785,412,373,
2001,Chandrapur,Goa,46,27,19,10,8,2,36,19,17,
2001,Chandrapur,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Chandrapur,Kerala,2232,1181,1051,688,392,296,1544,789,755,
2001,Chandrapur,Tamil Nadu,1458,841,617,390,201,189,1068,640,428,
2001,Chandrapur,Puducherry,8,3,5,2,0,2,6,3,3,
2001,Chandrapur,Andaman & Nicobar Islands,8,3,5,0,0,0,8,3,5,
2001,Yavatmal,Jammu & Kashmir,139,104,35,102,81,21,37,23,14,
2001,Yavatmal,Himachal Pradesh,384,338,46,243,223,20,141,115,26,
2001,Yavatmal,Punjab,286,191,95,171,119,52,115,72,43,
2001,Yavatmal,Chandigarh,30,18,12,15,12,3,15,6,9,
2001,Yavatmal,Uttarakhand,39,22,17,27,17,10,12,5,7,
2001,Yavatmal,Haryana,156,101,55,85,62,23,71,39,32,
2001,Yavatmal,NCT of Delhi,169,100,69,91,61,30,78,39,39,
2001,Yavatmal,Rajasthan,2051,1247,804,698,447,251,1353,800,553,
2001,Yavatmal,Uttar Pradesh,3561,2013,1548,1265,740,525,2296,1273,1023,
2001,Yavatmal,Bihar,1462,942,520,877,617,260,585,325,260,
2001,Yavatmal,Sikkim,6,4,2,2,2,0,4,2,2,
2001,Yavatmal,Arunachal Pradesh,5,4,1,1,1,0,4,3,1,
2001,Yavatmal,Nagaland,5,4,1,2,2,0,3,2,1,
2001,Yavatmal,Manipur,28,17,11,9,5,4,19,12,7,
2001,Yavatmal,Mizoram,8,7,1,3,2,1,5,5,0,
2001,Yavatmal,Tripura,2,2,0,0,0,0,2,2,0,
2001,Yavatmal,Meghalaya,6,5,1,4,4,0,2,1,1,
2001,Yavatmal,Assam,52,30,22,23,15,8,29,15,14,
2001,Yavatmal,West Bengal,530,330,200,286,200,86,244,130,114,
2001,Yavatmal,Jharkhand,273,200,73,167,135,32,106,65,41,
2001,Yavatmal,Odisha,459,256,203,264,170,94,195,86,109,
2001,Yavatmal,Chhattisgarh,7558,3769,3789,6485,3325,3160,1073,444,629,
2001,Yavatmal,Madhya Pradesh,7569,3673,3896,3688,1966,1722,3881,1707,2174,
2001,Yavatmal,Gujarat,2592,1178,1414,1047,490,557,1545,688,857,
2001,Yavatmal,Daman & Diu,2,0,2,1,0,1,1,0,1,
2001,Yavatmal,Dadra & Nagar Haveli,3,2,1,3,2,1,0,0,0,
2001,Yavatmal,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Yavatmal,Andhra Pradesh,15448,5218,10230,12611,4265,8346,2837,953,1884,
2001,Yavatmal,Karnataka,484,224,260,138,68,70,346,156,190,
2001,Yavatmal,Goa,30,11,19,14,6,8,16,5,11,
2001,Yavatmal,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Yavatmal,Kerala,286,150,136,166,91,75,120,59,61,
2001,Yavatmal,Tamil Nadu,423,258,165,163,106,57,260,152,108,
2001,Yavatmal,Puducherry,2,1,1,1,1,0,1,0,1,
2001,Yavatmal,Andaman & Nicobar Islands,7,5,2,2,2,0,5,3,2,
2001,Nanded,Jammu & Kashmir,66,54,12,4,2,2,62,52,10,
2001,Nanded,Himachal Pradesh,57,39,18,20,8,12,37,31,6,
2001,Nanded,Punjab,1382,868,514,103,84,19,1279,784,495,
2001,Nanded,Chandigarh,23,12,11,5,3,2,18,9,9,
2001,Nanded,Uttarakhand,63,46,17,4,1,3,59,45,14,
2001,Nanded,Haryana,203,111,92,12,5,7,191,106,85,
2001,Nanded,NCT of Delhi,148,76,72,5,4,1,143,72,71,
2001,Nanded,Rajasthan,1585,968,617,353,206,147,1232,762,470,
2001,Nanded,Uttar Pradesh,1595,895,700,401,130,271,1194,765,429,
2001,Nanded,Bihar,348,250,98,85,60,25,263,190,73,
2001,Nanded,Sikkim,2,2,0,0,0,0,2,2,0,
2001,Nanded,Arunachal Pradesh,3,0,3,1,0,1,2,0,2,
2001,Nanded,Nagaland,1,1,0,1,1,0,0,0,0,
2001,Nanded,Manipur,6,4,2,1,0,1,5,4,1,
2001,Nanded,Mizoram,2,0,2,1,0,1,1,0,1,
2001,Nanded,Tripura,5,5,0,0,0,0,5,5,0,
2001,Nanded,Meghalaya,4,1,3,0,0,0,4,1,3,
2001,Nanded,Assam,58,31,27,13,3,10,45,28,17,
2001,Nanded,West Bengal,338,229,109,41,18,23,297,211,86,
2001,Nanded,Jharkhand,67,40,27,13,5,8,54,35,19,
2001,Nanded,Odisha,359,202,157,271,149,122,88,53,35,
2001,Nanded,Chhattisgarh,85,35,50,14,6,8,71,29,42,
2001,Nanded,Madhya Pradesh,826,393,433,176,92,84,650,301,349,
2001,Nanded,Gujarat,1490,770,720,253,135,118,1237,635,602,
2001,Nanded,Daman & Diu,1,1,0,1,1,0,0,0,0,
2001,Nanded,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2001,Nanded,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Nanded,Andhra Pradesh,41905,8449,33456,25012,3392,21620,16893,5057,11836,
2001,Nanded,Karnataka,10556,2083,8473,7584,849,6735,2972,1234,1738,
2001,Nanded,Goa,15,9,6,4,1,3,11,8,3,
2001,Nanded,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Nanded,Kerala,286,159,127,60,26,34,226,133,93,
2001,Nanded,Tamil Nadu,378,231,147,68,42,26,310,189,121,
2001,Nanded,Puducherry,3,2,1,0,0,0,3,2,1,
2001,Nanded,Andaman & Nicobar Islands,10,4,6,2,0,2,8,4,4,
2001,Hingoli,Jammu & Kashmir,2,2,0,0,0,0,2,2,0,
2001,Hingoli,Himachal Pradesh,3,1,2,1,0,1,2,1,1,
2001,Hingoli,Punjab,31,21,10,24,17,7,7,4,3,
2001,Hingoli,Chandigarh,2,2,0,0,0,0,2,2,0,
2001,Hingoli,Uttarakhand,1,1,0,0,0,0,1,1,0,
2001,Hingoli,Haryana,8,6,2,5,3,2,3,3,0,
2001,Hingoli,NCT of Delhi,13,6,7,5,1,4,8,5,3,
2001,Hingoli,Rajasthan,452,286,166,190,120,70,262,166,96,
2001,Hingoli,Uttar Pradesh,243,138,105,63,39,24,180,99,81,
2001,Hingoli,Bihar,47,28,19,15,12,3,32,16,16,
2001,Hingoli,Sikkim,0,0,0,0,0,0,0,0,0,
2001,Hingoli,Arunachal Pradesh,1,0,1,0,0,0,1,0,1,
2001,Hingoli,Nagaland,0,0,0,0,0,0,0,0,0,
2001,Hingoli,Manipur,1,0,1,1,0,1,0,0,0,
2001,Hingoli,Mizoram,0,0,0,0,0,0,0,0,0,
2001,Hingoli,Tripura,0,0,0,0,0,0,0,0,0,
2001,Hingoli,Meghalaya,0,0,0,0,0,0,0,0,0,
2001,Hingoli,Assam,5,3,2,0,0,0,5,3,2,
2001,Hingoli,West Bengal,41,20,21,11,6,5,30,14,16,
2001,Hingoli,Jharkhand,9,5,4,4,3,1,5,2,3,
2001,Hingoli,Odisha,21,10,11,2,0,2,19,10,9,
2001,Hingoli,Chhattisgarh,46,10,36,6,2,4,40,8,32,
2001,Hingoli,Madhya Pradesh,423,164,259,172,75,97,251,89,162,
2001,Hingoli,Gujarat,210,105,105,67,33,34,143,72,71,
2001,Hingoli,Daman & Diu,0,0,0,0,0,0,0,0,0,
2001,Hingoli,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2001,Hingoli,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Hingoli,Andhra Pradesh,1450,432,1018,406,119,287,1044,313,731,
2001,Hingoli,Karnataka,260,99,161,60,18,42,200,81,119,
2001,Hingoli,Goa,7,2,5,3,0,3,4,2,2,
2001,Hingoli,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Hingoli,Kerala,13,6,7,3,1,2,10,5,5,
2001,Hingoli,Tamil Nadu,76,53,23,42,31,11,34,22,12,
2001,Hingoli,Puducherry,0,0,0,0,0,0,0,0,0,
2001,Hingoli,Andaman & Nicobar Islands,0,0,0,0,0,0,0,0,0,
2001,Parbhani,Jammu & Kashmir,12,6,6,1,0,1,11,6,5,
2001,Parbhani,Himachal Pradesh,6,4,2,0,0,0,6,4,2,
2001,Parbhani,Punjab,42,24,18,16,12,4,26,12,14,
2001,Parbhani,Chandigarh,6,3,3,4,2,2,2,1,1,
2001,Parbhani,Uttarakhand,8,5,3,1,1,0,7,4,3,
2001,Parbhani,Haryana,68,41,27,4,2,2,64,39,25,
2001,Parbhani,NCT of Delhi,34,12,22,4,1,3,30,11,19,
2001,Parbhani,Rajasthan,788,508,280,132,97,35,656,411,245,
2001,Parbhani,Uttar Pradesh,377,230,147,41,32,9,336,198,138,
2001,Parbhani,Bihar,93,70,23,26,24,2,67,46,21,
2001,Parbhani,Sikkim,3,0,3,0,0,0,3,0,3,
2001,Parbhani,Arunachal Pradesh,3,2,1,0,0,0,3,2,1,
2001,Parbhani,Nagaland,0,0,0,0,0,0,0,0,0,
2001,Parbhani,Manipur,4,2,2,1,1,0,3,1,2,
2001,Parbhani,Mizoram,0,0,0,0,0,0,0,0,0,
2001,Parbhani,Tripura,0,0,0,0,0,0,0,0,0,
2001,Parbhani,Meghalaya,9,9,0,0,0,0,9,9,0,
2001,Parbhani,Assam,8,5,3,1,1,0,7,4,3,
2001,Parbhani,West Bengal,138,103,35,11,7,4,127,96,31,
2001,Parbhani,Jharkhand,43,27,16,2,1,1,41,26,15,
2001,Parbhani,Odisha,34,21,13,21,14,7,13,7,6,
2001,Parbhani,Chhattisgarh,56,20,36,25,14,11,31,6,25,
2001,Parbhani,Madhya Pradesh,341,131,210,75,29,46,266,102,164,
2001,Parbhani,Gujarat,649,314,335,53,21,32,596,293,303,
2001,Parbhani,Daman & Diu,0,0,0,0,0,0,0,0,0,
2001,Parbhani,Dadra & Nagar Haveli,2,1,1,0,0,0,2,1,1,
2001,Parbhani,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Parbhani,Andhra Pradesh,3185,1136,2049,419,104,315,2766,1032,1734,
2001,Parbhani,Karnataka,1067,399,668,248,80,168,819,319,500,
2001,Parbhani,Goa,3,2,1,1,0,1,2,2,0,
2001,Parbhani,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Parbhani,Kerala,136,79,57,20,9,11,116,70,46,
2001,Parbhani,Tamil Nadu,166,105,61,9,3,6,157,102,55,
2001,Parbhani,Puducherry,1,0,1,0,0,0,1,0,1,
2001,Parbhani,Andaman & Nicobar Islands,1,0,1,1,0,1,0,0,0,
2001,Jalna,Jammu & Kashmir,3,2,1,1,1,0,2,1,1,
2001,Jalna,Himachal Pradesh,17,12,5,8,7,1,9,5,4,
2001,Jalna,Punjab,34,18,16,5,2,3,29,16,13,
2001,Jalna,Chandigarh,5,3,2,0,0,0,5,3,2,
2001,Jalna,Uttarakhand,11,7,4,3,2,1,8,5,3,
2001,Jalna,Haryana,56,22,34,4,3,1,52,19,33,
2001,Jalna,NCT of Delhi,43,19,24,16,7,9,27,12,15,
2001,Jalna,Rajasthan,846,489,357,395,270,125,451,219,232,
2001,Jalna,Uttar Pradesh,2254,789,1465,1408,358,1050,846,431,415,
2001,Jalna,Bihar,298,208,90,180,132,48,118,76,42,
2001,Jalna,Sikkim,1,1,0,1,1,0,0,0,0,
2001,Jalna,Arunachal Pradesh,0,0,0,0,0,0,0,0,0,
2001,Jalna,Nagaland,0,0,0,0,0,0,0,0,0,
2001,Jalna,Manipur,1,0,1,1,0,1,0,0,0,
2001,Jalna,Mizoram,0,0,0,0,0,0,0,0,0,
2001,Jalna,Tripura,0,0,0,0,0,0,0,0,0,
2001,Jalna,Meghalaya,2,2,0,1,1,0,1,1,0,
2001,Jalna,Assam,4,3,1,1,1,0,3,2,1,
2001,Jalna,West Bengal,152,98,54,49,37,12,103,61,42,
2001,Jalna,Jharkhand,25,21,4,18,16,2,7,5,2,
2001,Jalna,Odisha,71,30,41,41,21,20,30,9,21,
2001,Jalna,Chhattisgarh,62,26,36,33,15,18,29,11,18,
2001,Jalna,Madhya Pradesh,759,300,459,409,194,215,350,106,244,
2001,Jalna,Gujarat,538,208,330,195,78,117,343,130,213,
2001,Jalna,Daman & Diu,0,0,0,0,0,0,0,0,0,
2001,Jalna,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,
2001,Jalna,Maharashtra,0,0,0,0,0,0,0,0,0,
2001,Jalna,Andhra Pradesh,928,316,612,200,73,127,728,243,485,
2001,Jalna,Karnataka,346,146,200,141,51,90,205,95,110,
2001,Jalna,Goa,36,11,25,3,2,1,33,9,24,
2001,Jalna,Lakshadweep,0,0,0,0,0,0,0,0,0,
2001,Jalna,Kerala,66,39,27,6,3,3,60,36,24,
2001,Jalna,Tamil Nadu,98,62,36,34,25,9,64,37,27,
2001,Jalna,Puducherry,0,0,0,0,0,0,0,0,0,
2001,Jalna,Andaman & Nicobar Islands,2,1,1,1,0,1,1,1,0,
2001,Chhatrapati Sambhaji Nagar,Jammu & Kashmir,258,133,125,16,12,4,242,121,121,
2001,Chhatrapati Sambhaji Nagar,Himachal Pradesh,161,84,77,19,11,8,142,73,69,
2001,Chhatrapati Sambhaji Nagar,Punjab,936,511,425,75,45,30,861,466,395,
2001,Chhatrapati Sambhaji Nagar,Chandigarh,82,43,39,12,8,4,70,35,35,
2001,Chhatrapati Sambhaji Nagar,Uttarakhand,316,169,147,72,46,26,244,123,121,
2001,Chhatrapati Sambhaji Nagar,Haryana,796,430,366,162,98,64,634,332,302,
2001,Chhatrapati Sambhaji Nagar,NCT of Delhi,757,397,360,49,19,30,708,378,330,
2001,Chhatrapati Sambhaji Nagar,Rajasthan,4924,3041,1883,1345,898,447,3579,2143,1436,
2001,Chhatrapati Sambhaji Nagar,Uttar Pradesh,8648,5476,3172,2005,1293,712,6643,4183,2460,
2001,Chhatrapati Sambhaji Nagar,Bihar,2826,1902,924,929,646,283,1897,1256,641,
2001,Chhatrapati Sambhaji Nagar,Sikkim,4,4,0,0,0,0,4,4,0,
2001,Chhatrapati Sambhaji Nagar,Arunachal Pradesh,10,6,4,0,0,0,10,6,4,
2001,Chhatrapati Sambhaji Nagar,Nagaland,5,3,2,1,0,1,4,3,1,
2001,Chhatrapati Sambhaji Nagar,Manipur,27,20,7,5,3,2,22,17,5,
2001,Chhatrapati Sambhaji Nagar,Mizoram,2,1,1,0,0,0,2,1,1,
2001,Chhatrapati Sambhaji Nagar,Tripura,22,17,5,1,0,1,21,17,4,
2001,Chhatrapati Sambhaji Nagar,Meghalaya,29,23,6,0,0,0,29,23,6,
2001,Chhatrapati Sambhaji Nagar,Assam,148,85,63,17,12,5,131,73,58,
2001,Chhatrapati Sambhaji Nagar,West Bengal,1678,1059,619,357,257,100,1321,802,519,
2001,Chhatrapati Sambhaji Nagar,Jharkhand,408,251,157,117,80,37,291,171,120,
